,"(mm) Precipitation (gridMET) at -77.4705E,34.6437N, 2015-01-01 to 2026-03-23"
"2015-09-04",0.2657
"2015-09-05",0
"2015-09-06",0.2657
"2015-09-07",8.2176
"2015-09-08",1.3089
"2015-09-09",3.1788
"2015-09-10",1.5057
"2015-09-11",0.4429
"2015-09-12",0.8464
"2015-09-13",0
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0.7479
"2015-09-19",0
"2015-09-20",0
"2015-09-21",0
"2015-09-22",0.3444
"2015-09-23",0
"2015-09-24",12.2231
"2015-09-25",10.1269
"2015-09-26",5.4817
"2015-09-27",7.824
"2015-09-28",12.5675
"2015-09-29",0.5806
"2015-09-30",0.4035
"2015-10-01",55.4762
"2015-10-02",72.5118
"2015-10-03",3.3363
"2015-10-04",19.9093
"2015-10-05",18.8857
"2015-10-06",0
"2015-10-07",0
"2015-10-08",0
"2015-10-09",1.5156
"2015-10-10",12.9612
"2015-10-11",5.7868
"2015-10-12",23.9935
"2015-10-13",0
"2015-10-14",0
"2015-10-15",0
"2015-10-16",0
"2015-10-17",0
"2015-10-18",0
"2015-10-19",0
"2015-10-20",0
"2015-10-21",0
"2015-10-22",0
"2015-10-23",0
"2015-10-24",0
"2015-10-25",0
"2015-10-26",0
"2015-10-27",11.5637
"2015-10-28",6.4363
"2015-10-29",0
"2015-10-30",0
"2015-10-31",0
"2015-11-01",2.2045
"2015-11-02",30.666
"2015-11-03",12.9218
"2015-11-04",2.2045
"2015-11-05",0
"2015-11-06",0
"2015-11-07",22.2515
"2015-11-08",3.5331
"2015-11-09",55.8305
"2015-11-10",4.3007
"2015-11-11",0
"2015-11-12",0
"2015-11-13",0
"2015-11-14",0
"2015-11-15",0
"2015-11-16",0
"2015-11-17",0
"2015-11-18",11.1996
"2015-11-19",38.5588
"2015-11-20",0
"2015-11-21",4.2417
"2015-11-22",10.3434
"2015-11-23",0
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",0
"2015-11-28",0
"2015-11-29",0
"2015-11-30",0
"2015-12-01",1.5254
"2015-12-02",4.222
"2015-12-03",0
"2015-12-04",0
"2015-12-05",0
"2015-12-06",0.6495
"2015-12-07",17.5473
"2015-12-08",0
"2015-12-09",0.807
"2015-12-10",0
"2015-12-11",0
"2015-12-12",0
"2015-12-13",0
"2015-12-14",5.0388
"2015-12-15",0
"2015-12-16",0
"2015-12-17",4.2613
"2015-12-18",1.7124
"2015-12-19",0
"2015-12-20",0
"2015-12-21",0
"2015-12-22",20.362
"2015-12-23",43.9814
"2015-12-24",0.5413
"2015-12-25",0.2756
"2015-12-26",0
"2015-12-27",0
"2015-12-28",12.5872
"2015-12-29",0.6397
"2015-12-30",12.0951
"2015-12-31",0.5724
"2016-01-01",0.9
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",0
"2016-01-07",0
"2016-01-08",0.5
"2016-01-09",2.6
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",23
"2016-01-16",0.3
"2016-01-17",5.2
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",39.2
"2016-01-23",0
"2016-01-24",0
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",4.8
"2016-01-29",0
"2016-01-30",0
"2016-01-31",0
"2016-02-01",0
"2016-02-02",0
"2016-02-03",64.6
"2016-02-04",52.5
"2016-02-05",0
"2016-02-06",10.8
"2016-02-07",43.8
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0
"2016-02-11",0
"2016-02-12",3.9
"2016-02-13",0
"2016-02-14",0
"2016-02-15",11
"2016-02-16",11.1
"2016-02-17",0
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",2.4
"2016-02-23",2.4
"2016-02-24",7.4
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",3.6
"2016-03-02",1.4
"2016-03-03",16.9
"2016-03-04",1.9
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0.4
"2016-03-14",1.9
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",3.5
"2016-03-20",6
"2016-03-21",0
"2016-03-22",0
"2016-03-23",0
"2016-03-24",8
"2016-03-25",0.4
"2016-03-26",0
"2016-03-27",16.7
"2016-03-28",0
"2016-03-29",0
"2016-03-30",0
"2016-03-31",14.5
"2016-04-01",6.3
"2016-04-02",0.9
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0
"2016-04-06",2.3
"2016-04-07",4.9
"2016-04-08",0
"2016-04-09",0
"2016-04-10",0
"2016-04-11",0
"2016-04-12",9.9
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0
"2016-04-16",0
"2016-04-17",0
"2016-04-18",0
"2016-04-19",0
"2016-04-20",0
"2016-04-21",0
"2016-04-22",10.9
"2016-04-23",1.9
"2016-04-24",0
"2016-04-25",0
"2016-04-26",0
"2016-04-27",0
"2016-04-28",0
"2016-04-29",0
"2016-04-30",0
"2016-05-01",3.8
"2016-05-02",15.1
"2016-05-03",22.4
"2016-05-04",1.2
"2016-05-05",20.3
"2016-05-06",0
"2016-05-07",0
"2016-05-08",0
"2016-05-09",0
"2016-05-10",0
"2016-05-11",2.8
"2016-05-12",8.7
"2016-05-13",14.3
"2016-05-14",0
"2016-05-15",0
"2016-05-16",0
"2016-05-17",26.7
"2016-05-18",16.6
"2016-05-19",0.5
"2016-05-20",11.9
"2016-05-21",3
"2016-05-22",0
"2016-05-23",2
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",5.4
"2016-05-29",2.1
"2016-05-30",0.7
"2016-05-31",12.8
"2016-06-01",9
"2016-06-02",0
"2016-06-03",0
"2016-06-04",4.2
"2016-06-05",0
"2016-06-06",43
"2016-06-07",4.3
"2016-06-08",0
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0.3
"2016-06-15",11.1
"2016-06-16",0
"2016-06-17",1.7
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0
"2016-06-22",0
"2016-06-23",0
"2016-06-24",0
"2016-06-25",28
"2016-06-26",0
"2016-06-27",0
"2016-06-28",6.1
"2016-06-29",0
"2016-06-30",0
"2016-07-01",0.9
"2016-07-02",1.1
"2016-07-03",24.2
"2016-07-04",14.3
"2016-07-05",9.4
"2016-07-06",0
"2016-07-07",27.4
"2016-07-08",42.1
"2016-07-09",0
"2016-07-10",0
"2016-07-11",2.7
"2016-07-12",18.8
"2016-07-13",0
"2016-07-14",0
"2016-07-15",3.1
"2016-07-16",7.3
"2016-07-17",0
"2016-07-18",0
"2016-07-19",16.4
"2016-07-20",1.8
"2016-07-21",0
"2016-07-22",0
"2016-07-23",0
"2016-07-24",0
"2016-07-25",0
"2016-07-26",0
"2016-07-27",1.5
"2016-07-28",0
"2016-07-29",0
"2016-07-30",19.3
"2016-07-31",45.6
"2016-08-01",3
"2016-08-02",9.6
"2016-08-03",26.5
"2016-08-04",2.2
"2016-08-05",0.9
"2016-08-06",14.2
"2016-08-07",0
"2016-08-08",5.8
"2016-08-09",0.4
"2016-08-10",2.5
"2016-08-11",0
"2016-08-12",3.1
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",8.8
"2016-08-19",58.8
"2016-08-20",0
"2016-08-21",0
"2016-08-22",0
"2016-08-23",0
"2016-08-24",0
"2016-08-25",0
"2016-08-26",0
"2016-08-27",0
"2016-08-28",4
"2016-08-29",4.3
"2016-08-30",3.7
"2016-08-31",1.1
"2016-09-01",20.7
"2016-09-02",134.7
"2016-09-03",1
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.7
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",4.8
"2016-09-13",0
"2016-09-14",0.3
"2016-09-15",0.5
"2016-09-16",0
"2016-09-17",0.7
"2016-09-18",3.5
"2016-09-19",35.6
"2016-09-20",1.4
"2016-09-21",4.9
"2016-09-22",66.1
"2016-09-23",14.5
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",11
"2016-09-28",0
"2016-09-29",23.8
"2016-09-30",19
"2016-10-01",10.8
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",10.3
"2016-10-07",12.1
"2016-10-08",90
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",0
"2016-10-20",0
"2016-10-21",4.4
"2016-10-22",0
"2016-10-23",0
"2016-10-24",0
"2016-10-25",0
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",0
"2016-10-31",0
"2016-11-01",0
"2016-11-02",0
"2016-11-03",1.8
"2016-11-04",4
"2016-11-05",0
"2016-11-06",0
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",28.3
"2016-11-14",0.4
"2016-11-15",0
"2016-11-16",0
"2016-11-17",0
"2016-11-18",0
"2016-11-19",0
"2016-11-20",0
"2016-11-21",0
"2016-11-22",0
"2016-11-23",0
"2016-11-24",0
"2016-11-25",6.6
"2016-11-26",0
"2016-11-27",0
"2016-11-28",0
"2016-11-29",0.4
"2016-11-30",7
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",37.9
"2016-12-05",14.7
"2016-12-06",7.1
"2016-12-07",0
"2016-12-08",0
"2016-12-09",0
"2016-12-10",0
"2016-12-11",2.7
"2016-12-12",15
"2016-12-13",9.3
"2016-12-14",1.2
"2016-12-15",0
"2016-12-16",7
"2016-12-17",0
"2016-12-18",0.7
"2016-12-19",3.4
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",0
"2016-12-28",0
"2016-12-29",19
"2016-12-30",0
"2016-12-31",0
"2017-01-01",26.6
"2017-01-02",27.8
"2017-01-03",3.7
"2017-01-04",0
"2017-01-05",0.5
"2017-01-06",18.2
"2017-01-07",1.2
"2017-01-08",0
"2017-01-09",0
"2017-01-10",2.7
"2017-01-11",0.5
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",1.4
"2017-01-19",0
"2017-01-20",0
"2017-01-21",2.4
"2017-01-22",23.1
"2017-01-23",1.7
"2017-01-24",0
"2017-01-25",0
"2017-01-26",0.7
"2017-01-27",0
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0.6
"2017-02-03",2.1
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",17.9
"2017-02-08",18.9
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0
"2017-02-15",17.8
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",0
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0
"2017-02-25",0
"2017-02-26",0
"2017-02-27",5.6
"2017-02-28",0
"2017-03-01",5.3
"2017-03-02",0
"2017-03-03",0
"2017-03-04",0
"2017-03-05",0
"2017-03-06",0
"2017-03-07",0
"2017-03-08",0
"2017-03-09",0
"2017-03-10",0.6
"2017-03-11",0.6
"2017-03-12",5.3
"2017-03-13",40.3
"2017-03-14",0.5
"2017-03-15",0
"2017-03-16",0
"2017-03-17",1.9
"2017-03-18",13.2
"2017-03-19",0
"2017-03-20",0
"2017-03-21",4.7
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",13.4
"2017-03-29",0
"2017-03-30",0.8
"2017-03-31",17.2
"2017-04-01",0
"2017-04-02",0
"2017-04-03",17.2
"2017-04-04",0
"2017-04-05",38.5
"2017-04-06",0.4
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0
"2017-04-11",0
"2017-04-12",0
"2017-04-13",0
"2017-04-14",0
"2017-04-15",0.3
"2017-04-16",0
"2017-04-17",1.2
"2017-04-18",0.8
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0.3
"2017-04-23",13.6
"2017-04-24",80.3
"2017-04-25",14.4
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",1.8
"2017-05-02",0
"2017-05-03",0
"2017-05-04",27.2
"2017-05-05",11
"2017-05-06",4.5
"2017-05-07",0
"2017-05-08",0
"2017-05-09",8.1
"2017-05-10",0
"2017-05-11",0
"2017-05-12",2.2
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0
"2017-05-16",0
"2017-05-17",0
"2017-05-18",0
"2017-05-19",0
"2017-05-20",0
"2017-05-21",0
"2017-05-22",12.6
"2017-05-23",17
"2017-05-24",6.9
"2017-05-25",3.1
"2017-05-26",0
"2017-05-27",0
"2017-05-28",6.8
"2017-05-29",22.5
"2017-05-30",0.7
"2017-05-31",17.4
"2017-06-01",0
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",7.4
"2017-06-06",10.9
"2017-06-07",16
"2017-06-08",2.4
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",4.7
"2017-06-15",2
"2017-06-16",4.6
"2017-06-17",0.3
"2017-06-18",4.2
"2017-06-19",1.9
"2017-06-20",31.7
"2017-06-21",0
"2017-06-22",1.3
"2017-06-23",0
"2017-06-24",27.6
"2017-06-25",0.5
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",18.5
"2017-07-01",9
"2017-07-02",8
"2017-07-03",7.1
"2017-07-04",14.6
"2017-07-05",0
"2017-07-06",1.2
"2017-07-07",2.3
"2017-07-08",12.5
"2017-07-09",2.2
"2017-07-10",5.8
"2017-07-11",5.4
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",41.1
"2017-07-16",34.5
"2017-07-17",2.2
"2017-07-18",7.1
"2017-07-19",4.8
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",2.1
"2017-07-26",0
"2017-07-27",0
"2017-07-28",0
"2017-07-29",16.5
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",15.4
"2017-08-04",2.2
"2017-08-05",6.7
"2017-08-06",5
"2017-08-07",24.6
"2017-08-08",37.1
"2017-08-09",0
"2017-08-10",1.4
"2017-08-11",9.6
"2017-08-12",5.4
"2017-08-13",3.1
"2017-08-14",1.4
"2017-08-15",9
"2017-08-16",0
"2017-08-17",0
"2017-08-18",12.2
"2017-08-19",19.4
"2017-08-20",0
"2017-08-21",0
"2017-08-22",10.4
"2017-08-23",28.1
"2017-08-24",1.9
"2017-08-25",0
"2017-08-26",1.9
"2017-08-27",0
"2017-08-28",28.6
"2017-08-29",8.9
"2017-08-30",0
"2017-08-31",10
"2017-09-01",28.7
"2017-09-02",12.9
"2017-09-03",0
"2017-09-04",0
"2017-09-05",46.2
"2017-09-06",3.6
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",0
"2017-09-11",3
"2017-09-12",43.4
"2017-09-13",0
"2017-09-14",10.3
"2017-09-15",0
"2017-09-16",0.4
"2017-09-17",15.9
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",9.5
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",0
"2017-09-27",0
"2017-09-28",0
"2017-09-29",1.3
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",1.2
"2017-10-07",5.7
"2017-10-08",0
"2017-10-09",6.2
"2017-10-10",4.5
"2017-10-11",2.4
"2017-10-12",0
"2017-10-13",0
"2017-10-14",0
"2017-10-15",0
"2017-10-16",5.6
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",27.3
"2017-10-24",0
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",19.3
"2017-10-29",34
"2017-10-30",0
"2017-10-31",0
"2017-11-01",0
"2017-11-02",0
"2017-11-03",0
"2017-11-04",0
"2017-11-05",0
"2017-11-06",0
"2017-11-07",0
"2017-11-08",1.2
"2017-11-09",13.3
"2017-11-10",0
"2017-11-11",0
"2017-11-12",0
"2017-11-13",3.3
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",1.1
"2017-11-19",0
"2017-11-20",0
"2017-11-21",7.6
"2017-11-22",0
"2017-11-23",0
"2017-11-24",0
"2017-11-25",0
"2017-11-26",0
"2017-11-27",0
"2017-11-28",0
"2017-11-29",0
"2017-11-30",0
"2017-12-01",0
"2017-12-02",0
"2017-12-03",0
"2017-12-04",3.8
"2017-12-05",15.6
"2017-12-06",7
"2017-12-07",13.7
"2017-12-08",32.7
"2017-12-09",1.4
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",12.9
"2017-12-21",0.5
"2017-12-22",4.2
"2017-12-23",8.4
"2017-12-24",7.9
"2017-12-25",0
"2017-12-26",4
"2017-12-27",6.5
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",22
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.3
"2018-01-11",29.1
"2018-01-12",27.6
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",3
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0
"2018-01-22",3.7
"2018-01-23",5.6
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",0.9
"2018-01-28",55.3
"2018-01-29",5.8
"2018-01-30",0.6
"2018-01-31",0
"2018-02-01",1.7
"2018-02-02",0
"2018-02-03",0
"2018-02-04",11
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0.6
"2018-02-08",0
"2018-02-09",9.5
"2018-02-10",0.6
"2018-02-11",15.4
"2018-02-12",3.1
"2018-02-13",0.7
"2018-02-14",0
"2018-02-15",0
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",2.3
"2018-02-20",0.7
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",5.7
"2018-02-26",4.9
"2018-02-27",0
"2018-02-28",6.2
"2018-03-01",3.3
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",5.1
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",3.6
"2018-03-12",10.4
"2018-03-13",0
"2018-03-14",0
"2018-03-15",0
"2018-03-16",0
"2018-03-17",2.3
"2018-03-18",0
"2018-03-19",9.5
"2018-03-20",17.2
"2018-03-21",0.5
"2018-03-22",0
"2018-03-23",0
"2018-03-24",19.8
"2018-03-25",0.6
"2018-03-26",0
"2018-03-27",0
"2018-03-28",0
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",1.2
"2018-04-04",0.9
"2018-04-05",0
"2018-04-06",0
"2018-04-07",41.3
"2018-04-08",0.5
"2018-04-09",8.9
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",3
"2018-04-15",27.2
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",17.6
"2018-04-24",68.9
"2018-04-25",0
"2018-04-26",1.1
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",0
"2018-05-04",0
"2018-05-05",13
"2018-05-06",18.1
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",5.9
"2018-05-17",5.3
"2018-05-18",12.9
"2018-05-19",11.5
"2018-05-20",0.7
"2018-05-21",6.1
"2018-05-22",0
"2018-05-23",3.5
"2018-05-24",0
"2018-05-25",0
"2018-05-26",2.1
"2018-05-27",9.8
"2018-05-28",93.2
"2018-05-29",27.4
"2018-05-30",4.6
"2018-05-31",4.2
"2018-06-01",0
"2018-06-02",18.6
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0
"2018-06-07",12
"2018-06-08",1.4
"2018-06-09",0
"2018-06-10",1.3
"2018-06-11",29
"2018-06-12",0.4
"2018-06-13",0
"2018-06-14",20.3
"2018-06-15",20.4
"2018-06-16",0
"2018-06-17",0
"2018-06-18",1.5
"2018-06-19",0
"2018-06-20",2.7
"2018-06-21",0.3
"2018-06-22",0
"2018-06-23",0
"2018-06-24",75.8
"2018-06-25",0.6
"2018-06-26",29.2
"2018-06-27",0
"2018-06-28",7.9
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",2
