,"(deg C) Mean Temperature (gridMET) at -78.3020E,34.0855N, 2015-01-01 to 2026-03-20"
"2015-04-28",13.6218
"2015-04-29",14.0716
"2015-04-30",15.9264
"2015-05-01",11.8761
"2015-05-02",15.5465
"2015-05-03",16.8967
"2015-05-04",17.9214
"2015-05-05",18.7667
"2015-05-06",20.6216
"2015-05-07",20.7514
"2015-05-08",22.7509
"2015-05-09",22.8912
"2015-05-10",20.5917
"2015-05-11",24.9066
"2015-05-12",24.9116
"2015-05-13",22.0413
"2015-05-14",17.8319
"2015-05-15",17.9462
"2015-05-16",19.5664
"2015-05-17",23.2262
"2015-05-18",24.5815
"2015-05-19",25.8314
"2015-05-20",25.8713
"2015-05-21",22.5414
"2015-05-22",16.431
"2015-05-23",19.3212
"2015-05-24",19.8914
"2015-05-25",21.9865
"2015-05-26",24.8911
"2015-05-27",22.6364
"2015-05-28",21.3513
"2015-05-29",23.0413
"2015-05-30",22.9514
"2015-05-31",23.6856
"2015-06-01",25.0302
"2015-06-02",23.4309
"2015-06-03",22.1457
"2015-06-04",23.4457
"2015-06-05",21.4351
"2015-06-06",23.8407
"2015-06-07",21.6209
"2015-06-08",26.296
"2015-06-09",24.7805
"2015-06-10",24.7153
"2015-06-11",26.3007
"2015-06-12",27.7902
"2015-06-13",28.7757
"2015-06-14",29.0204
"2015-06-15",30.4157
"2015-06-16",31.1854
"2015-06-17",30.5758
"2015-06-18",28.5507
"2015-06-19",28.1554
"2015-06-20",29.5857
"2015-06-21",29.526
"2015-06-22",30.4257
"2015-06-23",29.3756
"2015-06-24",27.7812
"2015-06-25",28.2007
"2015-06-26",27.9554
"2015-06-27",26.4555
"2015-06-28",25.9703
"2015-06-29",26.0007
"2015-06-30",27.157
"2015-07-01",26.0822
"2015-07-02",26.6619
"2015-07-03",26.2068
"2015-07-04",27.5924
"2015-07-05",27.867
"2015-07-06",26.4921
"2015-07-07",27.8116
"2015-07-08",28.3169
"2015-07-09",29.2622
"2015-07-10",29.9022
"2015-07-11",28.6267
"2015-07-12",27.1775
"2015-07-13",26.0218
"2015-07-14",28.4916
"2015-07-15",27.2319
"2015-07-16",27.1865
"2015-07-17",26.0266
"2015-07-18",28.4069
"2015-07-19",28.7172
"2015-07-20",30.457
"2015-07-21",29.7322
"2015-07-22",29.2818
"2015-07-23",28.452
"2015-07-24",24.4273
"2015-07-25",24.5716
"2015-07-26",26.502
"2015-07-27",26.3271
"2015-07-28",26.4019
"2015-07-29",27.0318
"2015-07-30",29.4171
"2015-07-31",27.9382
"2015-08-01",27.2428
"2015-08-02",28.6831
"2015-08-03",26.018
"2015-08-04",26.913
"2015-08-05",29.6324
"2015-08-06",27.7729
"2015-08-07",26.3377
"2015-08-08",23.6378
"2015-08-09",24.6278
"2015-08-10",25.8729
"2015-08-11",25.5731
"2015-08-12",25.2628
"2015-08-13",24.513
"2015-08-14",24.3879
"2015-08-15",25.0726
"2015-08-16",25.038
"2015-08-17",26.9083
"2015-08-18",24.2231
"2015-08-19",27.6832
"2015-08-20",27.8827
"2015-08-21",27.5334
"2015-08-22",24.1977
"2015-08-23",25.7027
"2015-08-24",26.4728
"2015-08-25",26.1131
"2015-08-26",26.3833
"2015-08-27",22.7228
"2015-08-28",23.6378
"2015-08-29",24.6376
"2015-08-30",24.8229
"2015-08-31",24.717
"2015-09-01",26.6673
"2015-09-02",27.8773
"2015-09-03",25.5778
"2015-09-04",27.1227
"2015-09-05",26.6477
"2015-09-06",24.027
"2015-09-07",26.4373
"2015-09-08",26.4924
"2015-09-09",27.3576
"2015-09-10",26.7976
"2015-09-11",26.2174
"2015-09-12",22.2927
"2015-09-13",17.8378
"2015-09-14",18.1927
"2015-09-15",20.3177
"2015-09-16",21.333
"2015-09-17",22.1975
"2015-09-18",24.4779
"2015-09-19",24.4378
"2015-09-20",26.0423
"2015-09-21",24.8626
"2015-09-22",24.2421
"2015-09-23",22.5823
"2015-09-24",21.6627
"2015-09-25",23.5025
"2015-09-26",22.2023
"2015-09-27",24.6622
"2015-09-28",25.9622
"2015-09-29",27.0123
"2015-09-30",25.9445
"2015-10-01",18.4801
"2015-10-02",18.4399
"2015-10-03",24.1599
"2015-10-04",20.5298
"2015-10-05",17.6551
"2015-10-06",15.5701
"2015-10-07",20.0754
"2015-10-08",20.9151
"2015-10-09",21.265
"2015-10-10",19.3649
"2015-10-11",19.0998
"2015-10-12",20.0597
"2015-10-13",21.445
"2015-10-14",18.5449
"2015-10-15",16.6747
"2015-10-16",19.6703
"2015-10-17",14.3499
"2015-10-18",8.5745
"2015-10-19",9.3699
"2015-10-20",13.9149
"2015-10-21",17.8049
"2015-10-22",19.0199
"2015-10-23",19.65
"2015-10-24",17.5399
"2015-10-25",19.0804
"2015-10-26",15.7296
"2015-10-27",17.6252
"2015-10-28",20.6951
"2015-10-29",21.1646
"2015-10-30",15.93
"2015-10-31",16.5984
"2015-11-01",21.3634
"2015-11-02",21.4631
"2015-11-03",18.8734
"2015-11-04",19.5381
"2015-11-05",21.3331
"2015-11-06",22.7276
"2015-11-07",21.7331
"2015-11-08",12.6833
"2015-11-09",17.6531
"2015-11-10",16.1627
"2015-11-11",15.1331
"2015-11-12",17.5785
"2015-11-13",12.1035
"2015-11-14",8.7829
"2015-11-15",9.8882
"2015-11-16",11.8926
"2015-11-17",14.0531
"2015-11-18",19.1884
"2015-11-19",17.6331
"2015-11-20",11.7731
"2015-11-21",12.1379
"2015-11-22",6.5731
"2015-11-23",4.0378
"2015-11-24",6.6828
"2015-11-25",9.9432
"2015-11-26",16.343
"2015-11-27",16.5778
"2015-11-28",15.653
"2015-11-29",16.0431
"2015-11-30",14.8498
"2015-12-01",16.145
"2015-12-02",17.3001
"2015-12-03",8.8247
"2015-12-04",7.6997
"2015-12-05",9.2348
"2015-12-06",12.4496
"2015-12-07",9.4498
"2015-12-08",9.0447
"2015-12-09",11.0301
"2015-12-10",13.84
"2015-12-11",15.3395
"2015-12-12",16.9146
"2015-12-13",16.5299
"2015-12-14",18.7853
"2015-12-15",14.3053
"2015-12-16",14.4995
"2015-12-17",19.1946
"2015-12-18",8.5645
"2015-12-19",3.3097
"2015-12-20",6.0903
"2015-12-21",14.3397
"2015-12-22",20.0401
"2015-12-23",22.0893
"2015-12-24",23.1651
"2015-12-25",21.9097
"2015-12-26",20.5
"2015-12-27",20.3948
"2015-12-28",20.8051
"2015-12-29",22.93
"2015-12-30",21.4348
"2015-12-31",9.8106
"2016-01-01",9.6
"2016-01-02",4.55
"2016-01-03",5.3
"2016-01-04",3
"2016-01-05",0.05
"2016-01-06",4.95
"2016-01-07",10.15
"2016-01-08",10.1
"2016-01-09",14.6
"2016-01-10",8.15
"2016-01-11",3.1
"2016-01-12",5.25
"2016-01-13",3.8
"2016-01-14",6.15
"2016-01-15",9.1
"2016-01-16",11.75
"2016-01-17",1.6
"2016-01-18",-0.1
"2016-01-19",-2.35
"2016-01-20",-0.1
"2016-01-21",5.1
"2016-01-22",2.6
"2016-01-23",0.1
"2016-01-24",3.15
"2016-01-25",5.3
"2016-01-26",10.2
"2016-01-27",10.35
"2016-01-28",6.5
"2016-01-29",7.1
"2016-01-30",7.4
"2016-01-31",11.35
"2016-02-01",15.9
"2016-02-02",14.7
"2016-02-03",19.45
"2016-02-04",12.55
"2016-02-05",4.5
"2016-02-06",5.55
"2016-02-07",3.7
"2016-02-08",6.8
"2016-02-09",3.65
"2016-02-10",0.65
"2016-02-11",2.4
"2016-02-12",0.35
"2016-02-13",0.05
"2016-02-14",-1.1
"2016-02-15",8.4
"2016-02-16",10.5
"2016-02-17",8.95
"2016-02-18",5.35
"2016-02-19",6
"2016-02-20",12.95
"2016-02-21",16.9
"2016-02-22",14.85
"2016-02-23",14.5
"2016-02-24",14.9
"2016-02-25",7.8
"2016-02-26",5.35
"2016-02-27",5.05
"2016-02-28",11.2
"2016-02-29",13.8
"2016-03-01",14.35
"2016-03-02",8.25
"2016-03-03",6.8
"2016-03-04",5.55
"2016-03-05",7.25
"2016-03-06",8.15
"2016-03-07",9.95
"2016-03-08",15.1
"2016-03-09",16.05
"2016-03-10",19.5
"2016-03-11",21
"2016-03-12",21
"2016-03-13",21.1
"2016-03-14",19.9
"2016-03-15",20
"2016-03-16",19.5
"2016-03-17",18.7
"2016-03-18",15.75
"2016-03-19",15.75
"2016-03-20",6.45
"2016-03-21",6.85
"2016-03-22",9.85
"2016-03-23",15.05
"2016-03-24",18.25
"2016-03-25",21.6
"2016-03-26",18.1
"2016-03-27",17.75
"2016-03-28",16.4
"2016-03-29",12.75
"2016-03-30",14.7
"2016-03-31",17.2
"2016-04-01",20.8
"2016-04-02",17.1
"2016-04-03",11.15
"2016-04-04",14.05
"2016-04-05",6.1
"2016-04-06",10
"2016-04-07",16.6
"2016-04-08",11.75
"2016-04-09",8
"2016-04-10",8.2
"2016-04-11",14.35
"2016-04-12",14.65
"2016-04-13",13.5
"2016-04-14",14.2
"2016-04-15",12.85
"2016-04-16",11.45
"2016-04-17",12
"2016-04-18",17.65
"2016-04-19",21.1
"2016-04-20",17.35
"2016-04-21",20
"2016-04-22",21.2
"2016-04-23",17.65
"2016-04-24",15.6
"2016-04-25",18
"2016-04-26",20.6
"2016-04-27",24.75
"2016-04-28",23.35
"2016-04-29",21.6
"2016-04-30",19.1
"2016-05-01",21.85
"2016-05-02",24.95
"2016-05-03",22.1
"2016-05-04",19.75
"2016-05-05",15.1
"2016-05-06",14.45
"2016-05-07",18.95
"2016-05-08",23.6
"2016-05-09",25.4
"2016-05-10",21.45
"2016-05-11",23.5
"2016-05-12",24.25
"2016-05-13",21.2
"2016-05-14",21
"2016-05-15",14.5
"2016-05-16",18.7
"2016-05-17",22.35
"2016-05-18",18.35
"2016-05-19",18.95
"2016-05-20",17.95
"2016-05-21",22
"2016-05-22",17.05
"2016-05-23",15
"2016-05-24",19.7
"2016-05-25",23.55
"2016-05-26",22.3
"2016-05-27",22.7
"2016-05-28",25.15
"2016-05-29",24.6
"2016-05-30",23.75
"2016-05-31",23.5
"2016-06-01",24.55
"2016-06-02",25.95
"2016-06-03",27.35
"2016-06-04",28.55
"2016-06-05",27.2
"2016-06-06",25.1
"2016-06-07",24.7
"2016-06-08",20.95
"2016-06-09",22.65
"2016-06-10",23.75
"2016-06-11",26.7
"2016-06-12",27.65
"2016-06-13",23.55
"2016-06-14",27.45
"2016-06-15",27.15
"2016-06-16",27.9
"2016-06-17",26.65
"2016-06-18",23.1
"2016-06-19",20.25
"2016-06-20",24.55
"2016-06-21",27.1
"2016-06-22",28.65
"2016-06-23",28.75
"2016-06-24",25.9
"2016-06-25",27.1
"2016-06-26",25.4
"2016-06-27",25.2
"2016-06-28",26.3
"2016-06-29",26.2
"2016-06-30",26.8
"2016-07-01",25.6
"2016-07-02",28.7
"2016-07-03",29.1
"2016-07-04",30.05
"2016-07-05",29.05
"2016-07-06",28.65
"2016-07-07",28.3
"2016-07-08",28.45
"2016-07-09",28.35
"2016-07-10",28.5
"2016-07-11",26.9
"2016-07-12",28.35
"2016-07-13",29.55
"2016-07-14",30.05
"2016-07-15",27.15
"2016-07-16",25.85
"2016-07-17",25.95
"2016-07-18",27.55
"2016-07-19",26.6
"2016-07-20",26.45
"2016-07-21",25.65
"2016-07-22",27
"2016-07-23",27.9
"2016-07-24",28.35
"2016-07-25",27.75
"2016-07-26",29.1
"2016-07-27",30.95
"2016-07-28",30.4
"2016-07-29",29.6
"2016-07-30",30.6
"2016-07-31",29.3
"2016-08-01",27.65
"2016-08-02",27.85
"2016-08-03",26.3
"2016-08-04",26.35
"2016-08-05",27.05
"2016-08-06",28.5
"2016-08-07",27.75
"2016-08-08",27.3
"2016-08-09",27.15
"2016-08-10",27.2
"2016-08-11",28
"2016-08-12",28.2
"2016-08-13",28.3
"2016-08-14",28.4
"2016-08-15",27.55
"2016-08-16",26.8
"2016-08-17",27.9
"2016-08-18",27.25
"2016-08-19",27.1
"2016-08-20",27.6
"2016-08-21",28.2
"2016-08-22",25.6
"2016-08-23",23.75
"2016-08-24",24
"2016-08-25",25.25
"2016-08-26",26.3
"2016-08-27",27.95
"2016-08-28",26.7
"2016-08-29",25.9
"2016-08-30",27.05
"2016-08-31",24.65
"2016-09-01",27.25
"2016-09-02",20.95
"2016-09-03",21.85
"2016-09-04",20.85
"2016-09-05",21.05
"2016-09-06",24.1
"2016-09-07",27.1
"2016-09-08",26.45
"2016-09-09",25.4
"2016-09-10",26.3
"2016-09-11",27.55
"2016-09-12",24.6
"2016-09-13",24.9
"2016-09-14",23.65
"2016-09-15",24.35
"2016-09-16",25.2
"2016-09-17",26.2
"2016-09-18",27.75
"2016-09-19",25.7
"2016-09-20",22.6
"2016-09-21",24.35
"2016-09-22",24.9
"2016-09-23",23.85
"2016-09-24",24.25
"2016-09-25",23.5
"2016-09-26",23.5
"2016-09-27",24.15
"2016-09-28",24.7
"2016-09-29",23.3
"2016-09-30",22.35
"2016-10-01",22.35
"2016-10-02",20.9
"2016-10-03",21.2
"2016-10-04",20.95
"2016-10-05",21.75
"2016-10-06",20.8
"2016-10-07",25.05
"2016-10-08",20.9
"2016-10-09",16.05
"2016-10-10",14.2
"2016-10-11",16.25
"2016-10-12",18.95
"2016-10-13",19.55
"2016-10-14",18.4
"2016-10-15",17.9
"2016-10-16",19.65
"2016-10-17",20.4
"2016-10-18",21.55
"2016-10-19",22.15
"2016-10-20",21.25
"2016-10-21",18.8
"2016-10-22",10.75
"2016-10-23",12.1
"2016-10-24",16.15
"2016-10-25",12.5
"2016-10-26",13.5
"2016-10-27",17.75
"2016-10-28",18.2
"2016-10-29",17.9
"2016-10-30",19.65
"2016-10-31",18.45
"2016-11-01",17.05
"2016-11-02",18.8
"2016-11-03",20
"2016-11-04",12.3
"2016-11-05",9.9
"2016-11-06",11.1
"2016-11-07",9.2
"2016-11-08",9.05
"2016-11-09",10.4
"2016-11-10",9.55
"2016-11-11",12.6
"2016-11-12",9
"2016-11-13",7.75
"2016-11-14",11.95
"2016-11-15",10.6
"2016-11-16",11.55
"2016-11-17",11.6
"2016-11-18",13.2
"2016-11-19",12.55
"2016-11-20",5.55
"2016-11-21",6.05
"2016-11-22",5.25
"2016-11-23",7.4
"2016-11-24",16.7
"2016-11-25",15.7
"2016-11-26",7.35
"2016-11-27",5.55
"2016-11-28",8.95
"2016-11-29",21.9
"2016-11-30",20.2
"2016-12-01",11.8
"2016-12-02",7.65
"2016-12-03",5.95
"2016-12-04",12.2
"2016-12-05",12.2
"2016-12-06",12.8
"2016-12-07",10.75
"2016-12-08",6.75
"2016-12-09",1.4
"2016-12-10",0.95
"2016-12-11",6.2
"2016-12-12",15.5
"2016-12-13",10.55
"2016-12-14",7.6
"2016-12-15",4.2
"2016-12-16",0.25
"2016-12-17",10.95
"2016-12-18",16.45
"2016-12-19",4
"2016-12-20",1.4
"2016-12-21",6.6
"2016-12-22",9.6
"2016-12-23",9.05
"2016-12-24",14.9
"2016-12-25",13.5
"2016-12-26",13.1
"2016-12-27",18.15
"2016-12-28",11.5
"2016-12-29",9.9
"2016-12-30",2.95
"2016-12-31",5.7
"2017-01-01",12.35
"2017-01-02",18.55
"2017-01-03",15.8
"2017-01-04",10.55
"2017-01-05",7.4
"2017-01-06",6.75
"2017-01-07",-3.05
"2017-01-08",-5.05
"2017-01-09",-3.15
"2017-01-10",2.9
"2017-01-11",13.25
"2017-01-12",15
"2017-01-13",15.65
"2017-01-14",10.75
"2017-01-15",11.45
"2017-01-16",10.05
"2017-01-17",15.4
"2017-01-18",12.8
"2017-01-19",10.55
"2017-01-20",16.4
"2017-01-21",15.35
"2017-01-22",14.3
"2017-01-23",11.2
"2017-01-24",10.1
"2017-01-25",11.65
"2017-01-26",10.25
"2017-01-27",6.3
"2017-01-28",4.9
"2017-01-29",6.9
"2017-01-30",4.25
"2017-01-31",10.4
"2017-02-01",15.75
"2017-02-02",15.3
"2017-02-03",4.35
"2017-02-04",3.65
"2017-02-05",8.1
"2017-02-06",10.25
"2017-02-07",13.85
"2017-02-08",17.85
"2017-02-09",6.35
"2017-02-10",5.35
"2017-02-11",16.4
"2017-02-12",18.75
"2017-02-13",7.55
"2017-02-14",8.6
"2017-02-15",7.4
"2017-02-16",6.45
"2017-02-17",9.5
"2017-02-18",12.65
"2017-02-19",13.55
"2017-02-20",14.85
"2017-02-21",13.4
"2017-02-22",16.5
"2017-02-23",17.2
"2017-02-24",17.45
"2017-02-25",13.75
"2017-02-26",7.25
"2017-02-27",10.3
"2017-02-28",18.8
"2017-03-01",20.95
"2017-03-02",7.05
"2017-03-03",6.4
"2017-03-04",4.4
"2017-03-05",6.8
"2017-03-06",9.5
"2017-03-07",16.9
"2017-03-08",11.95
"2017-03-09",13.25
"2017-03-10",10.7
"2017-03-11",6.85
"2017-03-12",0.6
"2017-03-13",7.15
"2017-03-14",4.95
"2017-03-15",-0.3
"2017-03-16",1.75
"2017-03-17",5.7
"2017-03-18",11.6
"2017-03-19",6.45
"2017-03-20",8.4
"2017-03-21",20.85
"2017-03-22",9.55
"2017-03-23",7.5
"2017-03-24",12.1
"2017-03-25",15.95
"2017-03-26",15.85
"2017-03-27",17.45
"2017-03-28",19.5
"2017-03-29",17.3
"2017-03-30",17.45
"2017-03-31",16.3
"2017-04-01",16.8
"2017-04-02",16.15
"2017-04-03",19.45
"2017-04-04",21.15
"2017-04-05",21.85
"2017-04-06",14.95
"2017-04-07",8.35
"2017-04-08",9.8
"2017-04-09",13.8
"2017-04-10",15.95
"2017-04-11",16.75
"2017-04-12",18.3
"2017-04-13",18.65
"2017-04-14",19
"2017-04-15",20.35
"2017-04-16",20
"2017-04-17",21.05
"2017-04-18",18.55
"2017-04-19",20.25
"2017-04-20",22.35
"2017-04-21",24.2
"2017-04-22",22.75
"2017-04-23",17.2
"2017-04-24",17.6
"2017-04-25",16.75
"2017-04-26",20.9
"2017-04-27",23.25
"2017-04-28",25.15
"2017-04-29",25.3
"2017-04-30",24.8
"2017-05-01",23
"2017-05-02",18.8
"2017-05-03",20.75
"2017-05-04",22.9
"2017-05-05",16.7
"2017-05-06",15.75
"2017-05-07",13.95
"2017-05-08",15.75
"2017-05-09",18.55
"2017-05-10",24.4
"2017-05-11",24.75
"2017-05-12",20.85
"2017-05-13",17.7
"2017-05-14",20.95
"2017-05-15",23.85
"2017-05-16",25.05
"2017-05-17",24.6
"2017-05-18",22.65
"2017-05-19",23.45
"2017-05-20",25.9
"2017-05-21",23.1
"2017-05-22",23.45
"2017-05-23",23
"2017-05-24",23.05
"2017-05-25",19.6
"2017-05-26",21.2
"2017-05-27",25.15
"2017-05-28",24.9
"2017-05-29",26.35
"2017-05-30",26.05
"2017-05-31",23.9
"2017-06-01",24.85
"2017-06-02",24.6
"2017-06-03",24.5
"2017-06-04",25.85
"2017-06-05",25.35
"2017-06-06",23.95
"2017-06-07",17.1
"2017-06-08",15.25
"2017-06-09",20.4
"2017-06-10",22.75
"2017-06-11",23.15
"2017-06-12",22.55
"2017-06-13",24.4
"2017-06-14",26.45
"2017-06-15",26.35
"2017-06-16",26.25
"2017-06-17",26.45
"2017-06-18",27.15
"2017-06-19",26.8
"2017-06-20",25.3
"2017-06-21",24.5
"2017-06-22",26.35
"2017-06-23",27.6
"2017-06-24",27.5
"2017-06-25",25.25
"2017-06-26",23.3
"2017-06-27",23.4
"2017-06-28",22.1
"2017-06-29",24.6
"2017-06-30",24.75
"2017-07-01",26.45
"2017-07-02",29.05
"2017-07-03",27.25
"2017-07-04",28.25
"2017-07-05",28.8
"2017-07-06",30.15
"2017-07-07",30
"2017-07-08",27.8
"2017-07-09",26.55
"2017-07-10",26.4
"2017-07-11",27.35
"2017-07-12",27.45
"2017-07-13",28.3
"2017-07-14",29.5
"2017-07-15",28.15
"2017-07-16",25
"2017-07-17",24.4
"2017-07-18",25.05
"2017-07-19",26.15
"2017-07-20",27.9
"2017-07-21",28.25
"2017-07-22",28.75
"2017-07-23",29
"2017-07-24",26.9
"2017-07-25",29.1
"2017-07-26",23.7
"2017-07-27",26.5
"2017-07-28",28.25
"2017-07-29",24.15
"2017-07-30",20.85
"2017-07-31",21.6
"2017-08-01",22.9
"2017-08-02",24.4
"2017-08-03",24.9
"2017-08-04",26.45
"2017-08-05",26.4
"2017-08-06",26.55
"2017-08-07",28.45
"2017-08-08",24.65
"2017-08-09",22.15
"2017-08-10",24.25
"2017-08-11",27.05
"2017-08-12",27.95
"2017-08-13",26.25
"2017-08-14",27.15
"2017-08-15",28.45
"2017-08-16",28.2
"2017-08-17",28.15
"2017-08-18",30.2
"2017-08-19",27.95
"2017-08-20",27.8
"2017-08-21",26.35
"2017-08-22",27.7
"2017-08-23",27.65
"2017-08-24",24.6
"2017-08-25",25.5
"2017-08-26",25.3
"2017-08-27",23.65
"2017-08-28",22.9
"2017-08-29",20.8
"2017-08-30",23.75
"2017-08-31",25.8
"2017-09-01",26
"2017-09-02",23.45
"2017-09-03",22.4
"2017-09-04",24.2
"2017-09-05",25.25
"2017-09-06",21.65
"2017-09-07",19.15
"2017-09-08",19.45
"2017-09-09",20.1
"2017-09-10",19.35
"2017-09-11",21.05
"2017-09-12",23
"2017-09-13",23.8
"2017-09-14",24.05
"2017-09-15",24.55
"2017-09-16",25.25
"2017-09-17",23.9
"2017-09-18",22.8
"2017-09-19",23.6
"2017-09-20",25.6
"2017-09-21",24.55
"2017-09-22",23.55
"2017-09-23",24.5
"2017-09-24",24.25
"2017-09-25",23.7
"2017-09-26",25.75
"2017-09-27",25.35
"2017-09-28",26.05
"2017-09-29",22.6
"2017-09-30",18.7
"2017-10-01",17.95
"2017-10-02",19.9
"2017-10-03",20.3
"2017-10-04",20.6
"2017-10-05",21.75
"2017-10-06",23.4
"2017-10-07",25.3
"2017-10-08",26.15
"2017-10-09",25.7
"2017-10-10",25.35
"2017-10-11",24.65
"2017-10-12",24.9
"2017-10-13",20.95
"2017-10-14",19.85
"2017-10-15",22.65
"2017-10-16",18.65
"2017-10-17",12.25
"2017-10-18",15.75
"2017-10-19",17.75
"2017-10-20",17.7
"2017-10-21",18
"2017-10-22",20.55
"2017-10-23",21.2
"2017-10-24",17
"2017-10-25",13.65
"2017-10-26",10.7
"2017-10-27",13.1
"2017-10-28",18.75
"2017-10-29",12.2
"2017-10-30",9.2
"2017-10-31",13.7
"2017-11-01",14.95
"2017-11-02",18.45
"2017-11-03",19.1
"2017-11-04",18.8
"2017-11-05",19.3
"2017-11-06",20.7
"2017-11-07",18.5
"2017-11-08",10.1
"2017-11-09",10.1
"2017-11-10",9.15
"2017-11-11",6
"2017-11-12",11.75
"2017-11-13",12.85
"2017-11-14",8.65
"2017-11-15",8.05
"2017-11-16",10.1
"2017-11-17",7.85
"2017-11-18",10.75
"2017-11-19",8.05
"2017-11-20",7.1
"2017-11-21",11.05
"2017-11-22",13.05
"2017-11-23",6.35
"2017-11-24",8.55
"2017-11-25",10.05
"2017-11-26",9.15
"2017-11-27",7.8
"2017-11-28",10.6
"2017-11-29",13.85
"2017-11-30",13.35
"2017-12-01",15.45
"2017-12-02",11.1
"2017-12-03",11.2
"2017-12-04",10.6
"2017-12-05",18.65
"2017-12-06",12.05
"2017-12-07",5.65
"2017-12-08",4.3
"2017-12-09",1.75
"2017-12-10",3.1
"2017-12-11",5.5
"2017-12-12",6.6
"2017-12-13",2.65
"2017-12-14",9.15
"2017-12-15",6.1
"2017-12-16",4
"2017-12-17",6.7
"2017-12-18",13.8
"2017-12-19",15.35
"2017-12-20",11.5
"2017-12-21",11.15
"2017-12-22",10.75
"2017-12-23",14.8
"2017-12-24",12.35
"2017-12-25",5.5
"2017-12-26",4.25
"2017-12-27",2.2
"2017-12-28",-0.05
"2017-12-29",2.35
"2017-12-30",6.1
"2017-12-31",7.45
"2018-01-01",-5.65
"2018-01-02",-4.55
"2018-01-03",-2.15
"2018-01-04",-4.05
"2018-01-05",-4.55
"2018-01-06",-5.4
"2018-01-07",-5.2
"2018-01-08",2.8
"2018-01-09",10.6
"2018-01-10",11.1
"2018-01-11",18
"2018-01-12",15.55
"2018-01-13",4.4
"2018-01-14",-0.25
"2018-01-15",1.55
"2018-01-16",4.05
"2018-01-17",4
"2018-01-18",-1.1
"2018-01-19",5.15
"2018-01-20",7.4
"2018-01-21",11
"2018-01-22",9.9
"2018-01-23",11.25
"2018-01-24",6.1
"2018-01-25",4
"2018-01-26",5.6
"2018-01-27",11.85
"2018-01-28",15.65
"2018-01-29",8.4
"2018-01-30",1.55
"2018-01-31",1.8
"2018-02-01",8.35
"2018-02-02",3.5
"2018-02-03",2.8
"2018-02-04",10.7
"2018-02-05",7.3
"2018-02-06",10.5
"2018-02-07",16.15
