,"(mm) Precipitation (gridMET) at -79.2103E,35.1464N, 2015-01-01 to 2026-03-20"
30/01/2016,0
31/01/2016,0
1/02/2016,0
2/02/2016,0
3/02/2016,46.2
4/02/2016,14.5
5/02/2016,0
6/02/2016,1.2
7/02/2016,1.7
8/02/2016,4.4
9/02/2016,0
10/02/2016,0
11/02/2016,0
12/02/2016,2.2
13/02/2016,0
14/02/2016,0
15/02/2016,32.9
16/02/2016,0
17/02/2016,0
18/02/2016,0
19/02/2016,0
20/02/2016,0
21/02/2016,0
22/02/2016,3.3
23/02/2016,3.5
24/02/2016,18
25/02/2016,0
26/02/2016,0
27/02/2016,0
28/02/2016,0
29/02/2016,0
1/03/2016,3.8
2/03/2016,0
3/03/2016,4.7
4/03/2016,0
5/03/2016,1.4
6/03/2016,0
7/03/2016,0
8/03/2016,0
9/03/2016,0
10/03/2016,0
11/03/2016,0
12/03/2016,0
13/03/2016,3.5
14/03/2016,0.7
15/03/2016,0
16/03/2016,0
17/03/2016,0
18/03/2016,0
19/03/2016,1.7
20/03/2016,0.8
21/03/2016,0
22/03/2016,0
23/03/2016,0
24/03/2016,0
25/03/2016,0
26/03/2016,10.4
27/03/2016,6.1
28/03/2016,0
29/03/2016,0
30/03/2016,0
31/03/2016,1.3
1/04/2016,4.1
2/04/2016,3.7
3/04/2016,0
4/04/2016,0
5/04/2016,0
6/04/2016,3.9
7/04/2016,0
8/04/2016,0
9/04/2016,0
10/04/2016,0
11/04/2016,6.2
12/04/2016,9.3
13/04/2016,0
14/04/2016,0
15/04/2016,0
16/04/2016,0
17/04/2016,0
18/04/2016,0
19/04/2016,0
20/04/2016,0
21/04/2016,0
22/04/2016,42.3
23/04/2016,0
24/04/2016,0
25/04/2016,0
26/04/2016,0
27/04/2016,0
28/04/2016,0.7
29/04/2016,0
30/04/2016,0
1/05/2016,22
2/05/2016,14.4
3/05/2016,4
4/05/2016,0
5/05/2016,5.3
6/05/2016,1
7/05/2016,0
8/05/2016,0
9/05/2016,0
10/05/2016,0
11/05/2016,1.4
12/05/2016,2.8
13/05/2016,0
14/05/2016,0
15/05/2016,0
16/05/2016,0
17/05/2016,8
18/05/2016,0.4
19/05/2016,1.4
20/05/2016,8.4
21/05/2016,21.4
22/05/2016,2
23/05/2016,0
24/05/2016,0
25/05/2016,0
26/05/2016,0
27/05/2016,0
28/05/2016,5
29/05/2016,40.6
30/05/2016,7
31/05/2016,0
1/06/2016,0
2/06/2016,0.8
3/06/2016,25.8
4/06/2016,6.3
5/06/2016,20.6
6/06/2016,6.4
7/06/2016,0
8/06/2016,0
9/06/2016,0
10/06/2016,0
11/06/2016,0
12/06/2016,0
13/06/2016,0
14/06/2016,0
15/06/2016,15
16/06/2016,0
17/06/2016,0
18/06/2016,0
19/06/2016,0
20/06/2016,0
21/06/2016,0
22/06/2016,0
23/06/2016,1.4
24/06/2016,6.6
25/06/2016,0
26/06/2016,0
27/06/2016,0
28/06/2016,50.8
29/06/2016,0
30/06/2016,0.6
1/07/2016,0
2/07/2016,16.2
3/07/2016,12
4/07/2016,18.7
5/07/2016,0.8
6/07/2016,0.3
7/07/2016,3.7
8/07/2016,7.1
9/07/2016,0
10/07/2016,0
11/07/2016,48.2
12/07/2016,1.9
13/07/2016,0.4
14/07/2016,0
15/07/2016,17.2
16/07/2016,36.4
17/07/2016,3.5
18/07/2016,0
19/07/2016,4
20/07/2016,0
21/07/2016,0
22/07/2016,8.1
23/07/2016,0
24/07/2016,0
25/07/2016,0
26/07/2016,0
27/07/2016,0
28/07/2016,0
29/07/2016,0
30/07/2016,1
31/07/2016,8.2
1/08/2016,11.5
2/08/2016,2.7
3/08/2016,1.1
4/08/2016,6.3
5/08/2016,8.3
6/08/2016,0.4
7/08/2016,37
8/08/2016,0
9/08/2016,0
10/08/2016,3.3
11/08/2016,0
12/08/2016,0
13/08/2016,0
14/08/2016,0
15/08/2016,0
16/08/2016,0
17/08/2016,3.3
18/08/2016,0
19/08/2016,19.9
20/08/2016,0
21/08/2016,1.7
22/08/2016,0
23/08/2016,0
24/08/2016,0
25/08/2016,0
26/08/2016,0
27/08/2016,29
28/08/2016,0
29/08/2016,0
30/08/2016,0
31/08/2016,0
1/09/2016,10.6
2/09/2016,71.1
3/09/2016,0
4/09/2016,0
5/09/2016,0
6/09/2016,0
7/09/2016,0
8/09/2016,0
9/09/2016,0
10/09/2016,0
11/09/2016,0
12/09/2016,0
13/09/2016,0
14/09/2016,0
15/09/2016,0
16/09/2016,0
17/09/2016,0
18/09/2016,3.7
19/09/2016,19.6
20/09/2016,41.8
21/09/2016,10.6
22/09/2016,39.3
23/09/2016,0
24/09/2016,0
25/09/2016,0
26/09/2016,0
27/09/2016,11.3
28/09/2016,198.8
29/09/2016,2.3
30/09/2016,0
1/10/2016,0
2/10/2016,0
3/10/2016,0
4/10/2016,0
5/10/2016,0
6/10/2016,1.2
7/10/2016,40.3
8/10/2016,156.6
9/10/2016,0
10/10/2016,0
11/10/2016,0
12/10/2016,0
13/10/2016,0
14/10/2016,0
15/10/2016,0
16/10/2016,0
17/10/2016,0
18/10/2016,0
19/10/2016,0
20/10/2016,0
21/10/2016,0
22/10/2016,0
23/10/2016,0
24/10/2016,0
25/10/2016,0
26/10/2016,0
27/10/2016,0
28/10/2016,0
29/10/2016,0
30/10/2016,0
31/10/2016,0
1/11/2016,0
2/11/2016,0
3/11/2016,2.2
4/11/2016,0
5/11/2016,0
6/11/2016,0
7/11/2016,0
8/11/2016,0
9/11/2016,0
10/11/2016,0
11/11/2016,0
12/11/2016,0
13/11/2016,15.5
14/11/2016,0
15/11/2016,0
16/11/2016,0
17/11/2016,0
18/11/2016,0
19/11/2016,0
20/11/2016,0
21/11/2016,0
22/11/2016,0
23/11/2016,0.6
24/11/2016,0
25/11/2016,0
26/11/2016,0
27/11/2016,0
28/11/2016,0
29/11/2016,2.4
30/11/2016,5.9
1/12/2016,0
2/12/2016,0
3/12/2016,1.7
4/12/2016,23.6
5/12/2016,3
6/12/2016,4.5
7/12/2016,0
8/12/2016,0
9/12/2016,0
10/12/2016,0
11/12/2016,0
12/12/2016,3.2
13/12/2016,0.7
14/12/2016,0
15/12/2016,0
16/12/2016,0
17/12/2016,0
18/12/2016,15.5
19/12/2016,4.8
20/12/2016,0
21/12/2016,0
22/12/2016,0
23/12/2016,0
24/12/2016,0
25/12/2016,0
26/12/2016,1.4
27/12/2016,0
28/12/2016,16.8
29/12/2016,0.7
30/12/2016,0
31/12/2016,0.3
1/01/2017,21.3
2/01/2017,22.9
3/01/2017,0
4/01/2017,0
5/01/2017,0
6/01/2017,32.7
7/01/2017,0
8/01/2017,0
9/01/2017,0
10/01/2017,0
11/01/2017,0.3
12/01/2017,0
13/01/2017,0
14/01/2017,0
15/01/2017,0
16/01/2017,0
17/01/2017,0
18/01/2017,0
19/01/2017,0
20/01/2017,0.8
21/01/2017,7.1
22/01/2017,7.6
23/01/2017,0
24/01/2017,0
25/01/2017,0
26/01/2017,0.6
27/01/2017,0
28/01/2017,0
29/01/2017,0
30/01/2017,0
31/01/2017,0
1/02/2017,0
2/02/2017,0.5
3/02/2017,0
4/02/2017,0
5/02/2017,0
6/02/2017,0
7/02/2017,2
8/02/2017,2.7
9/02/2017,0
10/02/2017,0
11/02/2017,0
12/02/2017,0
13/02/2017,0
14/02/2017,0
15/02/2017,14.5
16/02/2017,0
17/02/2017,0
18/02/2017,0
19/02/2017,0
20/02/2017,0
21/02/2017,0
22/02/2017,0
23/02/2017,0
24/02/2017,0
25/02/2017,0
26/02/2017,0
27/02/2017,0
28/02/2017,0
1/03/2017,13.6
2/03/2017,0
3/03/2017,0
4/03/2017,0
5/03/2017,0
6/03/2017,0
7/03/2017,0.5
8/03/2017,0.3
9/03/2017,0
10/03/2017,1.9
11/03/2017,1.3
12/03/2017,2.3
13/03/2017,16.9
14/03/2017,0.4
15/03/2017,0
16/03/2017,0
17/03/2017,2
18/03/2017,2.7
19/03/2017,0
20/03/2017,0
21/03/2017,6.4
22/03/2017,0
23/03/2017,0
24/03/2017,0
25/03/2017,0
26/03/2017,0
27/03/2017,1.6
28/03/2017,0
29/03/2017,0
30/03/2017,20.4
31/03/2017,6.3
1/04/2017,0
2/04/2017,0
3/04/2017,19.4
4/04/2017,0
5/04/2017,16.1
6/04/2017,0
7/04/2017,0
8/04/2017,0
9/04/2017,0
10/04/2017,0
11/04/2017,0
12/04/2017,0
13/04/2017,0
14/04/2017,0
15/04/2017,0
16/04/2017,0
17/04/2017,1.8
18/04/2017,0
19/04/2017,0
20/04/2017,0
21/04/2017,0
22/04/2017,0.9
23/04/2017,17.1
24/04/2017,58.5
25/04/2017,4.4
26/04/2017,0
27/04/2017,0
28/04/2017,0
29/04/2017,0
30/04/2017,0
1/05/2017,8.7
2/05/2017,0
3/05/2017,0
4/05/2017,10
5/05/2017,0
6/05/2017,0.7
7/05/2017,0
8/05/2017,0
9/05/2017,1.8
10/05/2017,0
11/05/2017,0
12/05/2017,9.1
13/05/2017,0
14/05/2017,0
15/05/2017,0
16/05/2017,0
17/05/2017,0
18/05/2017,0
19/05/2017,0
20/05/2017,0
21/05/2017,19
22/05/2017,57.4
23/05/2017,29.9
24/05/2017,22
25/05/2017,0
26/05/2017,0
27/05/2017,0
28/05/2017,0
29/05/2017,6.7
30/05/2017,0
31/05/2017,13.6
1/06/2017,0
2/06/2017,0
3/06/2017,0
4/06/2017,0
5/06/2017,2.7
6/06/2017,0
7/06/2017,0
8/06/2017,0
9/06/2017,0
10/06/2017,0
11/06/2017,0
12/06/2017,0
13/06/2017,0
14/06/2017,0.8
15/06/2017,0
16/06/2017,0.5
17/06/2017,5.3
18/06/2017,1.8
19/06/2017,31
20/06/2017,10.7
21/06/2017,0
22/06/2017,0.6
23/06/2017,0
24/06/2017,47.5
25/06/2017,0
26/06/2017,0
27/06/2017,0
28/06/2017,0
29/06/2017,0
30/06/2017,18.3
1/07/2017,1.1
2/07/2017,0
3/07/2017,28.7
4/07/2017,0
5/07/2017,0
6/07/2017,0.5
7/07/2017,0
8/07/2017,2.3
9/07/2017,0
10/07/2017,1.5
11/07/2017,0
12/07/2017,0
13/07/2017,3.2
14/07/2017,0
15/07/2017,0
16/07/2017,0
17/07/2017,0
18/07/2017,39.1
19/07/2017,0
20/07/2017,0
21/07/2017,9.4
22/07/2017,0
23/07/2017,7.2
24/07/2017,0
25/07/2017,0
26/07/2017,0
27/07/2017,0
28/07/2017,5.8
29/07/2017,0
30/07/2017,0
31/07/2017,0
1/08/2017,0
2/08/2017,0
3/08/2017,0
4/08/2017,0
5/08/2017,0
6/08/2017,12.7
7/08/2017,7.2
8/08/2017,21.8
9/08/2017,0
10/08/2017,0
11/08/2017,0.5
12/08/2017,35.7
13/08/2017,2.3
14/08/2017,0
15/08/2017,0
16/08/2017,0
17/08/2017,11.3
18/08/2017,0
19/08/2017,0
20/08/2017,0
21/08/2017,0
22/08/2017,0
23/08/2017,3.4
24/08/2017,2.2
25/08/2017,0
26/08/2017,0
27/08/2017,0
28/08/2017,0.8
29/08/2017,0
30/08/2017,0
31/08/2017,6.3
1/09/2017,29.9
2/09/2017,0
3/09/2017,0
4/09/2017,0
5/09/2017,33.9
6/09/2017,7.5
7/09/2017,0
8/09/2017,0
9/09/2017,0
10/09/2017,0
11/09/2017,15.7
12/09/2017,0.7
13/09/2017,5.9
14/09/2017,0.5
15/09/2017,0
16/09/2017,0
17/09/2017,0
18/09/2017,0
19/09/2017,0
20/09/2017,0
21/09/2017,2.1
22/09/2017,0
23/09/2017,0
24/09/2017,0
25/09/2017,0
26/09/2017,0
27/09/2017,0
28/09/2017,0
29/09/2017,0
30/09/2017,0
1/10/2017,0
2/10/2017,0
3/10/2017,0
4/10/2017,0
5/10/2017,0
6/10/2017,0
7/10/2017,4.4
8/10/2017,4.1
9/10/2017,0.5
10/10/2017,18.6
11/10/2017,0
12/10/2017,0
13/10/2017,0
14/10/2017,0
15/10/2017,0
16/10/2017,2.7
17/10/2017,0
18/10/2017,0
19/10/2017,0
20/10/2017,0
21/10/2017,0
22/10/2017,0
23/10/2017,34.6
24/10/2017,0
25/10/2017,0
26/10/2017,0
27/10/2017,0
28/10/2017,2.3
29/10/2017,0
30/10/2017,0
31/10/2017,0
1/11/2017,0
2/11/2017,0
3/11/2017,0
4/11/2017,0
5/11/2017,0
6/11/2017,0
7/11/2017,5.3
8/11/2017,5.8
9/11/2017,2.3
10/11/2017,0
11/11/2017,0
12/11/2017,10.4
13/11/2017,0
14/11/2017,0
15/11/2017,0
16/11/2017,0
17/11/2017,0
18/11/2017,1.5
19/11/2017,0
20/11/2017,0
21/11/2017,9.1
22/11/2017,0
23/11/2017,0
24/11/2017,0
25/11/2017,0
26/11/2017,0
27/11/2017,0
28/11/2017,0
29/11/2017,0
30/11/2017,0
1/12/2017,0
2/12/2017,0
3/12/2017,0
4/12/2017,0
5/12/2017,2.9
6/12/2017,4.7
7/12/2017,3.6
8/12/2017,31.5
9/12/2017,1.6
10/12/2017,0
11/12/2017,0
12/12/2017,0
13/12/2017,0
14/12/2017,0
15/12/2017,0
16/12/2017,0
17/12/2017,0
18/12/2017,0
19/12/2017,0
20/12/2017,22.9
21/12/2017,0
22/12/2017,0
23/12/2017,0
24/12/2017,0.4
25/12/2017,0
26/12/2017,0.5
27/12/2017,0.6
28/12/2017,0
29/12/2017,0
30/12/2017,0
31/12/2017,0
1/01/2018,0
2/01/2018,0
3/01/2018,6
4/01/2018,0
5/01/2018,0
6/01/2018,0
7/01/2018,0
8/01/2018,0
9/01/2018,0
10/01/2018,0
11/01/2018,6.3
12/01/2018,15.7
13/01/2018,0
14/01/2018,0
15/01/2018,0
16/01/2018,0
17/01/2018,11.3
18/01/2018,0
19/01/2018,0
20/01/2018,0
21/01/2018,0
22/01/2018,6.2
23/01/2018,1.3
24/01/2018,0
25/01/2018,0
26/01/2018,0
27/01/2018,6.3
28/01/2018,47.6
29/01/2018,4.6
30/01/2018,0
31/01/2018,0
1/02/2018,4
2/02/2018,0
3/02/2018,0
4/02/2018,35.5
5/02/2018,0
6/02/2018,0
7/02/2018,8.4
8/02/2018,0
9/02/2018,1.2
10/02/2018,1.9
11/02/2018,1.2
12/02/2018,1.2
13/02/2018,0
14/02/2018,0
15/02/2018,0
16/02/2018,0
17/02/2018,0
18/02/2018,2.7
19/02/2018,0.5
20/02/2018,0
21/02/2018,0
22/02/2018,0
23/02/2018,0
24/02/2018,0
25/02/2018,4.3
26/02/2018,3
27/02/2018,0
28/02/2018,10
1/03/2018,18.4
2/03/2018,0
3/03/2018,0
4/03/2018,0
5/03/2018,0
6/03/2018,6.8
7/03/2018,0
8/03/2018,0
9/03/2018,0
10/03/2018,0
11/03/2018,4.1
12/03/2018,17.1
13/03/2018,0
14/03/2018,0
15/03/2018,0
16/03/2018,0
17/03/2018,0
18/03/2018,0
19/03/2018,19.3
20/03/2018,5
21/03/2018,3.4
22/03/2018,0
23/03/2018,0
24/03/2018,20.4
25/03/2018,0
26/03/2018,0
27/03/2018,0
28/03/2018,0
29/03/2018,3.3
30/03/2018,1.6
31/03/2018,0
1/04/2018,0
2/04/2018,0
3/04/2018,0
4/04/2018,0
5/04/2018,0
6/04/2018,7.8
7/04/2018,20.8
8/04/2018,0
9/04/2018,0
10/04/2018,0
11/04/2018,0
12/04/2018,0
13/04/2018,0
14/04/2018,2.4
15/04/2018,83.3
16/04/2018,0
17/04/2018,0
18/04/2018,0
19/04/2018,0
20/04/2018,0
21/04/2018,0
22/04/2018,0
23/04/2018,32.2
24/04/2018,22.8
25/04/2018,0
26/04/2018,4
27/04/2018,0
28/04/2018,0
29/04/2018,0
30/04/2018,0
1/05/2018,0
2/05/2018,0
3/05/2018,0
4/05/2018,0
5/05/2018,0
6/05/2018,0
7/05/2018,0
8/05/2018,0
9/05/2018,0
10/05/2018,1.2
11/05/2018,0
12/05/2018,0
13/05/2018,0
14/05/2018,0
15/05/2018,3.1
16/05/2018,2.9
17/05/2018,8
18/05/2018,2.4
19/05/2018,14.3
20/05/2018,0
21/05/2018,0
22/05/2018,0
23/05/2018,3.7
24/05/2018,0
25/05/2018,0.4
26/05/2018,9.3
27/05/2018,0
28/05/2018,29.2
29/05/2018,29.9
30/05/2018,2.3
31/05/2018,8.7
1/06/2018,0
2/06/2018,1.8
3/06/2018,0
4/06/2018,0
5/06/2018,0
6/06/2018,0
7/06/2018,0
8/06/2018,0
9/06/2018,0
10/06/2018,0.9
11/06/2018,32.5
12/06/2018,0
13/06/2018,0
14/06/2018,0
15/06/2018,0
16/06/2018,0
17/06/2018,0
18/06/2018,0
19/06/2018,0
20/06/2018,4.6
21/06/2018,0.7
22/06/2018,0
23/06/2018,0
24/06/2018,5.7
25/06/2018,51.2
26/06/2018,8.3
27/06/2018,0.5
28/06/2018,0
29/06/2018,2.9
30/06/2018,0
1/07/2018,0
2/07/2018,0
3/07/2018,0
4/07/2018,2.8
5/07/2018,14.3
6/07/2018,5.7
7/07/2018,8.5
8/07/2018,0
9/07/2018,0
10/07/2018,0
11/07/2018,0
12/07/2018,0
13/07/2018,0
14/07/2018,0
15/07/2018,0
16/07/2018,0.4
17/07/2018,0
18/07/2018,0
19/07/2018,0
20/07/2018,2.6
21/07/2018,30.2
22/07/2018,0.9
23/07/2018,1.7
24/07/2018,4.3
25/07/2018,3.3
26/07/2018,0
27/07/2018,6.4
28/07/2018,9.4
29/07/2018,5.5
30/07/2018,24.2
31/07/2018,0
1/08/2018,0.5
2/08/2018,16.5
3/08/2018,20.6
4/08/2018,0
5/08/2018,1.4
6/08/2018,13.7
7/08/2018,9.1
8/08/2018,10.3
9/08/2018,0
10/08/2018,1.8
11/08/2018,5.1
12/08/2018,40.7
13/08/2018,0
14/08/2018,1.3
15/08/2018,1.5
16/08/2018,0
17/08/2018,0.9
18/08/2018,2
19/08/2018,1.1
20/08/2018,6.1
21/08/2018,0.3
22/08/2018,0
23/08/2018,0
24/08/2018,0
25/08/2018,0
26/08/2018,0
27/08/2018,0
28/08/2018,0
29/08/2018,0
30/08/2018,0.4
31/08/2018,1.3
1/09/2018,0
2/09/2018,5.8
3/09/2018,0
4/09/2018,1.2
5/09/2018,0
6/09/2018,0
7/09/2018,0
8/09/2018,0
9/09/2018,1.4
10/09/2018,34.1
11/09/2018,8.4
12/09/2018,0
13/09/2018,1.8
14/09/2018,81.3
15/09/2018,115.9
16/09/2018,132.5
17/09/2018,36.6
18/09/2018,0
19/09/2018,0
20/09/2018,0
21/09/2018,0
22/09/2018,0
23/09/2018,0
24/09/2018,0
25/09/2018,0
26/09/2018,6
27/09/2018,8.6
28/09/2018,0
29/09/2018,0
30/09/2018,0
1/10/2018,0
2/10/2018,0
3/10/2018,0
4/10/2018,0
5/10/2018,0
6/10/2018,0
7/10/2018,0
8/10/2018,0
9/10/2018,0
10/10/2018,8.3
11/10/2018,49.3
12/10/2018,0
13/10/2018,0
14/10/2018,0
15/10/2018,0
16/10/2018,10.6
17/10/2018,0
18/10/2018,0
19/10/2018,0
20/10/2018,0
21/10/2018,0
22/10/2018,0
23/10/2018,0
24/10/2018,0
25/10/2018,4.2
26/10/2018,33.3
27/10/2018,0
28/10/2018,0
29/10/2018,0
30/10/2018,0
31/10/2018,0
1/11/2018,1.8
2/11/2018,7.9
3/11/2018,0
4/11/2018,15.4
5/11/2018,1.3
6/11/2018,2
7/11/2018,4.5
8/11/2018,0.9
9/11/2018,1.7
10/11/2018,0
11/11/2018,0
12/11/2018,101.6
13/11/2018,3
14/11/2018,9.5
15/11/2018,10.6
16/11/2018,0
17/11/2018,0
18/11/2018,3
19/11/2018,0
20/11/2018,0
21/11/2018,0
22/11/2018,0
23/11/2018,5.9
24/11/2018,22.6
25/11/2018,0
26/11/2018,0
27/11/2018,0
28/11/2018,0
29/11/2018,1.9
