"Plot Title: 20572133"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20572133, SEN S/N: 20572133)","Coupler Detached (LGR S/N: 20572133)","Coupler Attached (LGR S/N: 20572133)","Host Connected (LGR S/N: 20572133)","End Of File (LGR S/N: 20572133)"
269,07/12/24 02:27:57 PM,24.448,,,,
270,07/12/24 04:27:57 PM,24.931,,,,
271,07/12/24 06:27:57 PM,25.125,,,,
272,07/12/24 08:27:57 PM,24.738,,,,
273,07/12/24 10:27:57 PM,24.545,,,,
274,07/13/24 12:27:57 AM,24.448,,,,
275,07/13/24 02:27:57 AM,24.351,,,,
276,07/13/24 04:27:57 AM,24.255,,,,
277,07/13/24 06:27:57 AM,24.158,,,,
278,07/13/24 08:27:57 AM,24.351,,,,
279,07/13/24 10:27:57 AM,25.125,,,,
280,07/13/24 12:27:57 PM,25.902,,,,
281,07/13/24 02:27:57 PM,27.075,,,,
282,07/13/24 04:27:57 PM,27.665,,,,
283,07/13/24 06:27:57 PM,26.781,,,,
284,07/13/24 08:27:57 PM,26.000,,,,
285,07/13/24 10:27:57 PM,25.125,,,,
286,07/14/24 12:27:57 AM,24.641,,,,
287,07/14/24 02:27:57 AM,24.351,,,,
288,07/14/24 04:27:57 AM,24.158,,,,
289,07/14/24 06:27:57 AM,23.869,,,,
290,07/14/24 08:27:57 AM,24.448,,,,
291,07/14/24 10:27:57 AM,26.488,,,,
292,07/14/24 12:27:57 PM,26.683,,,,
293,07/14/24 02:27:57 PM,27.567,,,,
294,07/14/24 04:27:57 PM,27.468,,,,
295,07/14/24 06:27:57 PM,26.195,,,,
296,07/14/24 08:27:57 PM,25.513,,,,
297,07/14/24 10:27:57 PM,24.931,,,,
298,07/15/24 12:27:57 AM,24.738,,,,
299,07/15/24 02:27:57 AM,24.545,,,,
300,07/15/24 04:27:57 AM,24.255,,,,
301,07/15/24 06:27:57 AM,24.062,,,,
302,07/15/24 08:27:57 AM,24.448,,,,
303,07/15/24 10:27:57 AM,26.390,,,,
304,07/15/24 12:27:57 PM,27.075,,,,
305,07/15/24 02:27:57 PM,27.862,,,,
306,07/15/24 04:27:57 PM,26.292,,,,
307,07/15/24 06:27:57 PM,25.902,,,,
308,07/15/24 08:27:57 PM,25.708,,,,
309,07/15/24 10:27:57 PM,25.028,,,,
310,07/16/24 12:27:57 AM,24.641,,,,
311,07/16/24 02:27:57 AM,24.448,,,,
312,07/16/24 04:27:57 AM,24.255,,,,
313,07/16/24 06:27:57 AM,24.062,,,,
314,07/16/24 08:27:57 AM,24.641,,,,
315,07/16/24 10:27:57 AM,26.000,,,,
316,07/16/24 12:27:57 PM,26.879,,,,
317,07/16/24 02:27:57 PM,27.764,,,,
318,07/16/24 04:27:57 PM,28.159,,,,
319,07/16/24 06:27:57 PM,27.173,,,,
320,07/16/24 08:27:57 PM,26.195,,,,
321,07/16/24 10:27:57 PM,25.610,,,,
322,07/17/24 12:27:57 AM,25.125,,,,
323,07/17/24 02:27:57 AM,24.738,,,,
324,07/17/24 04:27:57 AM,24.545,,,,
325,07/17/24 06:27:57 AM,24.255,,,,
326,07/17/24 08:27:57 AM,24.738,,,,
327,07/17/24 10:27:57 AM,26.000,,,,
328,07/17/24 12:27:57 PM,26.683,,,,
329,07/17/24 02:27:57 PM,28.060,,,,
330,07/17/24 04:27:57 PM,27.961,,,,
331,07/17/24 06:27:57 PM,27.173,,,,
332,07/17/24 08:27:57 PM,26.390,,,,
333,07/17/24 10:27:57 PM,25.902,,,,
334,07/18/24 12:27:57 AM,25.222,,,,
335,07/18/24 02:27:57 AM,24.835,,,,
336,07/18/24 04:27:57 AM,24.545,,,,
337,07/18/24 06:27:57 AM,24.351,,,,
338,07/18/24 08:27:57 AM,24.738,,,,
339,07/18/24 10:27:57 AM,25.610,,,,
340,07/18/24 12:27:57 PM,26.585,,,,
341,07/18/24 02:27:57 PM,27.764,,,,
342,07/18/24 04:27:57 PM,27.665,,,,
343,07/18/24 06:27:57 PM,26.585,,,,
344,07/18/24 08:27:57 PM,24.062,,,,
345,07/18/24 10:27:57 PM,24.545,,,,
346,07/19/24 12:27:57 AM,24.351,,,,
347,07/19/24 02:27:57 AM,24.351,,,,
348,07/19/24 04:27:57 AM,24.158,,,,
349,07/19/24 06:27:57 AM,24.062,,,,
350,07/19/24 08:27:57 AM,24.351,,,,
351,07/19/24 10:27:57 AM,24.738,,,,
352,07/19/24 12:27:57 PM,25.028,,,,
353,07/19/24 02:27:57 PM,26.488,,,,
354,07/19/24 04:27:57 PM,26.292,,,,
355,07/19/24 06:27:57 PM,25.416,,,,
356,07/19/24 08:27:57 PM,24.738,,,,
357,07/19/24 10:27:57 PM,24.448,,,,
358,07/20/24 12:27:57 AM,24.158,,,,
359,07/20/24 02:27:57 AM,24.062,,,,
360,07/20/24 04:27:57 AM,23.869,,,,
361,07/20/24 06:27:57 AM,23.773,,,,
362,07/20/24 08:27:57 AM,23.966,,,,
363,07/20/24 10:27:57 AM,24.545,,,,
364,07/20/24 12:27:57 PM,25.708,,,,
365,07/20/24 02:27:57 PM,26.585,,,,
366,07/20/24 04:27:57 PM,26.683,,,,
367,07/20/24 06:27:57 PM,25.902,,,,
368,07/20/24 08:27:57 PM,25.319,,,,
369,07/20/24 10:27:57 PM,24.835,,,,
370,07/21/24 12:27:57 AM,24.351,,,,
371,07/21/24 02:27:57 AM,24.158,,,,
372,07/21/24 04:27:57 AM,23.869,,,,
373,07/21/24 06:27:57 AM,23.773,,,,
374,07/21/24 08:27:57 AM,24.255,,,,
375,07/21/24 10:27:57 AM,25.222,,,,
376,07/21/24 12:27:57 PM,26.000,,,,
377,07/21/24 02:27:57 PM,26.879,,,,
378,07/21/24 04:27:57 PM,26.781,,,,
379,07/21/24 06:27:57 PM,26.488,,,,
380,07/21/24 08:27:57 PM,25.805,,,,
381,07/21/24 10:27:57 PM,25.319,,,,
382,07/22/24 12:27:57 AM,25.125,,,,
383,07/22/24 02:27:57 AM,23.869,,,,
384,07/22/24 04:27:57 AM,23.773,,,,
385,07/22/24 06:27:57 AM,23.773,,,,
386,07/22/24 08:27:57 AM,23.966,,,,
387,07/22/24 10:27:57 AM,24.931,,,,
388,07/22/24 12:27:57 PM,26.097,,,,
389,07/22/24 02:27:57 PM,26.683,,,,
390,07/22/24 04:27:57 PM,26.683,,,,
391,07/22/24 06:27:57 PM,26.195,,,,
392,07/22/24 08:27:57 PM,25.416,,,,
393,07/22/24 10:27:57 PM,24.835,,,,
394,07/23/24 12:27:57 AM,24.545,,,,
395,07/23/24 02:27:57 AM,24.351,,,,
396,07/23/24 04:27:57 AM,24.158,,,,
397,07/23/24 06:27:57 AM,23.966,,,,
398,07/23/24 08:27:57 AM,24.448,,,,
399,07/23/24 10:27:57 AM,25.708,,,,
400,07/23/24 12:27:57 PM,26.585,,,,
401,07/23/24 02:27:57 PM,26.683,,,,
402,07/23/24 04:27:57 PM,27.075,,,,
403,07/23/24 06:27:57 PM,26.390,,,,
404,07/23/24 08:27:57 PM,25.610,,,,
405,07/23/24 10:27:57 PM,25.222,,,,
406,07/24/24 12:27:57 AM,24.931,,,,
407,07/24/24 02:27:57 AM,24.545,,,,
408,07/24/24 04:27:57 AM,24.158,,,,
409,07/24/24 06:27:57 AM,24.158,,,,
410,07/24/24 08:27:57 AM,24.255,,,,
411,07/24/24 10:27:57 AM,24.835,,,,
412,07/24/24 12:27:57 PM,26.000,,,,
413,07/24/24 02:27:57 PM,26.977,,,,
414,07/24/24 04:27:57 PM,27.075,,,,
415,07/24/24 06:27:57 PM,26.977,,,,
416,07/24/24 08:27:57 PM,26.195,,,,
417,07/24/24 10:27:57 PM,25.610,,,,
418,07/25/24 12:27:57 AM,25.222,,,,
419,07/25/24 02:27:57 AM,24.931,,,,
420,07/25/24 04:27:57 AM,24.835,,,,
421,07/25/24 06:27:57 AM,24.545,,,,
422,07/25/24 08:27:57 AM,24.738,,,,
423,07/25/24 10:27:57 AM,25.125,,,,
424,07/25/24 12:27:57 PM,25.902,,,,
425,07/25/24 02:27:57 PM,26.585,,,,
426,07/25/24 04:27:57 PM,25.513,,,,
427,07/25/24 06:27:57 PM,25.125,,,,
428,07/25/24 08:27:57 PM,24.931,,,,
429,07/25/24 10:27:57 PM,24.545,,,,
430,07/26/24 12:27:57 AM,24.448,,,,
431,07/26/24 02:27:57 AM,24.448,,,,
432,07/26/24 04:27:57 AM,24.351,,,,
433,07/26/24 06:27:57 AM,24.351,,,,
434,07/26/24 08:27:57 AM,24.351,,,,
435,07/26/24 10:27:57 AM,24.835,,,,
436,07/26/24 12:27:57 PM,24.931,,,,
437,07/26/24 02:27:57 PM,25.028,,,,
438,07/26/24 04:27:57 PM,25.610,,,,
439,07/26/24 06:27:57 PM,25.416,,,,
440,07/26/24 08:27:57 PM,24.931,,,,
441,07/26/24 10:27:57 PM,24.545,,,,
442,07/27/24 12:27:57 AM,24.351,,,,
443,07/27/24 02:27:57 AM,24.158,,,,
444,07/27/24 04:27:57 AM,24.062,,,,
445,07/27/24 06:27:57 AM,23.966,,,,
446,07/27/24 08:27:57 AM,24.158,,,,
447,07/27/24 10:27:57 AM,24.738,,,,
448,07/27/24 12:27:57 PM,25.513,,,,
449,07/27/24 02:27:57 PM,26.488,,,,
450,07/27/24 04:27:57 PM,26.195,,,,
451,07/27/24 06:27:57 PM,25.805,,,,
452,07/27/24 08:27:57 PM,25.028,,,,
453,07/27/24 10:27:57 PM,24.255,,,,
454,07/28/24 12:27:57 AM,23.677,,,,
455,07/28/24 02:27:57 AM,23.292,,,,
456,07/28/24 04:27:57 AM,22.908,,,,
457,07/28/24 06:27:57 AM,22.621,,,,
458,07/28/24 08:27:57 AM,22.812,,,,
459,07/28/24 10:27:57 AM,23.966,,,,
460,07/28/24 12:27:57 PM,24.738,,,,
461,07/28/24 02:27:57 PM,25.708,,,,
462,07/28/24 04:27:57 PM,25.708,,,,
463,07/28/24 06:27:57 PM,25.319,,,,
464,07/28/24 08:27:57 PM,24.448,,,,
465,07/28/24 10:27:57 PM,23.773,,,,
466,07/29/24 12:27:57 AM,23.484,,,,
467,07/29/24 02:27:57 AM,23.196,,,,
468,07/29/24 04:27:57 AM,23.100,,,,
469,07/29/24 06:27:57 AM,22.908,,,,
470,07/29/24 08:27:57 AM,23.388,,,,
471,07/29/24 10:27:57 AM,23.388,,,,
472,07/29/24 12:27:57 PM,23.388,,,,
473,07/29/24 02:27:57 PM,23.869,,,,
474,07/29/24 04:27:57 PM,24.835,,,,
475,07/29/24 06:27:57 PM,24.641,,,,
476,07/29/24 08:27:57 PM,24.158,,,,
477,07/29/24 10:27:57 PM,23.869,,,,
478,07/30/24 12:27:57 AM,23.677,,,,
479,07/30/24 02:27:57 AM,23.484,,,,
480,07/30/24 04:27:57 AM,23.388,,,,
481,07/30/24 06:27:57 AM,23.100,,,,
482,07/30/24 08:27:57 AM,23.388,,,,
483,07/30/24 10:27:57 AM,24.351,,,,
484,07/30/24 12:27:57 PM,25.610,,,,
485,07/30/24 02:27:57 PM,26.585,,,,
486,07/30/24 04:27:57 PM,26.390,,,,
487,07/30/24 06:27:57 PM,26.097,,,,
488,07/30/24 08:27:57 PM,25.513,,,,
489,07/30/24 10:27:57 PM,24.738,,,,
490,07/31/24 12:27:57 AM,24.545,,,,
491,07/31/24 02:27:57 AM,24.351,,,,
492,07/31/24 04:27:57 AM,23.966,,,,
493,07/31/24 06:27:57 AM,23.773,,,,
494,07/31/24 08:27:57 AM,23.773,,,,
495,07/31/24 10:27:57 AM,24.835,,,,
496,07/31/24 12:27:57 PM,25.805,,,,
497,07/31/24 02:27:57 PM,26.977,,,,
498,07/31/24 04:27:57 PM,26.683,,,,
499,07/31/24 06:27:57 PM,26.683,,,,
500,07/31/24 08:27:57 PM,25.805,,,,
501,07/31/24 10:27:57 PM,25.125,,,,
502,08/01/24 12:27:57 AM,24.738,,,,
503,08/01/24 02:27:57 AM,24.545,,,,
504,08/01/24 04:27:57 AM,24.351,,,,
505,08/01/24 06:27:57 AM,24.158,,,,
506,08/01/24 08:27:57 AM,24.448,,,,
507,08/01/24 10:27:57 AM,25.513,,,,
508,08/01/24 12:27:57 PM,26.488,,,,
509,08/01/24 02:27:57 PM,27.370,,,,
510,08/01/24 04:27:57 PM,27.173,,,,
511,08/01/24 06:27:57 PM,26.879,,,,
512,08/01/24 08:27:57 PM,26.097,,,,
513,08/01/24 10:27:57 PM,25.416,,,,
514,08/02/24 12:27:57 AM,25.222,,,,
515,08/02/24 02:27:57 AM,24.931,,,,
516,08/02/24 04:27:57 AM,24.738,,,,
517,08/02/24 06:27:57 AM,24.641,,,,
518,08/02/24 08:27:57 AM,24.835,,,,
519,08/02/24 10:27:57 AM,25.902,,,,
520,08/02/24 12:27:57 PM,27.272,,,,
521,08/02/24 02:27:57 PM,27.862,,,,
522,08/02/24 04:27:57 PM,25.805,,,,
523,08/02/24 06:27:57 PM,25.610,,,,
524,08/02/24 08:27:57 PM,25.319,,,,
525,08/02/24 10:27:57 PM,24.835,,,,
526,08/03/24 12:27:57 AM,24.641,,,,
527,08/03/24 02:27:57 AM,24.545,,,,
528,08/03/24 04:27:57 AM,24.351,,,,
529,08/03/24 06:27:57 AM,24.255,,,,
530,08/03/24 08:27:57 AM,24.448,,,,
531,08/03/24 10:27:57 AM,25.416,,,,
532,08/03/24 12:27:57 PM,26.781,,,,
533,08/03/24 02:27:57 PM,27.665,,,,
534,08/03/24 04:27:57 PM,27.173,,,,
535,08/03/24 06:27:57 PM,25.416,,,,
536,08/03/24 08:27:57 PM,24.835,,,,
537,08/03/24 10:27:57 PM,24.448,,,,
538,08/04/24 12:27:57 AM,24.255,,,,
539,08/04/24 02:27:57 AM,23.966,,,,
540,08/04/24 04:27:57 AM,23.869,,,,
541,08/04/24 06:27:57 AM,23.773,,,,
542,08/04/24 08:27:57 AM,23.966,,,,
543,08/04/24 10:27:57 AM,24.835,,,,
544,08/04/24 12:27:57 PM,26.292,,,,
545,08/04/24 02:27:57 PM,26.781,,,,
546,08/04/24 04:27:57 PM,26.781,,,,
547,08/04/24 06:27:57 PM,26.195,,,,
548,08/04/24 08:27:57 PM,25.319,,,,
