"Plot Title: 20365584"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20365584, SEN S/N: 20365584)","Coupler Detached (LGR S/N: 20365584)","Host Connected (LGR S/N: 20365584)","Coupler Attached (LGR S/N: 20365584)","Stopped (LGR S/N: 20365584)","End Of File (LGR S/N: 20365584)"
131,07/02/24 01:25:44 AM,25.805,,,,,
132,07/02/24 03:25:44 AM,25.513,,,,,
133,07/02/24 05:25:44 AM,25.125,,,,,
134,07/02/24 07:25:44 AM,24.738,,,,,
135,07/02/24 09:25:44 AM,24.835,,,,,
136,07/02/24 11:25:44 AM,25.805,,,,,
137,07/02/24 01:25:44 PM,26.683,,,,,
138,07/02/24 03:25:44 PM,27.862,,,,,
139,07/02/24 05:25:44 PM,27.468,,,,,
140,07/02/24 07:25:44 PM,26.977,,,,,
141,07/02/24 09:25:44 PM,26.195,,,,,
142,07/02/24 11:25:44 PM,25.513,,,,,
143,07/03/24 01:25:44 AM,24.931,,,,,
144,07/03/24 03:25:44 AM,24.641,,,,,
145,07/03/24 05:25:44 AM,24.448,,,,,
146,07/03/24 07:25:44 AM,24.158,,,,,
147,07/03/24 09:25:44 AM,24.448,,,,,
148,07/03/24 11:25:44 AM,25.513,,,,,
149,07/03/24 01:25:44 PM,26.879,,,,,
150,07/03/24 03:25:44 PM,27.764,,,,,
151,07/03/24 05:25:44 PM,27.272,,,,,
152,07/03/24 07:25:44 PM,26.879,,,,,
153,07/03/24 09:25:44 PM,26.195,,,,,
154,07/03/24 11:25:44 PM,25.610,,,,,
155,07/04/24 01:25:44 AM,25.125,,,,,
156,07/04/24 03:25:44 AM,24.641,,,,,
157,07/04/24 05:25:44 AM,24.351,,,,,
158,07/04/24 07:25:44 AM,24.158,,,,,
159,07/04/24 09:25:44 AM,24.545,,,,,
160,07/04/24 11:25:44 AM,25.513,,,,,
161,07/04/24 01:25:44 PM,26.488,,,,,
162,07/04/24 03:25:44 PM,27.567,,,,,
163,07/04/24 05:25:44 PM,27.567,,,,,
164,07/04/24 07:25:44 PM,27.075,,,,,
165,07/04/24 09:25:44 PM,26.488,,,,,
166,07/04/24 11:25:44 PM,26.000,,,,,
167,07/05/24 01:25:44 AM,25.610,,,,,
168,07/05/24 03:25:44 AM,25.319,,,,,
169,07/05/24 05:25:44 AM,25.125,,,,,
170,07/05/24 07:25:44 AM,24.835,,,,,
171,07/05/24 09:25:44 AM,25.319,,,,,
172,07/05/24 11:25:44 AM,26.390,,,,,
173,07/05/24 01:25:44 PM,27.764,,,,,
174,07/05/24 03:25:44 PM,29.352,,,,,
175,07/05/24 05:25:44 PM,28.853,,,,,
176,07/05/24 07:25:44 PM,28.258,,,,,
177,07/05/24 09:25:44 PM,27.567,,,,,
178,07/05/24 11:25:44 PM,27.075,,,,,
179,07/06/24 01:25:44 AM,26.781,,,,,
180,07/06/24 03:25:44 AM,26.488,,,,,
181,07/06/24 05:25:44 AM,26.097,,,,,
182,07/06/24 07:25:44 AM,25.805,,,,,
183,07/06/24 09:25:44 AM,26.097,,,,,
184,07/06/24 11:25:44 AM,27.173,,,,,
185,07/06/24 01:25:44 PM,28.159,,,,,
186,07/06/24 03:25:44 PM,29.853,,,,,
187,07/06/24 05:25:44 PM,29.252,,,,,
188,07/06/24 07:25:44 PM,28.555,,,,,
189,07/06/24 09:25:44 PM,27.862,,,,,
190,07/06/24 11:25:44 PM,27.272,,,,,
191,07/07/24 01:25:44 AM,26.879,,,,,
192,07/07/24 03:25:44 AM,26.488,,,,,
193,07/07/24 05:25:44 AM,26.292,,,,,
194,07/07/24 07:25:44 AM,26.097,,,,,
195,07/07/24 09:25:44 AM,26.390,,,,,
196,07/07/24 11:25:44 AM,27.075,,,,,
197,07/07/24 01:25:44 PM,28.258,,,,,
198,07/07/24 03:25:44 PM,29.953,,,,,
199,07/07/24 05:25:44 PM,29.252,,,,,
200,07/07/24 07:25:44 PM,28.456,,,,,
201,07/07/24 09:25:44 PM,27.764,,,,,
202,07/07/24 11:25:44 PM,27.075,,,,,
203,07/08/24 01:25:44 AM,26.683,,,,,
204,07/08/24 03:25:44 AM,26.488,,,,,
205,07/08/24 05:25:44 AM,26.195,,,,,
206,07/08/24 07:25:44 AM,25.902,,,,,
207,07/08/24 09:25:44 AM,26.195,,,,,
208,07/08/24 11:25:44 AM,26.683,,,,,
209,07/08/24 01:25:44 PM,27.764,,,,,
210,07/08/24 03:25:44 PM,29.752,,,,,
211,07/08/24 05:25:44 PM,29.152,,,,,
212,07/08/24 07:25:44 PM,28.555,,,,,
213,07/08/24 09:25:44 PM,27.862,,,,,
214,07/08/24 11:25:44 PM,27.272,,,,,
215,07/09/24 01:25:44 AM,26.683,,,,,
216,07/09/24 03:25:44 AM,26.292,,,,,
217,07/09/24 05:25:44 AM,25.902,,,,,
218,07/09/24 07:25:44 AM,25.708,,,,,
219,07/09/24 09:25:44 AM,26.097,,,,,
220,07/09/24 11:25:44 AM,27.075,,,,,
221,07/09/24 01:25:44 PM,28.456,,,,,
222,07/09/24 03:25:44 PM,29.652,,,,,
223,07/09/24 05:25:44 PM,29.252,,,,,
224,07/09/24 07:25:44 PM,28.655,,,,,
225,07/09/24 09:25:44 PM,27.961,,,,,
226,07/09/24 11:25:44 PM,27.370,,,,,
227,07/10/24 01:25:44 AM,26.879,,,,,
228,07/10/24 03:25:44 AM,26.390,,,,,
229,07/10/24 05:25:44 AM,26.097,,,,,
230,07/10/24 07:25:44 AM,26.000,,,,,
231,07/10/24 09:25:44 AM,26.292,,,,,
232,07/10/24 11:25:44 AM,27.173,,,,,
233,07/10/24 01:25:44 PM,27.468,,,,,
234,07/10/24 03:25:44 PM,28.754,,,,,
235,07/10/24 05:25:44 PM,28.754,,,,,
236,07/10/24 07:25:44 PM,28.357,,,,,
237,07/10/24 09:25:44 PM,27.862,,,,,
238,07/10/24 11:25:44 PM,27.272,,,,,
239,07/11/24 01:25:44 AM,26.977,,,,,
240,07/11/24 03:25:44 AM,26.781,,,,,
241,07/11/24 05:25:44 AM,26.488,,,,,
242,07/11/24 07:25:44 AM,26.292,,,,,
243,07/11/24 09:25:44 AM,26.781,,,,,
244,07/11/24 11:25:44 AM,26.000,,,,,
245,07/11/24 01:25:44 PM,25.902,,,,,
246,07/11/24 03:25:44 PM,27.075,,,,,
247,07/11/24 05:25:44 PM,27.370,,,,,
248,07/11/24 07:25:44 PM,26.879,,,,,
249,07/11/24 09:25:44 PM,26.585,,,,,
250,07/11/24 11:25:44 PM,26.292,,,,,
251,07/12/24 01:25:44 AM,26.097,,,,,
252,07/12/24 03:25:44 AM,26.000,,,,,
253,07/12/24 05:25:44 AM,25.902,,,,,
254,07/12/24 07:25:44 AM,25.902,,,,,
255,07/12/24 09:25:44 AM,25.902,,,,,
256,07/12/24 11:25:44 AM,26.292,,,,,
257,07/12/24 01:25:44 PM,26.977,,,,,
258,07/12/24 03:25:44 PM,27.272,,,,,
259,07/12/24 05:25:44 PM,27.272,,,,,
260,07/12/24 07:25:44 PM,27.075,,,,,
261,07/12/24 09:25:44 PM,26.879,,,,,
262,07/12/24 11:25:44 PM,26.683,,,,,
263,07/13/24 01:25:44 AM,26.488,,,,,
264,07/13/24 03:25:44 AM,26.292,,,,,
265,07/13/24 05:25:44 AM,26.195,,,,,
266,07/13/24 07:25:44 AM,26.000,,,,,
267,07/13/24 09:25:44 AM,25.902,,,,,
268,07/13/24 11:25:44 AM,25.805,,,,,
269,07/13/24 01:25:44 PM,26.000,,,,,
270,07/13/24 03:25:44 PM,26.390,,,,,
271,07/13/24 05:25:44 PM,26.683,,,,,
272,07/13/24 07:25:44 PM,26.879,,,,,
273,07/13/24 09:25:44 PM,26.879,,,,,
274,07/13/24 11:25:44 PM,26.781,,,,,
275,07/14/24 01:25:44 AM,26.585,,,,,
276,07/14/24 03:25:44 AM,26.292,,,,,
277,07/14/24 05:25:44 AM,26.097,,,,,
278,07/14/24 07:25:44 AM,25.902,,,,,
279,07/14/24 09:25:44 AM,25.902,,,,,
280,07/14/24 11:25:44 AM,26.390,,,,,
281,07/14/24 01:25:44 PM,27.272,,,,,
282,07/14/24 03:25:44 PM,28.159,,,,,
283,07/14/24 05:25:44 PM,28.754,,,,,
284,07/14/24 07:25:44 PM,28.555,,,,,
285,07/14/24 09:25:44 PM,28.258,,,,,
286,07/14/24 11:25:44 PM,27.862,,,,,
287,07/15/24 01:25:44 AM,27.468,,,,,
288,07/15/24 03:25:44 AM,27.075,,,,,
289,07/15/24 05:25:44 AM,26.781,,,,,
290,07/15/24 07:25:44 AM,26.585,,,,,
291,07/15/24 09:25:44 AM,26.585,,,,,
292,07/15/24 11:25:44 AM,27.173,,,,,
293,07/15/24 01:25:44 PM,28.159,,,,,
294,07/15/24 03:25:44 PM,29.652,,,,,
295,07/15/24 05:25:44 PM,29.752,,,,,
296,07/15/24 07:25:44 PM,29.152,,,,,
297,07/15/24 09:25:44 PM,28.655,,,,,
298,07/15/24 11:25:44 PM,28.159,,,,,
299,07/16/24 01:25:44 AM,27.665,,,,,
300,07/16/24 03:25:44 AM,27.272,,,,,
301,07/16/24 05:25:44 AM,26.977,,,,,
302,07/16/24 07:25:44 AM,26.683,,,,,
303,07/16/24 09:25:44 AM,26.781,,,,,
304,07/16/24 11:25:44 AM,27.370,,,,,
305,07/16/24 01:25:44 PM,28.258,,,,,
306,07/16/24 03:25:44 PM,29.652,,,,,
307,07/16/24 05:25:44 PM,29.652,,,,,
308,07/16/24 07:25:44 PM,28.953,,,,,
309,07/16/24 09:25:44 PM,28.456,,,,,
310,07/16/24 11:25:44 PM,28.060,,,,,
311,07/17/24 01:25:44 AM,27.764,,,,,
312,07/17/24 03:25:44 AM,27.567,,,,,
313,07/17/24 05:25:44 AM,27.370,,,,,
314,07/17/24 07:25:44 AM,27.173,,,,,
315,07/17/24 09:25:44 AM,27.075,,,,,
316,07/17/24 11:25:44 AM,27.075,,,,,
317,07/17/24 01:25:44 PM,27.370,,,,,
318,07/17/24 03:25:44 PM,27.764,,,,,
319,07/17/24 05:25:44 PM,28.060,,,,,
320,07/17/24 07:25:44 PM,27.961,,,,,
321,07/17/24 09:25:44 PM,27.665,,,,,
322,07/17/24 11:25:44 PM,27.370,,,,,
323,07/18/24 01:25:44 AM,27.075,,,,,
324,07/18/24 03:25:44 AM,26.781,,,,,
325,07/18/24 05:25:44 AM,26.488,,,,,
326,07/18/24 07:25:44 AM,26.292,,,,,
327,07/18/24 09:25:44 AM,26.390,,,,,
328,07/18/24 11:25:44 AM,26.879,,,,,
329,07/18/24 01:25:44 PM,27.567,,,,,
330,07/18/24 03:25:44 PM,28.357,,,,,
331,07/18/24 05:25:44 PM,28.555,,,,,
332,07/18/24 07:25:44 PM,28.159,,,,,
333,07/18/24 09:25:44 PM,27.764,,,,,
334,07/18/24 11:25:44 PM,27.468,,,,,
335,07/19/24 01:25:44 AM,26.781,,,,,
336,07/19/24 03:25:44 AM,26.390,,,,,
337,07/19/24 05:25:44 AM,26.195,,,,,
338,07/19/24 07:25:44 AM,25.902,,,,,
339,07/19/24 09:25:44 AM,26.000,,,,,
340,07/19/24 11:25:44 AM,26.488,,,,,
341,07/19/24 01:25:44 PM,27.173,,,,,
342,07/19/24 03:25:44 PM,28.060,,,,,
343,07/19/24 05:25:44 PM,28.159,,,,,
344,07/19/24 07:25:44 PM,27.961,,,,,
345,07/19/24 09:25:44 PM,27.567,,,,,
346,07/19/24 11:25:44 PM,27.272,,,,,
347,07/20/24 01:25:44 AM,26.488,,,,,
348,07/20/24 03:25:44 AM,26.292,,,,,
349,07/20/24 05:25:44 AM,26.097,,,,,
350,07/20/24 07:25:44 AM,25.902,,,,,
351,07/20/24 09:25:44 AM,25.902,,,,,
352,07/20/24 11:25:44 AM,26.292,,,,,
353,07/20/24 01:25:44 PM,26.977,,,,,
354,07/20/24 03:25:44 PM,27.862,,,,,
355,07/20/24 05:25:44 PM,28.357,,,,,
356,07/20/24 07:25:44 PM,28.159,,,,,
357,07/20/24 09:25:44 PM,27.862,,,,,
358,07/20/24 11:25:44 PM,27.567,,,,,
359,07/21/24 01:25:44 AM,27.272,,,,,
360,07/21/24 03:25:44 AM,26.879,,,,,
361,07/21/24 05:25:44 AM,26.488,,,,,
362,07/21/24 07:25:44 AM,26.292,,,,,
363,07/21/24 09:25:44 AM,26.292,,,,,
364,07/21/24 11:25:44 AM,26.683,,,,,
365,07/21/24 01:25:44 PM,27.468,,,,,
366,07/21/24 03:25:44 PM,28.655,,,,,
367,07/21/24 05:25:44 PM,28.953,,,,,
368,07/21/24 07:25:44 PM,28.555,,,,,
369,07/21/24 09:25:44 PM,28.060,,,,,
370,07/21/24 11:25:44 PM,27.567,,,,,
371,07/22/24 01:25:44 AM,27.272,,,,,
372,07/22/24 03:25:44 AM,26.977,,,,,
373,07/22/24 05:25:44 AM,26.683,,,,,
374,07/22/24 07:25:44 AM,26.488,,,,,
375,07/22/24 09:25:44 AM,26.488,,,,,
376,07/22/24 11:25:44 AM,26.683,,,,,
377,07/22/24 01:25:44 PM,27.173,,,,,
378,07/22/24 03:25:44 PM,27.370,,,,,
379,07/22/24 05:25:44 PM,27.961,,,,,
380,07/22/24 07:25:44 PM,27.862,,,,,
381,07/22/24 09:25:44 PM,27.567,,,,,
382,07/22/24 11:25:44 PM,27.272,,,,,
383,07/23/24 01:25:44 AM,27.075,,,,,
384,07/23/24 03:25:44 AM,26.781,,,,,
385,07/23/24 05:25:44 AM,26.488,,,,,
386,07/23/24 07:25:44 AM,26.292,,,,,
387,07/23/24 09:25:44 AM,26.390,,,,,
388,07/23/24 11:25:44 AM,26.585,,,,,
389,07/23/24 01:25:44 PM,26.585,,,,,
390,07/23/24 03:25:44 PM,27.665,,,,,
391,07/23/24 05:25:44 PM,28.258,,,,,
392,07/23/24 07:25:44 PM,28.060,,,,,
393,07/23/24 09:25:44 PM,27.764,,,,,
394,07/23/24 11:25:44 PM,27.468,,,,,
395,07/24/24 01:25:44 AM,27.173,,,,,
396,07/24/24 03:25:44 AM,27.075,,,,,
397,07/24/24 05:25:44 AM,26.977,,,,,
398,07/24/24 07:25:44 AM,26.683,,,,,
399,07/24/24 09:25:44 AM,26.585,,,,,
400,07/24/24 11:25:44 AM,26.977,,,,,
401,07/24/24 01:25:44 PM,27.961,,,,,
402,07/24/24 03:25:44 PM,29.252,,,,,
403,07/24/24 05:25:44 PM,28.853,,,,,
404,07/24/24 07:25:44 PM,28.456,,,,,
405,07/24/24 09:25:44 PM,28.060,,,,,
406,07/24/24 11:25:44 PM,27.665,,,,,
407,07/25/24 01:25:44 AM,27.468,,,,,
408,07/25/24 03:25:44 AM,27.272,,,,,
409,07/25/24 05:25:44 AM,26.977,,,,,
410,07/25/24 07:25:44 AM,26.585,,,,,
411,07/25/24 09:25:44 AM,26.585,,,,,
412,07/25/24 11:25:44 AM,26.781,,,,,
413,07/25/24 01:25:44 PM,27.272,,,,,
414,07/25/24 03:25:44 PM,27.862,,,,,
415,07/25/24 05:25:44 PM,28.258,,,,,
416,07/25/24 07:25:44 PM,28.060,,,,,
417,07/25/24 09:25:44 PM,27.764,,,,,
418,07/25/24 11:25:44 PM,27.468,,,,,
419,07/26/24 01:25:44 AM,27.272,,,,,
420,07/26/24 03:25:44 AM,26.977,,,,,
421,07/26/24 05:25:44 AM,26.781,,,,,
422,07/26/24 07:25:44 AM,26.585,,,,,
423,07/26/24 09:25:44 AM,26.488,,,,,
424,07/26/24 11:25:44 AM,26.781,,,,,
425,07/26/24 01:25:44 PM,27.272,,,,,
426,07/26/24 03:25:44 PM,27.665,,,,,
427,07/26/24 05:25:44 PM,27.370,,,,,
428,07/26/24 07:25:44 PM,26.977,,,,,
429,07/26/24 09:25:44 PM,26.781,,,,,
430,07/26/24 11:25:44 PM,26.585,,,,,
431,07/27/24 01:25:44 AM,26.390,,,,,
432,07/27/24 03:25:44 AM,26.195,,,,,
433,07/27/24 05:25:44 AM,26.097,,,,,
434,07/27/24 07:25:44 AM,25.902,,,,,
435,07/27/24 09:25:44 AM,25.902,,,,,
436,07/27/24 11:25:44 AM,26.000,,,,,
437,07/27/24 01:25:44 PM,26.488,,,,,
438,07/27/24 03:25:44 PM,27.173,,,,,
439,07/27/24 05:25:44 PM,27.468,,,,,
440,07/27/24 07:25:44 PM,27.567,,,,,
441,07/27/24 09:25:44 PM,27.370,,,,,
442,07/27/24 11:25:44 PM,26.977,,,,,
443,07/28/24 01:25:44 AM,26.488,,,,,
444,07/28/24 03:25:44 AM,26.097,,,,,
445,07/28/24 05:25:44 AM,25.610,,,,,
446,07/28/24 07:25:44 AM,25.125,,,,,
447,07/28/24 09:25:44 AM,25.028,,,,,
448,07/28/24 11:25:44 AM,25.416,,,,,
449,07/28/24 01:25:44 PM,26.097,,,,,
450,07/28/24 03:25:44 PM,27.075,,,,,
451,07/28/24 05:25:44 PM,27.468,,,,,
452,07/28/24 07:25:44 PM,27.370,,,,,
453,07/28/24 09:25:44 PM,26.879,,,,,
454,07/28/24 11:25:44 PM,26.195,,,,,
455,07/29/24 01:25:44 AM,25.708,,,,,
456,07/29/24 03:25:44 AM,25.125,,,,,
457,07/29/24 05:25:44 AM,24.738,,,,,
458,07/29/24 07:25:44 AM,24.351,,,,,
459,07/29/24 09:25:44 AM,24.448,,,,,
460,07/29/24 11:25:44 AM,24.931,,,,,
461,07/29/24 01:25:44 PM,25.610,,,,,
462,07/29/24 03:25:44 PM,26.000,,,,,
463,07/29/24 05:25:44 PM,26.097,,,,,
464,07/29/24 07:25:44 PM,26.097,,,,,
465,07/29/24 09:25:44 PM,25.805,,,,,
466,07/29/24 11:25:44 PM,25.513,,,,,
467,07/30/24 01:25:44 AM,25.319,,,,,
468,07/30/24 03:25:44 AM,25.125,,,,,
469,07/30/24 05:25:44 AM,24.931,,,,,
470,07/30/24 07:25:44 AM,24.738,,,,,
471,07/30/24 09:25:44 AM,24.835,,,,,
472,07/30/24 11:25:44 AM,25.513,,,,,
473,07/30/24 01:25:44 PM,26.390,,,,,
474,07/30/24 03:25:44 PM,27.961,,,,,
475,07/30/24 05:25:44 PM,28.159,,,,,
476,07/30/24 07:25:44 PM,27.665,,,,,
477,07/30/24 09:25:44 PM,27.272,,,,,
478,07/30/24 11:25:44 PM,26.879,,,,,
479,07/31/24 01:25:44 AM,26.585,,,,,
480,07/31/24 03:25:44 AM,26.292,,,,,
481,07/31/24 05:25:44 AM,26.097,,,,,
482,07/31/24 07:25:44 AM,25.902,,,,,
483,07/31/24 09:25:44 AM,25.902,,,,,
484,07/31/24 11:25:44 AM,26.390,,,,,
485,07/31/24 01:25:44 PM,27.173,,,,,
486,07/31/24 03:25:44 PM,28.555,,,,,
487,07/31/24 05:25:44 PM,28.655,,,,,
488,07/31/24 07:25:44 PM,28.258,,,,,
489,07/31/24 09:25:44 PM,27.764,,,,,
490,07/31/24 11:25:44 PM,27.272,,,,,
491,08/01/24 01:25:44 AM,26.879,,,,,
492,08/01/24 03:25:44 AM,26.585,,,,,
493,08/01/24 05:25:44 AM,26.195,,,,,
494,08/01/24 07:25:44 AM,25.902,,,,,
495,08/01/24 09:25:44 AM,26.000,,,,,
496,08/01/24 11:25:44 AM,26.585,,,,,
497,08/01/24 01:25:44 PM,27.665,,,,,
498,08/01/24 03:25:44 PM,29.252,,,,,
499,08/01/24 05:25:44 PM,29.352,,,,,
500,08/01/24 07:25:44 PM,28.853,,,,,
501,08/01/24 09:25:44 PM,28.357,,,,,
502,08/01/24 11:25:44 PM,27.862,,,,,
503,08/02/24 01:25:44 AM,27.468,,,,,
504,08/02/24 03:25:44 AM,27.173,,,,,
505,08/02/24 05:25:44 AM,26.879,,,,,
506,08/02/24 07:25:44 AM,26.683,,,,,
507,08/02/24 09:25:44 AM,26.879,,,,,
508,08/02/24 11:25:44 AM,27.468,,,,,
509,08/02/24 01:25:44 PM,28.159,,,,,
510,08/02/24 03:25:44 PM,28.555,,,,,
511,08/02/24 05:25:44 PM,28.853,,,,,
512,08/02/24 07:25:44 PM,28.555,,,,,
513,08/02/24 09:25:44 PM,28.159,,,,,
514,08/02/24 11:25:44 PM,27.862,,,,,
515,08/03/24 01:25:44 AM,27.665,,,,,
516,08/03/24 03:25:44 AM,27.370,,,,,
517,08/03/24 05:25:44 AM,27.173,,,,,
518,08/03/24 07:25:44 AM,26.977,,,,,
519,08/03/24 09:25:44 AM,27.075,,,,,
520,08/03/24 11:25:44 AM,27.567,,,,,
521,08/03/24 01:25:44 PM,28.456,,,,,
522,08/03/24 03:25:44 PM,28.953,,,,,
523,08/03/24 05:25:44 PM,28.953,,,,,
524,08/03/24 07:25:44 PM,28.655,,,,,
525,08/03/24 09:25:44 PM,28.258,,,,,
526,08/03/24 11:25:44 PM,27.862,,,,,
