"Plot Title: 20360218"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 20360218, SEN S/N: 21097976, LBL: rainout)","Water Content, m³/m³ (LGR S/N: 20360218, SEN S/N: 21097979, LBL: warming)"
106,03/26/24 12:58:57 PM,0.3082,0.2523
107,03/26/24 01:28:57 PM,0.3090,0.2530
108,03/26/24 01:58:57 PM,0.3090,0.2523
109,03/26/24 02:28:57 PM,0.3090,0.2523
110,03/26/24 02:58:57 PM,0.3082,0.2516
111,03/26/24 03:28:57 PM,0.3082,0.2523
112,03/26/24 03:58:57 PM,0.3082,0.2516
113,03/26/24 04:28:57 PM,0.3075,0.2516
114,03/26/24 04:58:57 PM,0.3082,0.2509
115,03/26/24 05:28:57 PM,0.3082,0.2509
116,03/26/24 05:58:57 PM,0.3075,0.2516
117,03/26/24 06:28:57 PM,0.3075,0.2516
118,03/26/24 06:58:57 PM,0.3097,0.2625
119,03/26/24 07:28:57 PM,0.3068,0.2632
120,03/26/24 07:58:57 PM,0.3061,0.2610
121,03/26/24 08:28:57 PM,0.3061,0.2603
122,03/26/24 08:58:57 PM,0.3061,0.2589
123,03/26/24 09:28:57 PM,0.3061,0.2581
124,03/26/24 09:58:57 PM,0.3061,0.2574
125,03/26/24 10:28:57 PM,0.3053,0.2574
126,03/26/24 10:58:57 PM,0.3061,0.2574
127,03/26/24 11:28:57 PM,0.3061,0.2574
128,03/26/24 11:58:57 PM,0.3061,0.2567
129,03/27/24 12:28:57 AM,0.3053,0.2567
130,03/27/24 12:58:57 AM,0.3053,0.2560
131,03/27/24 01:28:57 AM,0.3053,0.2560
132,03/27/24 01:58:57 AM,0.3053,0.2552
133,03/27/24 02:28:57 AM,0.3053,0.2552
134,03/27/24 02:58:57 AM,0.3046,0.2545
135,03/27/24 03:28:57 AM,0.3061,0.2552
136,03/27/24 03:58:57 AM,0.3061,0.2552
137,03/27/24 04:28:57 AM,0.3141,0.3344
138,03/27/24 04:58:57 AM,0.3075,0.3279
139,03/27/24 05:28:57 AM,0.3082,0.3003
140,03/27/24 05:58:57 AM,0.3104,0.3039
141,03/27/24 06:28:57 AM,0.3250,0.4666
142,03/27/24 06:58:57 AM,0.3409,0.3627
143,03/27/24 07:28:57 AM,0.3642,0.4027
144,03/27/24 07:58:57 AM,0.4346,0.3329
145,03/27/24 08:28:57 AM,0.4717,0.3199
146,03/27/24 08:58:57 AM,0.4789,0.3235
147,03/27/24 09:28:57 AM,0.4797,0.3279
148,03/27/24 09:58:57 AM,0.4847,0.3329
149,03/27/24 10:28:57 AM,0.4877,0.4731
150,03/27/24 10:58:57 AM,0.4869,0.4695
151,03/27/24 11:28:57 AM,0.4811,0.4855
152,03/27/24 11:58:57 AM,0.4797,0.4877
153,03/27/24 12:28:57 PM,0.4789,0.4862
154,03/27/24 12:58:57 PM,0.4804,0.4862
155,03/27/24 01:28:57 PM,0.4782,0.4884
156,03/27/24 01:58:57 PM,0.4811,0.4898
157,03/27/24 02:28:57 PM,0.4811,0.4869
158,03/27/24 02:58:57 PM,0.4818,0.4847
159,03/27/24 03:28:57 PM,0.4833,0.4840
160,03/27/24 03:58:57 PM,0.4840,0.4833
161,03/27/24 04:28:57 PM,0.4862,0.4826
162,03/27/24 04:58:57 PM,0.4869,0.4818
163,03/27/24 05:28:57 PM,0.4877,0.4811
164,03/27/24 05:58:57 PM,0.4891,0.4811
165,03/27/24 06:28:57 PM,0.4862,0.4811
166,03/27/24 06:58:57 PM,0.4847,0.4818
167,03/27/24 07:28:57 PM,0.4855,0.4818
168,03/27/24 07:58:57 PM,0.4855,0.4826
169,03/27/24 08:28:57 PM,0.4804,0.4884
170,03/27/24 08:58:57 PM,0.4833,0.4869
171,03/27/24 09:28:57 PM,0.4680,0.4891
172,03/27/24 09:58:57 PM,0.4397,0.4884
173,03/27/24 10:28:57 PM,0.4078,0.4775
174,03/27/24 10:58:57 PM,0.4579,0.4855
175,03/27/24 11:28:57 PM,0.4608,0.4891
176,03/27/24 11:58:57 PM,0.4659,0.4913
177,03/28/24 12:28:57 AM,0.4528,0.4891
178,03/28/24 12:58:57 AM,0.4637,0.4847
179,03/28/24 01:28:57 AM,0.4782,0.4833
180,03/28/24 01:58:57 AM,0.4826,0.4833
181,03/28/24 02:28:57 AM,0.4855,0.4826
182,03/28/24 02:58:57 AM,0.4782,0.4826
183,03/28/24 03:28:57 AM,0.4695,0.4855
184,03/28/24 03:58:57 AM,0.4702,0.4855
185,03/28/24 04:28:57 AM,0.4746,0.4847
186,03/28/24 04:58:57 AM,0.4818,0.4833
187,03/28/24 05:28:57 AM,0.4847,0.4826
188,03/28/24 05:58:57 AM,0.4862,0.4818
189,03/28/24 06:28:57 AM,0.4869,0.4818
190,03/28/24 06:58:57 AM,0.4869,0.4811
191,03/28/24 07:28:57 AM,0.4877,0.4818
192,03/28/24 07:58:57 AM,0.4884,0.4811
193,03/28/24 08:28:57 AM,0.4884,0.4811
194,03/28/24 08:58:57 AM,0.4884,0.4804
195,03/28/24 09:28:57 AM,0.4884,0.4804
196,03/28/24 09:58:57 AM,0.4884,0.4804
197,03/28/24 10:28:57 AM,0.4884,0.4797
198,03/28/24 10:58:57 AM,0.4884,0.4797
199,03/28/24 11:28:57 AM,0.4884,0.4797
200,03/28/24 11:58:57 AM,0.4884,0.4797
201,03/28/24 12:28:57 PM,0.4884,0.4797
202,03/28/24 12:58:57 PM,0.4884,0.4797
203,03/28/24 01:28:57 PM,0.4920,0.4797
204,03/28/24 01:58:57 PM,0.4920,0.4797
205,03/28/24 02:28:57 PM,0.4913,0.4789
206,03/28/24 02:58:57 PM,0.4913,0.4789
207,03/28/24 03:28:57 PM,0.4913,0.4797
208,03/28/24 03:58:57 PM,0.4906,0.4789
209,03/28/24 04:28:57 PM,0.4906,0.4789
210,03/28/24 04:58:57 PM,0.4906,0.4789
211,03/28/24 05:28:57 PM,0.4884,0.4782
212,03/28/24 05:58:57 PM,0.4884,0.4782
213,03/28/24 06:28:57 PM,0.4891,0.4782
214,03/28/24 06:58:57 PM,0.4891,0.4782
215,03/28/24 07:28:57 PM,0.4891,0.4782
216,03/28/24 07:58:57 PM,0.4898,0.4782
217,03/28/24 08:28:57 PM,0.4898,0.4789
218,03/28/24 08:58:57 PM,0.4906,0.4789
219,03/28/24 09:28:57 PM,0.4906,0.4797
220,03/28/24 09:58:57 PM,0.4913,0.4797
221,03/28/24 10:28:57 PM,0.4913,0.4804
222,03/28/24 10:58:57 PM,0.4913,0.4804
223,03/28/24 11:28:57 PM,0.4913,0.4804
224,03/28/24 11:58:57 PM,0.4920,0.4804
225,03/29/24 12:28:57 AM,0.4913,0.4804
226,03/29/24 12:58:57 AM,0.4920,0.4811
227,03/29/24 01:28:57 AM,0.4935,0.4811
228,03/29/24 01:58:57 AM,0.4942,0.4804
229,03/29/24 02:28:57 AM,0.4949,0.4811
230,03/29/24 02:58:57 AM,0.4956,0.4818
231,03/29/24 03:28:57 AM,0.4949,0.4804
232,03/29/24 03:58:57 AM,0.4935,0.4811
233,03/29/24 04:28:57 AM,0.4949,0.4818
234,03/29/24 04:58:57 AM,0.4964,0.4818
235,03/29/24 05:28:57 AM,0.4956,0.4804
236,03/29/24 05:58:57 AM,0.4956,0.4782
237,03/29/24 06:28:57 AM,0.4956,0.4760
238,03/29/24 06:58:57 AM,0.4949,0.4739
239,03/29/24 07:28:57 AM,0.4949,0.4753
240,03/29/24 07:58:57 AM,0.4942,0.4789
241,03/29/24 08:28:57 AM,0.4942,0.4804
242,03/29/24 08:58:57 AM,0.4949,0.4818
243,03/29/24 09:28:57 AM,0.4942,0.4826
244,03/29/24 09:58:57 AM,0.4935,0.4840
245,03/29/24 10:28:57 AM,0.4927,0.4847
246,03/29/24 10:58:57 AM,0.4927,0.4847
247,03/29/24 11:28:57 AM,0.4913,0.4847
248,03/29/24 11:58:57 AM,0.4906,0.4847
249,03/29/24 12:28:57 PM,0.4906,0.4840
250,03/29/24 12:58:57 PM,0.4898,0.4855
251,03/29/24 01:28:57 PM,0.4898,0.4847
252,03/29/24 01:58:57 PM,0.4891,0.4862
253,03/29/24 02:28:57 PM,0.4884,0.4862
254,03/29/24 02:58:57 PM,0.4884,0.4862
255,03/29/24 03:28:57 PM,0.4884,0.4862
256,03/29/24 03:58:57 PM,0.4877,0.4862
257,03/29/24 04:28:57 PM,0.4877,0.4869
258,03/29/24 04:58:57 PM,0.4877,0.4862
259,03/29/24 05:28:57 PM,0.4877,0.4862
260,03/29/24 05:58:57 PM,0.4877,0.4869
261,03/29/24 06:28:57 PM,0.4877,0.4869
262,03/29/24 06:58:57 PM,0.4877,0.4869
263,03/29/24 07:28:57 PM,0.4877,0.4877
264,03/29/24 07:58:57 PM,0.4884,0.4869
265,03/29/24 08:28:57 PM,0.4877,0.4869
266,03/29/24 08:58:57 PM,0.4884,0.4877
267,03/29/24 09:28:57 PM,0.4884,0.4877
268,03/29/24 09:58:57 PM,0.4891,0.4855
269,03/29/24 10:28:57 PM,0.4898,0.4862
270,03/29/24 10:58:57 PM,0.4898,0.4862
271,03/29/24 11:28:57 PM,0.4898,0.4862
272,03/29/24 11:58:57 PM,0.4898,0.4862
273,03/30/24 12:28:57 AM,0.4891,0.4869
274,03/30/24 12:58:57 AM,0.4898,0.4862
275,03/30/24 01:28:57 AM,0.4898,0.4869
276,03/30/24 01:58:57 AM,0.4898,0.4869
277,03/30/24 02:28:57 AM,0.4906,0.4869
278,03/30/24 02:58:57 AM,0.4906,0.4877
279,03/30/24 03:28:57 AM,0.4906,0.4862
280,03/30/24 03:58:57 AM,0.4913,0.4862
281,03/30/24 04:28:57 AM,0.4913,0.4862
282,03/30/24 04:58:57 AM,0.4906,0.4862
283,03/30/24 05:28:57 AM,0.4913,0.4869
284,03/30/24 05:58:57 AM,0.4906,0.4862
285,03/30/24 06:28:57 AM,0.4906,0.4862
286,03/30/24 06:58:57 AM,0.4913,0.4862
287,03/30/24 07:28:57 AM,0.4913,0.4862
288,03/30/24 07:58:57 AM,0.4913,0.4869
289,03/30/24 08:28:57 AM,0.4906,0.4877
290,03/30/24 08:58:57 AM,0.4913,0.4884
291,03/30/24 09:28:57 AM,0.4906,0.4884
292,03/30/24 09:58:57 AM,0.4906,0.4891
293,03/30/24 10:28:57 AM,0.4898,0.4891
294,03/30/24 10:58:57 AM,0.4891,0.4877
295,03/30/24 11:28:57 AM,0.4884,0.4884
296,03/30/24 11:58:57 AM,0.4877,0.4877
297,03/30/24 12:28:57 PM,0.4869,0.4877
298,03/30/24 12:58:57 PM,0.4862,0.4877
299,03/30/24 01:28:57 PM,0.4855,0.4869
300,03/30/24 01:58:57 PM,0.4855,0.4869
301,03/30/24 02:28:57 PM,0.4847,0.4869
302,03/30/24 02:58:57 PM,0.4855,0.4869
303,03/30/24 03:28:57 PM,0.4847,0.4862
304,03/30/24 03:58:57 PM,0.4840,0.4862
305,03/30/24 04:28:57 PM,0.4840,0.4862
306,03/30/24 04:58:57 PM,0.4840,0.4862
307,03/30/24 05:28:57 PM,0.4840,0.4869
308,03/30/24 05:58:57 PM,0.4840,0.4869
309,03/30/24 06:28:57 PM,0.4840,0.4869
310,03/30/24 06:58:57 PM,0.4840,0.4869
311,03/30/24 07:28:57 PM,0.4840,0.4869
312,03/30/24 07:58:57 PM,0.4847,0.4869
313,03/30/24 08:28:57 PM,0.4840,0.4869
314,03/30/24 08:58:57 PM,0.4840,0.4869
315,03/30/24 09:28:57 PM,0.4847,0.4869
316,03/30/24 09:58:57 PM,0.4847,0.4869
317,03/30/24 10:28:57 PM,0.4847,0.4855
318,03/30/24 10:58:57 PM,0.4855,0.4869
319,03/30/24 11:28:57 PM,0.4855,0.4869
320,03/30/24 11:58:57 PM,0.4855,0.4877
321,03/31/24 12:28:57 AM,0.4855,0.4869
322,03/31/24 12:58:57 AM,0.4862,0.4680
323,03/31/24 01:28:57 AM,0.4862,0.4666
324,03/31/24 01:58:57 AM,0.4862,0.4659
325,03/31/24 02:28:57 AM,0.4862,0.4622
326,03/31/24 02:58:57 AM,0.4862,0.4622
327,03/31/24 03:28:57 AM,0.4862,0.4608
328,03/31/24 03:58:57 AM,0.4869,0.4601
329,03/31/24 04:28:57 AM,0.4869,0.4601
330,03/31/24 04:58:57 AM,0.4869,0.4593
331,03/31/24 05:28:57 AM,0.4869,0.4593
332,03/31/24 05:58:57 AM,0.4869,0.4571
333,03/31/24 06:28:57 AM,0.4877,0.4542
334,03/31/24 06:58:57 AM,0.4877,0.4332
335,03/31/24 07:28:57 AM,0.4869,0.4187
336,03/31/24 07:58:57 AM,0.4869,0.4143
337,03/31/24 08:28:57 AM,0.4877,0.4121
338,03/31/24 08:58:57 AM,0.4877,0.4107
339,03/31/24 09:28:57 AM,0.4869,0.4092
340,03/31/24 09:58:57 AM,0.4869,0.4070
341,03/31/24 10:28:57 AM,0.4862,0.4063
342,03/31/24 10:58:57 AM,0.4855,0.4027
343,03/31/24 11:28:57 AM,0.4847,0.3998
344,03/31/24 11:58:57 AM,0.4840,0.3976
345,03/31/24 12:28:57 PM,0.4833,0.3947
346,03/31/24 12:58:57 PM,0.4826,0.3932
347,03/31/24 01:28:57 PM,0.4826,0.3903
348,03/31/24 01:58:57 PM,0.4826,0.3889
349,03/31/24 02:28:57 PM,0.4818,0.3874
350,03/31/24 02:58:57 PM,0.4811,0.3867
351,03/31/24 03:28:57 PM,0.4804,0.3860
352,03/31/24 03:58:57 PM,0.4804,0.3845
353,03/31/24 04:28:57 PM,0.4804,0.3838
354,03/31/24 04:58:57 PM,0.4804,0.3831
355,03/31/24 05:28:57 PM,0.4804,0.3823
356,03/31/24 05:58:57 PM,0.4804,0.3831
357,03/31/24 06:28:57 PM,0.4797,0.3816
358,03/31/24 06:58:57 PM,0.4804,0.3816
359,03/31/24 07:28:57 PM,0.4804,0.3816
360,03/31/24 07:58:57 PM,0.4804,0.3816
361,03/31/24 08:28:57 PM,0.4811,0.3802
362,03/31/24 08:58:57 PM,0.4811,0.3802
363,03/31/24 09:28:57 PM,0.4811,0.3802
364,03/31/24 09:58:57 PM,0.4818,0.3787
365,03/31/24 10:28:57 PM,0.4818,0.3787
366,03/31/24 10:58:57 PM,0.4818,0.3780
367,03/31/24 11:28:57 PM,0.4818,0.3773
368,03/31/24 11:58:57 PM,0.4818,0.3773
369,04/01/24 12:28:57 AM,0.4826,0.3773
370,04/01/24 12:58:57 AM,0.4826,0.3765
371,04/01/24 01:28:57 AM,0.4826,0.3765
372,04/01/24 01:58:57 AM,0.4826,0.3758
373,04/01/24 02:28:57 AM,0.4826,0.3758
374,04/01/24 02:58:57 AM,0.4826,0.3751
375,04/01/24 03:28:57 AM,0.4833,0.3751
376,04/01/24 03:58:57 AM,0.4833,0.3751
377,04/01/24 04:28:57 AM,0.4833,0.3743
378,04/01/24 04:58:57 AM,0.4833,0.3743
379,04/01/24 05:28:57 AM,0.4833,0.3743
380,04/01/24 05:58:57 AM,0.4833,0.3729
381,04/01/24 06:28:57 AM,0.4833,0.3736
382,04/01/24 06:58:57 AM,0.4833,0.3729
383,04/01/24 07:28:57 AM,0.4833,0.3729
384,04/01/24 07:58:57 AM,0.4840,0.3722
385,04/01/24 08:28:57 AM,0.4833,0.3729
386,04/01/24 08:58:57 AM,0.4833,0.3722
387,04/01/24 09:28:57 AM,0.4833,0.3722
388,04/01/24 09:58:57 AM,0.4833,0.3722
389,04/01/24 10:28:57 AM,0.4833,0.3722
390,04/01/24 10:58:57 AM,0.4826,0.3714
391,04/01/24 11:28:57 AM,0.4826,0.3707
392,04/01/24 11:58:57 AM,0.4826,0.3707
393,04/01/24 12:28:57 PM,0.4818,0.3700
394,04/01/24 12:58:57 PM,0.4811,0.3693
395,04/01/24 01:28:57 PM,0.4811,0.3693
396,04/01/24 01:58:57 PM,0.4811,0.3685
397,04/01/24 02:28:57 PM,0.4811,0.3678
398,04/01/24 02:58:57 PM,0.4804,0.3685
399,04/01/24 03:28:57 PM,0.4804,0.3678
400,04/01/24 03:58:57 PM,0.4797,0.3671
401,04/01/24 04:28:57 PM,0.4789,0.3678
402,04/01/24 04:58:57 PM,0.4789,0.3671
403,04/01/24 05:28:57 PM,0.4789,0.3678
404,04/01/24 05:58:57 PM,0.4789,0.3671
405,04/01/24 06:28:57 PM,0.4789,0.3664
406,04/01/24 06:58:57 PM,0.4789,0.3671
407,04/01/24 07:28:57 PM,0.4789,0.3656
408,04/01/24 07:58:57 PM,0.4789,0.3664
409,04/01/24 08:28:57 PM,0.4797,0.3664
410,04/01/24 08:58:57 PM,0.4797,0.3656
411,04/01/24 09:28:57 PM,0.4789,0.3656
412,04/01/24 09:58:57 PM,0.4797,0.3656
413,04/01/24 10:28:57 PM,0.4797,0.3656
414,04/01/24 10:58:57 PM,0.4797,0.3656
415,04/01/24 11:28:57 PM,0.4804,0.3656
416,04/01/24 11:58:57 PM,0.4797,0.3649
417,04/02/24 12:28:57 AM,0.4797,0.3642
418,04/02/24 12:58:57 AM,0.4804,0.3642
419,04/02/24 01:28:57 AM,0.4804,0.3635
420,04/02/24 01:58:57 AM,0.4804,0.3642
421,04/02/24 02:28:57 AM,0.4804,0.3642
422,04/02/24 02:58:57 AM,0.4804,0.3642
423,04/02/24 03:28:57 AM,0.4804,0.3635
424,04/02/24 03:58:57 AM,0.4804,0.3635
425,04/02/24 04:28:57 AM,0.4804,0.3635
426,04/02/24 04:58:57 AM,0.4804,0.3635
427,04/02/24 05:28:57 AM,0.4804,0.3635
428,04/02/24 05:58:57 AM,0.4811,0.3635
429,04/02/24 06:28:57 AM,0.4811,0.3627
430,04/02/24 06:58:57 AM,0.4811,0.3627
431,04/02/24 07:28:57 AM,0.4811,0.3620
432,04/02/24 07:58:57 AM,0.4818,0.3613
433,04/02/24 08:28:57 AM,0.4811,0.3620
434,04/02/24 08:58:57 AM,0.4811,0.3620
435,04/02/24 09:28:57 AM,0.4811,0.3605
436,04/02/24 09:58:57 AM,0.4811,0.3613
437,04/02/24 10:28:57 AM,0.4811,0.3613
438,04/02/24 10:58:57 AM,0.4797,0.3613
439,04/02/24 11:28:57 AM,0.4797,0.3605
440,04/02/24 11:58:57 AM,0.4789,0.3613
441,04/02/24 12:28:57 PM,0.4789,0.3605
442,04/02/24 12:58:57 PM,0.4782,0.3605
443,04/02/24 01:28:57 PM,0.4782,0.3598
444,04/02/24 01:58:57 PM,0.4782,0.3598
445,04/02/24 02:28:57 PM,0.4768,0.3598
446,04/02/24 02:58:57 PM,0.4768,0.3591
447,04/02/24 03:28:57 PM,0.4760,0.3591
448,04/02/24 03:58:57 PM,0.4760,0.3584
449,04/02/24 04:28:57 PM,-0.0883,-0.0927
450,04/02/24 04:58:57 PM,-0.0607,-0.0462
451,04/02/24 05:28:57 PM,0.1238,-0.0186
452,04/02/24 05:58:57 PM,0.1267,-0.0179
453,04/02/24 06:28:57 PM,0.1281,-0.0171
454,04/02/24 06:58:57 PM,0.1296,-0.0179
455,04/02/24 07:28:57 PM,0.1296,-0.0164
456,04/02/24 07:58:57 PM,0.1296,-0.0171
457,04/02/24 08:28:57 PM,0.1303,-0.0164
458,04/02/24 08:58:57 PM,0.1303,-0.0164
459,04/02/24 09:28:57 PM,0.1303,-0.0164
460,04/02/24 09:58:57 PM,0.1310,-0.0164
461,04/02/24 10:28:57 PM,0.1310,-0.0164
462,04/02/24 10:58:57 PM,0.1310,-0.0164
463,04/02/24 11:28:57 PM,0.1310,-0.0164
464,04/02/24 11:58:57 PM,0.1310,-0.0164
465,04/03/24 12:28:57 AM,0.1318,-0.0157
466,04/03/24 12:58:57 AM,0.1310,-0.0171
467,04/03/24 01:28:57 AM,0.1310,-0.0164
468,04/03/24 01:58:57 AM,0.1310,-0.0164
469,04/03/24 02:28:57 AM,0.1310,-0.0164
470,04/03/24 02:58:57 AM,0.1310,-0.0164
471,04/03/24 03:28:57 AM,0.1310,-0.0164
472,04/03/24 03:58:57 AM,0.1310,-0.0164
473,04/03/24 04:28:57 AM,0.1318,-0.0164
474,04/03/24 04:58:57 AM,0.1318,-0.0164
475,04/03/24 05:28:57 AM,0.1310,0.0061
476,04/03/24 05:58:57 AM,0.1318,0.0141
477,04/03/24 06:28:57 AM,0.1318,0.0177
478,04/03/24 06:58:57 AM,0.1318,0.0170
479,04/03/24 07:28:57 AM,0.1318,0.0170
480,04/03/24 07:58:57 AM,0.1310,0.0163
481,04/03/24 08:28:57 AM,0.1310,0.0163
482,04/03/24 08:58:57 AM,0.1310,0.0155
483,04/03/24 09:28:57 AM,0.1318,0.0155
484,04/03/24 09:58:57 AM,0.1318,0.0148
485,04/03/24 10:28:57 AM,0.1318,0.0148
486,04/03/24 10:58:57 AM,0.1318,0.0141
487,04/03/24 11:28:57 AM,0.1318,0.0141
488,04/03/24 11:58:57 AM,0.1318,0.0134
489,04/03/24 12:28:57 PM,0.1318,0.0134
490,04/03/24 12:58:57 PM,0.1325,0.0141
491,04/03/24 01:28:57 PM,0.1339,0.0729
492,04/03/24 01:58:57 PM,0.1332,0.0250
493,04/03/24 02:28:57 PM,0.1325,0.0228
494,04/03/24 02:58:57 PM,0.1318,0.0206
495,04/03/24 03:28:57 PM,0.1310,0.0206
496,04/03/24 03:58:57 PM,0.1310,0.0199
497,04/03/24 04:28:57 PM,0.1310,0.0192
498,04/03/24 04:58:57 PM,0.1310,0.0192
499,04/03/24 05:28:57 PM,0.1310,0.0184
500,04/03/24 05:58:57 PM,0.1310,0.0177
501,04/03/24 06:28:57 PM,0.1310,0.0177
502,04/03/24 06:58:57 PM,0.1303,0.0170
503,04/03/24 07:28:57 PM,0.1318,0.0235
504,04/03/24 07:58:57 PM,0.1296,0.0243
505,04/03/24 08:28:57 PM,0.1303,0.0228
506,04/03/24 08:58:57 PM,0.1303,0.0228
507,04/03/24 09:28:57 PM,0.1303,0.0221
508,04/03/24 09:58:57 PM,0.1303,0.0221
