"Plot Title: 20376534"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20376534, SEN S/N: 20376534)","Coupler Detached (LGR S/N: 20376534)","Coupler Attached (LGR S/N: 20376534)","Host Connected (LGR S/N: 20376534)","End Of File (LGR S/N: 20376534)"
83,06/24/19 01:35:20 AM,23.581,,,,
84,06/24/19 03:35:20 AM,23.004,,,,
85,06/24/19 05:35:20 AM,22.429,,,,
86,06/24/19 07:35:20 AM,22.429,,,,
87,06/24/19 09:35:20 AM,23.484,,,,
88,06/24/19 11:35:20 AM,27.468,,,,
89,06/24/19 01:35:20 PM,32.188,,,,
90,06/24/19 03:35:20 PM,34.585,,,,
91,06/24/19 05:35:20 PM,31.166,,,,
92,06/24/19 07:35:20 PM,27.862,,,,
93,06/24/19 09:35:20 PM,26.195,,,,
94,06/24/19 11:35:20 PM,25.610,,,,
95,06/25/19 01:35:20 AM,25.319,,,,
96,06/25/19 03:35:20 AM,25.028,,,,
97,06/25/19 05:35:20 AM,24.641,,,,
98,06/25/19 07:35:20 AM,24.738,,,,
99,06/25/19 09:35:20 AM,25.028,,,,
100,06/25/19 11:35:20 AM,28.754,,,,
101,06/25/19 01:35:20 PM,34.903,,,,
102,06/25/19 03:35:20 PM,36.079,,,,
103,06/25/19 05:35:20 PM,32.291,,,,
104,06/25/19 07:35:20 PM,28.555,,,,
105,06/25/19 09:35:20 PM,26.390,,,,
106,06/25/19 11:35:20 PM,25.028,,,,
107,06/26/19 01:35:20 AM,24.255,,,,
108,06/26/19 03:35:20 AM,23.677,,,,
109,06/26/19 05:35:20 AM,23.292,,,,
110,06/26/19 07:35:20 AM,23.869,,,,
111,06/26/19 09:35:20 AM,24.738,,,,
112,06/26/19 11:35:20 AM,28.258,,,,
113,06/26/19 01:35:20 PM,33.014,,,,
114,06/26/19 03:35:20 PM,34.058,,,,
115,06/26/19 05:35:20 PM,30.154,,,,
116,06/26/19 07:35:20 PM,28.159,,,,
117,06/26/19 09:35:20 PM,26.488,,,,
118,06/26/19 11:35:20 PM,25.708,,,,
119,06/27/19 01:35:20 AM,24.835,,,,
120,06/27/19 03:35:20 AM,24.351,,,,
121,06/27/19 05:35:20 AM,23.677,,,,
122,06/27/19 07:35:20 AM,23.869,,,,
123,06/27/19 09:35:20 AM,25.416,,,,
124,06/27/19 11:35:20 AM,28.258,,,,
125,06/27/19 01:35:20 PM,31.880,,,,
126,06/27/19 03:35:20 PM,33.014,,,,
127,06/27/19 05:35:20 PM,31.166,,,,
128,06/27/19 07:35:20 PM,27.862,,,,
129,06/27/19 09:35:20 PM,25.805,,,,
130,06/27/19 11:35:20 PM,24.641,,,,
131,06/28/19 01:35:20 AM,23.773,,,,
132,06/28/19 03:35:20 AM,23.196,,,,
133,06/28/19 05:35:20 AM,22.812,,,,
134,06/28/19 07:35:20 AM,22.908,,,,
135,06/28/19 09:35:20 AM,24.255,,,,
136,06/28/19 11:35:20 AM,27.764,,,,
137,06/28/19 01:35:20 PM,34.796,,,,
138,06/28/19 03:35:20 PM,35.756,,,,
139,06/28/19 05:35:20 PM,31.880,,,,
140,06/28/19 07:35:20 PM,28.357,,,,
141,06/28/19 09:35:20 PM,26.292,,,,
142,06/28/19 11:35:20 PM,25.125,,,,
143,06/29/19 01:35:20 AM,24.351,,,,
144,06/29/19 03:35:20 AM,23.677,,,,
145,06/29/19 05:35:20 AM,23.100,,,,
146,06/29/19 07:35:20 AM,23.484,,,,
147,06/29/19 09:35:20 AM,25.125,,,,
148,06/29/19 11:35:20 AM,27.567,,,,
149,06/29/19 01:35:20 PM,33.535,,,,
150,06/29/19 03:35:20 PM,34.163,,,,
151,06/29/19 05:35:20 PM,31.472,,,,
152,06/29/19 07:35:20 PM,28.060,,,,
153,06/29/19 09:35:20 PM,26.292,,,,
154,06/29/19 11:35:20 PM,25.610,,,,
155,06/30/19 01:35:20 AM,24.835,,,,
156,06/30/19 03:35:20 AM,24.158,,,,
157,06/30/19 05:35:20 AM,23.869,,,,
158,06/30/19 07:35:20 AM,24.062,,,,
159,06/30/19 09:35:20 AM,24.931,,,,
160,06/30/19 11:35:20 AM,28.754,,,,
161,06/30/19 01:35:20 PM,33.848,,,,
162,06/30/19 03:35:20 PM,36.187,,,,
163,06/30/19 05:35:20 PM,32.394,,,,
164,06/30/19 07:35:20 PM,29.053,,,,
165,06/30/19 09:35:20 PM,27.468,,,,
166,06/30/19 11:35:20 PM,26.683,,,,
167,07/01/19 01:35:20 AM,26.000,,,,
168,07/01/19 03:35:20 AM,25.416,,,,
169,07/01/19 05:35:20 AM,25.125,,,,
170,07/01/19 07:35:20 AM,25.222,,,,
171,07/01/19 09:35:20 AM,25.708,,,,
172,07/01/19 11:35:20 AM,29.152,,,,
173,07/01/19 01:35:20 PM,35.542,,,,
174,07/01/19 03:35:20 PM,33.743,,,,
175,07/01/19 05:35:20 PM,30.457,,,,
176,07/01/19 07:35:20 PM,28.555,,,,
177,07/01/19 09:35:20 PM,26.292,,,,
178,07/01/19 11:35:20 PM,25.028,,,,
179,07/02/19 01:35:20 AM,24.255,,,,
180,07/02/19 03:35:20 AM,23.581,,,,
181,07/02/19 05:35:20 AM,23.004,,,,
182,07/02/19 07:35:20 AM,23.196,,,,
183,07/02/19 09:35:20 AM,24.545,,,,
184,07/02/19 11:35:20 AM,28.655,,,,
185,07/02/19 01:35:20 PM,35.115,,,,
186,07/02/19 03:35:20 PM,36.946,,,,
187,07/02/19 05:35:20 PM,32.394,,,,
188,07/02/19 07:35:20 PM,28.953,,,,
189,07/02/19 09:35:20 PM,27.468,,,,
190,07/02/19 11:35:20 PM,26.879,,,,
191,07/03/19 01:35:20 AM,26.292,,,,
192,07/03/19 03:35:20 AM,25.902,,,,
193,07/03/19 05:35:20 AM,25.610,,,,
194,07/03/19 07:35:20 AM,26.000,,,,
195,07/03/19 09:35:20 AM,26.781,,,,
196,07/03/19 11:35:20 AM,30.457,,,,
197,07/03/19 01:35:20 PM,30.054,,,,
198,07/03/19 03:35:20 PM,24.738,,,,
199,07/03/19 05:35:20 PM,25.416,,,,
200,07/03/19 07:35:20 PM,26.292,,,,
201,07/03/19 09:35:20 PM,25.416,,,,
202,07/03/19 11:35:20 PM,25.028,,,,
203,07/04/19 01:35:20 AM,24.738,,,,
204,07/04/19 03:35:20 AM,24.641,,,,
205,07/04/19 05:35:20 AM,24.641,,,,
206,07/04/19 07:35:20 AM,24.931,,,,
207,07/04/19 09:35:20 AM,25.610,,,,
208,07/04/19 11:35:20 AM,29.953,,,,
209,07/04/19 01:35:20 PM,35.222,,,,
210,07/04/19 03:35:20 PM,30.558,,,,
211,07/04/19 05:35:20 PM,28.853,,,,
212,07/04/19 07:35:20 PM,28.159,,,,
213,07/04/19 09:35:20 PM,26.977,,,,
214,07/04/19 11:35:20 PM,26.292,,,,
215,07/05/19 01:35:20 AM,25.805,,,,
216,07/05/19 03:35:20 AM,25.610,,,,
217,07/05/19 05:35:20 AM,25.222,,,,
218,07/05/19 07:35:20 AM,25.222,,,,
219,07/05/19 09:35:20 AM,26.977,,,,
220,07/05/19 11:35:20 AM,29.053,,,,
221,07/05/19 01:35:20 PM,34.691,,,,
222,07/05/19 03:35:20 PM,29.552,,,,
223,07/05/19 05:35:20 PM,28.655,,,,
224,07/05/19 07:35:20 PM,27.567,,,,
225,07/05/19 09:35:20 PM,26.390,,,,
226,07/05/19 11:35:20 PM,25.805,,,,
227,07/06/19 01:35:20 AM,25.319,,,,
228,07/06/19 03:35:20 AM,24.835,,,,
229,07/06/19 05:35:20 AM,24.641,,,,
230,07/06/19 07:35:20 AM,25.125,,,,
231,07/06/19 09:35:20 AM,26.781,,,,
232,07/06/19 11:35:20 AM,27.173,,,,
233,07/06/19 01:35:20 PM,34.163,,,,
234,07/06/19 03:35:20 PM,36.079,,,,
235,07/06/19 05:35:20 PM,32.188,,,,
236,07/06/19 07:35:20 PM,29.053,,,,
237,07/06/19 09:35:20 PM,27.764,,,,
238,07/06/19 11:35:20 PM,27.075,,,,
239,07/07/19 01:35:20 AM,26.488,,,,
240,07/07/19 03:35:20 AM,26.000,,,,
241,07/07/19 05:35:20 AM,25.708,,,,
242,07/07/19 07:35:20 AM,25.708,,,,
243,07/07/19 09:35:20 AM,26.683,,,,
244,07/07/19 11:35:20 AM,30.054,,,,
245,07/07/19 01:35:20 PM,29.953,,,,
246,07/07/19 03:35:20 PM,35.328,,,,
247,07/07/19 05:35:20 PM,32.291,,,,
248,07/07/19 07:35:20 PM,29.053,,,,
249,07/07/19 09:35:20 PM,27.665,,,,
250,07/07/19 11:35:20 PM,27.075,,,,
251,07/08/19 01:35:20 AM,26.683,,,,
252,07/08/19 03:35:20 AM,26.195,,,,
253,07/08/19 05:35:20 AM,25.708,,,,
254,07/08/19 07:35:20 AM,25.805,,,,
255,07/08/19 09:35:20 AM,26.195,,,,
256,07/08/19 11:35:20 AM,28.655,,,,
257,07/08/19 01:35:20 PM,31.983,,,,
258,07/08/19 03:35:20 PM,31.472,,,,
259,07/08/19 05:35:20 PM,26.585,,,,
260,07/08/19 07:35:20 PM,26.781,,,,
261,07/08/19 09:35:20 PM,26.000,,,,
262,07/08/19 11:35:20 PM,25.708,,,,
263,07/09/19 01:35:20 AM,25.416,,,,
264,07/09/19 03:35:20 AM,25.222,,,,
265,07/09/19 05:35:20 AM,24.931,,,,
266,07/09/19 07:35:20 AM,25.319,,,,
267,07/09/19 09:35:20 AM,26.781,,,,
268,07/09/19 11:35:20 AM,28.953,,,,
269,07/09/19 01:35:20 PM,29.752,,,,
270,07/09/19 03:35:20 PM,30.659,,,,
271,07/09/19 05:35:20 PM,28.655,,,,
272,07/09/19 07:35:20 PM,27.665,,,,
273,07/09/19 09:35:20 PM,26.292,,,,
274,07/09/19 11:35:20 PM,25.416,,,,
275,07/10/19 01:35:20 AM,24.931,,,,
276,07/10/19 03:35:20 AM,24.641,,,,
277,07/10/19 05:35:20 AM,24.448,,,,
278,07/10/19 07:35:20 AM,24.835,,,,
279,07/10/19 09:35:20 AM,25.805,,,,
280,07/10/19 11:35:20 AM,29.452,,,,
281,07/10/19 01:35:20 PM,34.058,,,,
282,07/10/19 03:35:20 PM,35.864,,,,
283,07/10/19 05:35:20 PM,31.676,,,,
284,07/10/19 07:35:20 PM,29.053,,,,
285,07/10/19 09:35:20 PM,27.370,,,,
286,07/10/19 11:35:20 PM,26.781,,,,
287,07/11/19 01:35:20 AM,26.292,,,,
288,07/11/19 03:35:20 AM,25.708,,,,
289,07/11/19 05:35:20 AM,25.319,,,,
290,07/11/19 07:35:20 AM,25.513,,,,
291,07/11/19 09:35:20 AM,26.390,,,,
292,07/11/19 11:35:20 AM,30.054,,,,
293,07/11/19 01:35:20 PM,34.903,,,,
294,07/11/19 03:35:20 PM,35.222,,,,
295,07/11/19 05:35:20 PM,31.370,,,,
296,07/11/19 07:35:20 PM,29.152,,,,
297,07/11/19 09:35:20 PM,27.961,,,,
298,07/11/19 11:35:20 PM,27.468,,,,
299,07/12/19 01:35:20 AM,26.683,,,,
300,07/12/19 03:35:20 AM,26.097,,,,
301,07/12/19 05:35:20 AM,25.610,,,,
302,07/12/19 07:35:20 AM,25.028,,,,
303,07/12/19 09:35:20 AM,25.610,,,,
304,07/12/19 11:35:20 AM,28.060,,,,
305,07/12/19 01:35:20 PM,30.154,,,,
306,07/12/19 03:35:20 PM,31.574,,,,
307,07/12/19 05:35:20 PM,30.356,,,,
308,07/12/19 07:35:20 PM,28.953,,,,
309,07/12/19 09:35:20 PM,27.567,,,,
310,07/12/19 11:35:20 PM,26.879,,,,
311,07/13/19 01:35:20 AM,26.390,,,,
312,07/13/19 03:35:20 AM,26.195,,,,
313,07/13/19 05:35:20 AM,25.902,,,,
314,07/13/19 07:35:20 AM,26.000,,,,
315,07/13/19 09:35:20 AM,26.879,,,,
316,07/13/19 11:35:20 AM,30.558,,,,
317,07/13/19 01:35:20 PM,30.457,,,,
318,07/13/19 03:35:20 PM,28.456,,,,
319,07/13/19 05:35:20 PM,27.665,,,,
320,07/13/19 07:35:20 PM,27.075,,,,
321,07/13/19 09:35:20 PM,26.097,,,,
322,07/13/19 11:35:20 PM,25.610,,,,
323,07/14/19 01:35:20 AM,25.319,,,,
324,07/14/19 03:35:20 AM,25.028,,,,
325,07/14/19 05:35:20 AM,24.641,,,,
326,07/14/19 07:35:20 AM,25.125,,,,
327,07/14/19 09:35:20 AM,26.195,,,,
328,07/14/19 11:35:20 AM,30.154,,,,
329,07/14/19 01:35:20 PM,34.585,,,,
330,07/14/19 03:35:20 PM,32.394,,,,
331,07/14/19 05:35:20 PM,32.086,,,,
332,07/14/19 07:35:20 PM,29.552,,,,
333,07/14/19 09:35:20 PM,27.764,,,,
334,07/14/19 11:35:20 PM,26.879,,,,
335,07/15/19 01:35:20 AM,26.195,,,,
336,07/15/19 03:35:20 AM,25.708,,,,
337,07/15/19 05:35:20 AM,25.319,,,,
338,07/15/19 07:35:20 AM,25.416,,,,
339,07/15/19 09:35:20 AM,26.292,,,,
340,07/15/19 11:35:20 AM,30.862,,,,
341,07/15/19 01:35:20 PM,35.328,,,,
342,07/15/19 03:35:20 PM,36.295,,,,
343,07/15/19 05:35:20 PM,32.807,,,,
344,07/15/19 07:35:20 PM,30.054,,,,
345,07/15/19 09:35:20 PM,28.456,,,,
346,07/15/19 11:35:20 PM,27.370,,,,
347,07/16/19 01:35:20 AM,26.585,,,,
348,07/16/19 03:35:20 AM,26.000,,,,
349,07/16/19 05:35:20 AM,25.610,,,,
350,07/16/19 07:35:20 AM,25.708,,,,
351,07/16/19 09:35:20 AM,26.488,,,,
352,07/16/19 11:35:20 AM,30.154,,,,
353,07/16/19 01:35:20 PM,35.864,,,,
354,07/16/19 03:35:20 PM,36.837,,,,
355,07/16/19 05:35:20 PM,32.704,,,,
356,07/16/19 07:35:20 PM,30.054,,,,
357,07/16/19 09:35:20 PM,28.655,,,,
358,07/16/19 11:35:20 PM,28.060,,,,
359,07/17/19 01:35:20 AM,27.567,,,,
360,07/17/19 03:35:20 AM,26.977,,,,
361,07/17/19 05:35:20 AM,26.292,,,,
362,07/17/19 07:35:20 AM,26.390,,,,
363,07/17/19 09:35:20 AM,27.370,,,,
364,07/17/19 11:35:20 AM,30.963,,,,
365,07/17/19 01:35:20 PM,36.187,,,,
366,07/17/19 03:35:20 PM,36.837,,,,
367,07/17/19 05:35:20 PM,33.118,,,,
368,07/17/19 07:35:20 PM,30.255,,,,
369,07/17/19 09:35:20 PM,28.754,,,,
370,07/17/19 11:35:20 PM,28.060,,,,
371,07/18/19 01:35:20 AM,27.665,,,,
372,07/18/19 03:35:20 AM,27.468,,,,
373,07/18/19 05:35:20 AM,27.173,,,,
374,07/18/19 07:35:20 AM,27.468,,,,
375,07/18/19 09:35:20 AM,28.456,,,,
376,07/18/19 11:35:20 AM,31.472,,,,
377,07/18/19 01:35:20 PM,34.903,,,,
378,07/18/19 03:35:20 PM,34.479,,,,
379,07/18/19 05:35:20 PM,32.807,,,,
380,07/18/19 07:35:20 PM,29.853,,,,
381,07/18/19 09:35:20 PM,28.953,,,,
382,07/18/19 11:35:20 PM,28.159,,,,
383,07/19/19 01:35:20 AM,27.665,,,,
384,07/19/19 03:35:20 AM,26.977,,,,
385,07/19/19 05:35:20 AM,26.390,,,,
386,07/19/19 07:35:20 AM,26.585,,,,
387,07/19/19 09:35:20 AM,26.977,,,,
388,07/19/19 11:35:20 AM,31.268,,,,
389,07/19/19 01:35:20 PM,36.187,,,,
390,07/19/19 03:35:20 PM,37.165,,,,
391,07/19/19 05:35:20 PM,33.222,,,,
392,07/19/19 07:35:20 PM,30.356,,,,
393,07/19/19 09:35:20 PM,29.053,,,,
394,07/19/19 11:35:20 PM,28.258,,,,
395,07/20/19 01:35:20 AM,27.567,,,,
396,07/20/19 03:35:20 AM,26.977,,,,
397,07/20/19 05:35:20 AM,26.488,,,,
398,07/20/19 07:35:20 AM,26.488,,,,
399,07/20/19 09:35:20 AM,27.075,,,,
400,07/20/19 11:35:20 AM,31.472,,,,
401,07/20/19 01:35:20 PM,36.946,,,,
402,07/20/19 03:35:20 PM,37.824,,,,
403,07/20/19 05:35:20 PM,33.430,,,,
404,07/20/19 07:35:20 PM,30.457,,,,
405,07/20/19 09:35:20 PM,28.953,,,,
406,07/20/19 11:35:20 PM,28.159,,,,
407,07/21/19 01:35:20 AM,27.567,,,,
408,07/21/19 03:35:20 AM,27.075,,,,
409,07/21/19 05:35:20 AM,26.488,,,,
410,07/21/19 07:35:20 AM,26.488,,,,
411,07/21/19 09:35:20 AM,26.977,,,,
412,07/21/19 11:35:20 AM,30.558,,,,
413,07/21/19 01:35:20 PM,35.009,,,,
414,07/21/19 03:35:20 PM,37.494,,,,
415,07/21/19 05:35:20 PM,33.326,,,,
416,07/21/19 07:35:20 PM,30.356,,,,
417,07/21/19 09:35:20 PM,28.953,,,,
418,07/21/19 11:35:20 PM,28.258,,,,
419,07/22/19 01:35:20 AM,27.764,,,,
420,07/22/19 03:35:20 AM,27.075,,,,
421,07/22/19 05:35:20 AM,26.585,,,,
422,07/22/19 07:35:20 AM,26.585,,,,
423,07/22/19 09:35:20 AM,27.075,,,,
424,07/22/19 11:35:20 AM,31.268,,,,
425,07/22/19 01:35:20 PM,37.604,,,,
426,07/22/19 03:35:20 PM,37.824,,,,
427,07/22/19 05:35:20 PM,33.222,,,,
428,07/22/19 07:35:20 PM,30.154,,,,
429,07/22/19 09:35:20 PM,28.853,,,,
430,07/22/19 11:35:20 PM,28.159,,,,
431,07/23/19 01:35:20 AM,27.764,,,,
432,07/23/19 03:35:20 AM,27.468,,,,
433,07/23/19 05:35:20 AM,27.075,,,,
434,07/23/19 07:35:20 AM,27.173,,,,
435,07/23/19 09:35:20 AM,27.862,,,,
436,07/23/19 11:35:20 AM,29.652,,,,
437,07/23/19 01:35:20 PM,36.295,,,,
438,07/23/19 03:35:20 PM,36.620,,,,
439,07/23/19 05:35:20 PM,32.600,,,,
440,07/23/19 07:35:20 PM,29.953,,,,
441,07/23/19 09:35:20 PM,28.060,,,,
442,07/23/19 11:35:20 PM,27.173,,,,
443,07/24/19 01:35:20 AM,26.683,,,,
444,07/24/19 03:35:20 AM,26.195,,,,
445,07/24/19 05:35:20 AM,25.805,,,,
446,07/24/19 07:35:20 AM,25.610,,,,
447,07/24/19 09:35:20 AM,26.683,,,,
448,07/24/19 11:35:20 AM,28.159,,,,
449,07/24/19 01:35:20 PM,28.754,,,,
450,07/24/19 03:35:20 PM,29.352,,,,
451,07/24/19 05:35:20 PM,28.357,,,,
452,07/24/19 07:35:20 PM,28.060,,,,
453,07/24/19 09:35:20 PM,26.488,,,,
454,07/24/19 11:35:20 PM,25.805,,,,
455,07/25/19 01:35:20 AM,25.028,,,,
456,07/25/19 03:35:20 AM,24.158,,,,
457,07/25/19 05:35:20 AM,23.484,,,,
458,07/25/19 07:35:20 AM,23.388,,,,
459,07/25/19 09:35:20 AM,24.062,,,,
460,07/25/19 11:35:20 AM,28.953,,,,
461,07/25/19 01:35:20 PM,34.585,,,,
462,07/25/19 03:35:20 PM,34.058,,,,
463,07/25/19 05:35:20 PM,30.558,,,,
464,07/25/19 07:35:20 PM,27.862,,,,
465,07/25/19 09:35:20 PM,26.097,,,,
466,07/25/19 11:35:20 PM,25.125,,,,
467,07/26/19 01:35:20 AM,24.255,,,,
468,07/26/19 03:35:20 AM,23.869,,,,
469,07/26/19 05:35:20 AM,23.484,,,,
470,07/26/19 07:35:20 AM,23.677,,,,
471,07/26/19 09:35:20 AM,25.222,,,,
472,07/26/19 11:35:20 AM,28.754,,,,
473,07/26/19 01:35:20 PM,34.903,,,,
474,07/26/19 03:35:20 PM,33.014,,,,
475,07/26/19 05:35:20 PM,30.054,,,,
476,07/26/19 07:35:20 PM,27.764,,,,
477,07/26/19 09:35:20 PM,25.902,,,,
478,07/26/19 11:35:20 PM,25.028,,,,
479,07/27/19 01:35:20 AM,24.255,,,,
480,07/27/19 03:35:20 AM,23.773,,,,
481,07/27/19 05:35:20 AM,23.388,,,,
482,07/27/19 07:35:20 AM,23.773,,,,
483,07/27/19 09:35:20 AM,24.255,,,,
484,07/27/19 11:35:20 AM,29.053,,,,
485,07/27/19 01:35:20 PM,35.864,,,,
486,07/27/19 03:35:20 PM,34.585,,,,
487,07/27/19 05:35:20 PM,30.963,,,,
488,07/27/19 07:35:20 PM,27.567,,,,
489,07/27/19 09:35:20 PM,25.708,,,,
490,07/27/19 11:35:20 PM,24.545,,,,
491,07/28/19 01:35:20 AM,23.484,,,,
492,07/28/19 03:35:20 AM,22.717,,,,
493,07/28/19 05:35:20 AM,22.238,,,,
494,07/28/19 07:35:20 AM,22.046,,,,
495,07/28/19 09:35:20 AM,23.196,,,,
496,07/28/19 11:35:20 AM,28.357,,,,
497,07/28/19 01:35:20 PM,35.971,,,,
498,07/28/19 03:35:20 PM,35.649,,,,
499,07/28/19 05:35:20 PM,30.862,,,,
500,07/28/19 07:35:20 PM,27.468,,,,
501,07/28/19 09:35:20 PM,25.319,,,,
502,07/28/19 11:35:20 PM,24.062,,,,
503,07/29/19 01:35:20 AM,23.196,,,,
504,07/29/19 03:35:20 AM,22.429,,,,
505,07/29/19 05:35:20 AM,21.855,,,,
506,07/29/19 07:35:20 AM,22.046,,,,
507,07/29/19 09:35:20 AM,23.196,,,,
508,07/29/19 11:35:20 AM,28.456,,,,
509,07/29/19 01:35:20 PM,35.971,,,,
510,07/29/19 03:35:20 PM,35.756,,,,
511,07/29/19 05:35:20 PM,30.659,,,,
512,07/29/19 07:35:20 PM,27.764,,,,
513,07/29/19 09:35:20 PM,25.416,,,,
514,07/29/19 11:35:20 PM,24.062,,,,
515,07/30/19 01:35:20 AM,23.196,,,,
516,07/30/19 03:35:20 AM,22.621,,,,
517,07/30/19 05:35:20 AM,22.142,,,,
518,07/30/19 07:35:20 AM,22.046,,,,
519,07/30/19 09:35:20 AM,23.292,,,,
520,07/30/19 11:35:20 AM,28.060,,,,
521,07/30/19 01:35:20 PM,35.542,,,,
522,07/30/19 03:35:20 PM,35.435,,,,
523,07/30/19 05:35:20 PM,30.356,,,,
524,07/30/19 07:35:20 PM,27.961,,,,
525,07/30/19 09:35:20 PM,26.585,,,,
526,07/30/19 11:35:20 PM,26.000,,,,
527,07/31/19 01:35:20 AM,25.416,,,,
528,07/31/19 03:35:20 AM,24.545,,,,
529,07/31/19 05:35:20 AM,23.869,,,,
530,07/31/19 07:35:20 AM,23.869,,,,
531,07/31/19 09:35:20 AM,24.931,,,,
532,07/31/19 11:35:20 AM,26.488,,,,
533,07/31/19 01:35:20 PM,33.953,,,,
534,07/31/19 03:35:20 PM,33.953,,,,
535,07/31/19 05:35:20 PM,30.760,,,,
536,07/31/19 07:35:20 PM,28.060,,,,
537,07/31/19 09:35:20 PM,26.390,,,,
538,07/31/19 11:35:20 PM,25.416,,,,
539,08/01/19 01:35:20 AM,24.835,,,,
540,08/01/19 03:35:20 AM,24.255,,,,
541,08/01/19 05:35:20 AM,24.158,,,,
542,08/01/19 07:35:20 AM,24.062,,,,
543,08/01/19 09:35:20 AM,26.000,,,,
544,08/01/19 11:35:20 AM,29.152,,,,
545,08/01/19 01:35:20 PM,36.511,,,,
546,08/01/19 03:35:20 PM,28.555,,,,
547,08/01/19 05:35:20 PM,27.075,,,,
548,08/01/19 07:35:20 PM,26.292,,,,
