,"(mm) Precipitation (gridMET) at -76.8740E,34.7672N, 2015-01-01 to 2025-05-01"
"2016-10-05",0
"2016-10-06",13.6
"2016-10-07",11.7
"2016-10-08",50.3
"2016-10-09",0.4
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",0
"2016-10-20",0
"2016-10-21",1.5
"2016-10-22",0
"2016-10-23",0
"2016-10-24",0
"2016-10-25",0
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",0
"2016-10-31",0
"2016-11-01",0
"2016-11-02",0
"2016-11-03",0
"2016-11-04",6.1
"2016-11-05",0
"2016-11-06",0
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",17
"2016-11-14",0.3
"2016-11-15",0
"2016-11-16",0
"2016-11-17",0
"2016-11-18",0
"2016-11-19",0
"2016-11-20",0
"2016-11-21",0
"2016-11-22",0
"2016-11-23",0
"2016-11-24",0
"2016-11-25",5.1
"2016-11-26",0
"2016-11-27",0
"2016-11-28",0
"2016-11-29",1
"2016-11-30",8.6
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",41.1
"2016-12-05",11.4
"2016-12-06",9.1
"2016-12-07",0
"2016-12-08",0
"2016-12-09",0
"2016-12-10",0
"2016-12-11",0.7
"2016-12-12",20.5
"2016-12-13",9.7
"2016-12-14",1.2
"2016-12-15",0
"2016-12-16",13.7
"2016-12-17",1.3
"2016-12-18",0
"2016-12-19",4.6
"2016-12-20",0.3
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",1.2
"2016-12-25",0
"2016-12-26",0
"2016-12-27",0
"2016-12-28",0
"2016-12-29",15
"2016-12-30",0
"2016-12-31",0
"2017-01-01",2.1
"2017-01-02",26.4
"2017-01-03",2.1
"2017-01-04",0
"2017-01-05",0.8
"2017-01-06",16.9
"2017-01-07",2.4
"2017-01-08",0
"2017-01-09",0
"2017-01-10",2.2
"2017-01-11",0.6
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",1.4
"2017-01-19",0
"2017-01-20",0
"2017-01-21",2.4
"2017-01-22",26.5
"2017-01-23",11.3
"2017-01-24",0
"2017-01-25",0
"2017-01-26",0.6
"2017-01-27",0
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",2.4
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",26.6
"2017-02-08",5.5
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0
"2017-02-15",17
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",0
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0
"2017-02-25",0
"2017-02-26",0
"2017-02-27",1.3
"2017-02-28",0
"2017-03-01",3.5
"2017-03-02",0
"2017-03-03",0
"2017-03-04",0
"2017-03-05",0
"2017-03-06",0
"2017-03-07",0
"2017-03-08",0
"2017-03-09",0
"2017-03-10",0.5
"2017-03-11",0
"2017-03-12",7
"2017-03-13",50.3
"2017-03-14",0.8
"2017-03-15",0
"2017-03-16",0
"2017-03-17",1.1
"2017-03-18",13.5
"2017-03-19",0
"2017-03-20",0
"2017-03-21",5.7
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",4.8
"2017-03-29",0
"2017-03-30",0
"2017-03-31",18.5
"2017-04-01",0
"2017-04-02",0
"2017-04-03",11.2
"2017-04-04",0
"2017-04-05",44
"2017-04-06",4
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0
"2017-04-11",0
"2017-04-12",0
"2017-04-13",0
"2017-04-14",4.9
"2017-04-15",0
"2017-04-16",0
"2017-04-17",2.4
"2017-04-18",0
"2017-04-19",0
"2017-04-20",3.9
"2017-04-21",0
"2017-04-22",0
"2017-04-23",3.2
"2017-04-24",42.4
"2017-04-25",1.8
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",2.6
"2017-05-02",0
"2017-05-03",0
"2017-05-04",6.7
"2017-05-05",37.7
"2017-05-06",4.5
"2017-05-07",0
"2017-05-08",0
"2017-05-09",4.9
"2017-05-10",0
"2017-05-11",0
"2017-05-12",0
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0
"2017-05-16",0
"2017-05-17",0
"2017-05-18",0
"2017-05-19",0
"2017-05-20",0
"2017-05-21",0
"2017-05-22",4.8
"2017-05-23",16.6
"2017-05-24",5.4
"2017-05-25",1.3
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",12
"2017-05-30",17.3
"2017-05-31",2.9
"2017-06-01",0
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",1.4
"2017-06-06",2.1
"2017-06-07",17.4
"2017-06-08",4.7
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",24.1
"2017-06-16",2.7
"2017-06-17",3.3
"2017-06-18",0
"2017-06-19",3.3
"2017-06-20",18.9
"2017-06-21",1
"2017-06-22",6.3
"2017-06-23",0
"2017-06-24",33.2
"2017-06-25",5.7
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",10.7
"2017-07-01",5.1
"2017-07-02",0.8
"2017-07-03",5.8
"2017-07-04",6.8
"2017-07-05",27.4
"2017-07-06",0
"2017-07-07",1.1
"2017-07-08",10.1
"2017-07-09",1.5
"2017-07-10",17.5
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",5.6
"2017-07-16",13.6
"2017-07-17",5.6
"2017-07-18",4.4
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0.8
"2017-07-26",0
"2017-07-27",0
"2017-07-28",0.7
"2017-07-29",7.8
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",3.5
"2017-08-04",3.3
"2017-08-05",9.7
"2017-08-06",3.6
"2017-08-07",23.9
"2017-08-08",39.7
"2017-08-09",4.4
"2017-08-10",3.5
"2017-08-11",2.9
"2017-08-12",4.7
"2017-08-13",13.3
"2017-08-14",0.9
"2017-08-15",0.7
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0.4
"2017-08-19",32.4
"2017-08-20",0
"2017-08-21",0.3
"2017-08-22",2.1
"2017-08-23",30.1
"2017-08-24",0.7
"2017-08-25",0.4
"2017-08-26",0
"2017-08-27",0
"2017-08-28",56.5
"2017-08-29",15.7
"2017-08-30",0
"2017-08-31",1.9
"2017-09-01",56.9
"2017-09-02",9.4
"2017-09-03",0
"2017-09-04",0
"2017-09-05",6.5
"2017-09-06",7.5
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",0
"2017-09-11",0
"2017-09-12",8.5
"2017-09-13",0
"2017-09-14",12.2
"2017-09-15",0
"2017-09-16",0.7
"2017-09-17",17.8
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",25.1
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",1.2
"2017-09-27",0
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",0
"2017-10-07",0
"2017-10-08",0
"2017-10-09",0
"2017-10-10",2.6
"2017-10-11",0
"2017-10-12",3.3
"2017-10-13",0.3
"2017-10-14",0
"2017-10-15",0
"2017-10-16",4.8
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",61.5
"2017-10-24",5.9
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",18.3
"2017-10-29",15.4
"2017-10-30",0
"2017-10-31",0
"2017-11-01",0
"2017-11-02",0
"2017-11-03",0
"2017-11-04",0
"2017-11-05",0
"2017-11-06",0
"2017-11-07",0
"2017-11-08",0.7
"2017-11-09",8.5
"2017-11-10",0
"2017-11-11",0
"2017-11-12",0
"2017-11-13",1.5
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",1.5
"2017-11-19",1
"2017-11-20",0
"2017-11-21",11.7
"2017-11-22",0
"2017-11-23",0
"2017-11-24",0
"2017-11-25",0
"2017-11-26",0
"2017-11-27",0
"2017-11-28",0
"2017-11-29",0
"2017-11-30",0
"2017-12-01",0
"2017-12-02",0
"2017-12-03",0
"2017-12-04",0.5
"2017-12-05",8.8
"2017-12-06",7.4
"2017-12-07",16.9
"2017-12-08",35.4
"2017-12-09",1.1
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0.8
"2017-12-20",7.6
"2017-12-21",0
"2017-12-22",0
"2017-12-23",6.9
"2017-12-24",7.5
"2017-12-25",0
"2017-12-26",1.9
"2017-12-27",5.7
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",29.4
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0
"2018-01-11",1.2
"2018-01-12",39.3
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",4.1
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0
"2018-01-22",0.5
"2018-01-23",3.4
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",5.2
"2018-01-28",67.9
"2018-01-29",6.3
"2018-01-30",0
"2018-01-31",0
"2018-02-01",1.9
"2018-02-02",0
"2018-02-03",0
"2018-02-04",14.3
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",3.9
"2018-02-10",1.5
"2018-02-11",12.1
"2018-02-12",1.1
"2018-02-13",0.8
"2018-02-14",0
"2018-02-15",0
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0.8
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",1.1
"2018-02-24",1.1
"2018-02-25",1.9
"2018-02-26",2.2
"2018-02-27",0
"2018-02-28",4.9
"2018-03-01",5.7
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",7.6
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",3.9
"2018-03-12",12.5
"2018-03-13",0
"2018-03-14",0
"2018-03-15",0
"2018-03-16",0
"2018-03-17",0.9
"2018-03-18",0
"2018-03-19",12.7
"2018-03-20",14.8
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",29
"2018-03-25",1.2
"2018-03-26",0
"2018-03-27",0
"2018-03-28",0
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",0.3
"2018-04-04",3
"2018-04-05",0
"2018-04-06",0
"2018-04-07",30
"2018-04-08",0
"2018-04-09",7
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",2.4
"2018-04-15",55.9
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",12
"2018-04-24",32.7
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",0
"2018-05-04",0
"2018-05-05",29.2
"2018-05-06",18.1
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",2
"2018-05-16",9.2
"2018-05-17",4.6
"2018-05-18",21.1
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",20.8
"2018-05-24",0
"2018-05-25",0
"2018-05-26",0
"2018-05-27",0
"2018-05-28",49.3
"2018-05-29",9.7
"2018-05-30",0.7
"2018-05-31",2.6
"2018-06-01",0
"2018-06-02",3.8
"2018-06-03",34.1
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0.4
"2018-06-07",11
"2018-06-08",33.9
"2018-06-09",1.5
"2018-06-10",6
"2018-06-11",54.6
"2018-06-12",8.1
"2018-06-13",0
"2018-06-14",11.2
"2018-06-15",2.4
"2018-06-16",0
"2018-06-17",6.3
"2018-06-18",3.5
"2018-06-19",0
"2018-06-20",1.6
"2018-06-21",2.5
"2018-06-22",0
"2018-06-23",0
"2018-06-24",23.5
"2018-06-25",3.8
"2018-06-26",21.5
"2018-06-27",0.5
"2018-06-28",17.9
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0.9
"2018-07-05",3.8
"2018-07-06",0
"2018-07-07",4.5
"2018-07-08",0
