"Plot Title: HOBO4_Start_2021-06-02"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20871540, SEN S/N: 20871007, LBL: CH.10.27_Extra low)","Water Content, m³/m³ (LGR S/N: 20871540, SEN S/N: 20873078, LBL: IA.16.58_Extra low)"
67,06/14/21 03:42:15 PM,0.3017,0.2806
68,06/14/21 04:12:15 PM,0.3017,0.2799
69,06/14/21 04:42:15 PM,0.3017,0.2806
70,06/14/21 05:12:15 PM,0.3010,0.2799
71,06/14/21 05:42:15 PM,0.3010,0.2799
72,06/14/21 06:12:15 PM,0.3010,0.2799
73,06/14/21 06:42:15 PM,0.3010,0.2799
74,06/14/21 07:12:15 PM,0.3010,0.2799
75,06/14/21 07:42:15 PM,0.3010,0.2799
76,06/14/21 08:12:15 PM,0.3010,0.2799
77,06/14/21 08:42:15 PM,0.3010,0.2799
78,06/14/21 09:12:15 PM,0.3010,0.2799
79,06/14/21 09:42:15 PM,0.3010,0.2799
80,06/14/21 10:12:15 PM,0.3010,0.2799
81,06/14/21 10:42:15 PM,0.3010,0.2799
82,06/14/21 11:12:15 PM,0.3010,0.2799
83,06/14/21 11:42:15 PM,0.3010,0.2799
84,06/15/21 12:12:15 AM,0.3010,0.2799
85,06/15/21 12:42:15 AM,0.3010,0.2799
86,06/15/21 01:12:15 AM,0.3017,0.2799
87,06/15/21 01:42:15 AM,0.3010,0.2799
88,06/15/21 02:12:15 AM,0.3010,0.2799
89,06/15/21 02:42:15 AM,0.3010,0.2799
90,06/15/21 03:12:15 AM,0.3017,0.2799
91,06/15/21 03:42:15 AM,0.3017,0.2799
92,06/15/21 04:12:15 AM,0.3010,0.2799
93,06/15/21 04:42:15 AM,0.3017,0.2792
94,06/15/21 05:12:15 AM,0.3017,0.2799
95,06/15/21 05:42:15 AM,0.3024,0.2799
96,06/15/21 06:12:15 AM,0.3017,0.2799
97,06/15/21 06:42:15 AM,0.3024,0.2799
98,06/15/21 07:12:15 AM,0.3017,0.2799
99,06/15/21 07:42:15 AM,0.3017,0.2799
100,06/15/21 08:12:15 AM,0.3010,0.2799
101,06/15/21 08:42:15 AM,0.3010,0.2799
102,06/15/21 09:12:15 AM,0.3003,0.2799
103,06/15/21 09:42:15 AM,0.3003,0.2799
104,06/15/21 10:12:15 AM,0.2995,0.2792
105,06/15/21 10:42:15 AM,0.2988,0.2792
106,06/15/21 11:12:15 AM,0.2988,0.2792
107,06/15/21 11:42:15 AM,0.4092,0.4615
108,06/15/21 12:12:15 PM,0.4208,0.4637
109,06/15/21 12:42:15 PM,0.4216,0.4601
110,06/15/21 01:12:15 PM,0.4216,0.4593
111,06/15/21 01:42:15 PM,0.4194,0.4557
112,06/15/21 02:12:15 PM,0.4187,0.4528
113,06/15/21 02:42:15 PM,0.4179,0.4513
114,06/15/21 03:12:15 PM,0.4172,0.4506
115,06/15/21 03:42:15 PM,0.4172,0.4492
116,06/15/21 04:12:15 PM,0.4165,0.4492
117,06/15/21 04:42:15 PM,0.4150,0.4484
118,06/15/21 05:12:15 PM,0.4136,0.4484
119,06/15/21 05:42:15 PM,0.4128,0.4477
120,06/15/21 06:12:15 PM,0.4128,0.4477
121,06/15/21 06:42:15 PM,0.4121,0.4477
122,06/15/21 07:12:15 PM,0.4114,0.4477
123,06/15/21 07:42:15 PM,0.4107,0.4477
124,06/15/21 08:12:15 PM,0.4107,0.4477
125,06/15/21 08:42:15 PM,0.4099,0.4477
126,06/15/21 09:12:15 PM,0.4099,0.4477
127,06/15/21 09:42:15 PM,0.4092,0.4492
128,06/15/21 10:12:15 PM,0.4085,0.4506
129,06/15/21 10:42:15 PM,0.4085,0.4528
130,06/15/21 11:12:15 PM,0.4092,0.4571
131,06/15/21 11:42:15 PM,0.4099,0.4608
132,06/16/21 12:12:15 AM,0.4078,0.4630
133,06/16/21 12:42:15 AM,0.4049,0.4644
134,06/16/21 01:12:15 AM,0.4012,0.4659
135,06/16/21 01:42:15 AM,0.4005,0.4666
136,06/16/21 02:12:15 AM,0.4041,0.4666
137,06/16/21 02:42:15 AM,0.4092,0.4673
138,06/16/21 03:12:15 AM,0.4172,0.4666
139,06/16/21 03:42:15 AM,0.4223,0.4659
140,06/16/21 04:12:15 AM,0.4252,0.4651
141,06/16/21 04:42:15 AM,0.4266,0.4651
142,06/16/21 05:12:15 AM,0.4281,0.4637
143,06/16/21 05:42:15 AM,0.4288,0.4630
144,06/16/21 06:12:15 AM,0.4295,0.4615
145,06/16/21 06:42:15 AM,0.4295,0.4455
146,06/16/21 07:12:15 AM,0.4288,0.4056
147,06/16/21 07:42:15 AM,0.4288,0.4019
148,06/16/21 08:12:15 AM,0.4281,0.3990
149,06/16/21 08:42:15 AM,0.4281,0.3961
150,06/16/21 09:12:15 AM,0.4274,0.3940
151,06/16/21 09:42:15 AM,0.4157,0.3918
152,06/16/21 10:12:15 AM,0.4128,0.3889
153,06/16/21 10:42:15 AM,0.4114,0.3860
154,06/16/21 11:12:15 AM,0.4092,0.3787
155,06/16/21 11:42:15 AM,0.4078,0.3743
156,06/16/21 12:12:15 PM,0.4056,0.3671
157,06/16/21 12:42:15 PM,0.4019,0.3649
158,06/16/21 01:12:15 PM,0.3990,0.3627
159,06/16/21 01:42:15 PM,0.3976,0.3613
160,06/16/21 02:12:15 PM,0.3969,0.3598
161,06/16/21 02:42:15 PM,0.3961,0.3584
162,06/16/21 03:12:15 PM,0.3954,0.3569
163,06/16/21 03:42:15 PM,0.3947,0.3562
164,06/16/21 04:12:15 PM,0.3940,0.3555
165,06/16/21 04:42:15 PM,0.3940,0.3540
166,06/16/21 05:12:15 PM,0.3940,0.3533
167,06/16/21 05:42:15 PM,0.3940,0.3533
168,06/16/21 06:12:15 PM,0.3932,0.3518
169,06/16/21 06:42:15 PM,0.3925,0.3518
170,06/16/21 07:12:15 PM,0.3925,0.3511
171,06/16/21 07:42:15 PM,0.3925,0.3504
172,06/16/21 08:12:15 PM,0.3925,0.3496
173,06/16/21 08:42:15 PM,0.3918,0.3453
174,06/16/21 09:12:15 PM,0.3918,0.3446
175,06/16/21 09:42:15 PM,0.3918,0.3431
176,06/16/21 10:12:15 PM,0.3918,0.3431
177,06/16/21 10:42:15 PM,0.3911,0.3417
178,06/16/21 11:12:15 PM,0.3911,0.3424
179,06/16/21 11:42:15 PM,0.3911,0.3409
180,06/17/21 12:12:15 AM,0.3903,0.3402
181,06/17/21 12:42:15 AM,0.3903,0.3402
182,06/17/21 01:12:15 AM,0.3903,0.3402
183,06/17/21 01:42:15 AM,0.3903,0.3388
184,06/17/21 02:12:15 AM,0.3896,0.3388
185,06/17/21 02:42:15 AM,0.3903,0.3388
186,06/17/21 03:12:15 AM,0.3896,0.3380
187,06/17/21 03:42:15 AM,0.3896,0.3380
188,06/17/21 04:12:15 AM,0.3896,0.3373
189,06/17/21 04:42:15 AM,0.3896,0.3366
190,06/17/21 05:12:15 AM,0.3889,0.3366
191,06/17/21 05:42:15 AM,0.3831,0.3366
192,06/17/21 06:12:15 AM,0.3823,0.3358
193,06/17/21 06:42:15 AM,0.3809,0.3344
194,06/17/21 07:12:15 AM,0.3802,0.3329
195,06/17/21 07:42:15 AM,0.3794,0.3315
196,06/17/21 08:12:15 AM,0.3780,0.3293
197,06/17/21 08:42:15 AM,0.3773,0.3220
198,06/17/21 09:12:15 AM,0.3758,0.3206
199,06/17/21 09:42:15 AM,0.3751,0.3191
200,06/17/21 10:12:15 AM,0.3736,0.3177
201,06/17/21 10:42:15 AM,0.3722,0.3162
202,06/17/21 11:12:15 AM,0.3707,0.3148
203,06/17/21 11:42:15 AM,0.3693,0.3133
204,06/17/21 12:12:15 PM,0.3693,0.3119
205,06/17/21 12:42:15 PM,0.3678,0.3112
206,06/17/21 01:12:15 PM,0.3664,0.3104
207,06/17/21 01:42:15 PM,0.3649,0.3090
208,06/17/21 02:12:15 PM,0.3642,0.3082
209,06/17/21 02:42:15 PM,0.3642,0.3075
210,06/17/21 03:12:15 PM,0.3635,0.3075
211,06/17/21 03:42:15 PM,0.3627,0.3068
212,06/17/21 04:12:15 PM,0.3627,0.3068
213,06/17/21 04:42:15 PM,0.3620,0.3068
214,06/17/21 05:12:15 PM,0.3620,0.3061
215,06/17/21 05:42:15 PM,0.3620,0.3061
216,06/17/21 06:12:15 PM,0.3620,0.3053
217,06/17/21 06:42:15 PM,0.3620,0.3061
218,06/17/21 07:12:15 PM,0.3620,0.3053
219,06/17/21 07:42:15 PM,0.3620,0.3053
220,06/17/21 08:12:15 PM,0.3627,0.3053
221,06/17/21 08:42:15 PM,0.3627,0.3053
222,06/17/21 09:12:15 PM,0.3627,0.3053
223,06/17/21 09:42:15 PM,0.3627,0.3053
224,06/17/21 10:12:15 PM,0.3620,0.3053
225,06/17/21 10:42:15 PM,0.3627,0.3053
226,06/17/21 11:12:15 PM,0.3627,0.3053
227,06/17/21 11:42:15 PM,0.3627,0.3053
228,06/18/21 12:12:15 AM,0.3620,0.3046
229,06/18/21 12:42:15 AM,0.3627,0.3046
230,06/18/21 01:12:15 AM,0.3627,0.3053
231,06/18/21 01:42:15 AM,0.3620,0.3053
232,06/18/21 02:12:15 AM,0.3620,0.3046
233,06/18/21 02:42:15 AM,0.3620,0.3053
234,06/18/21 03:12:15 AM,0.3627,0.3053
235,06/18/21 03:42:15 AM,0.3605,0.3046
236,06/18/21 04:12:15 AM,0.3605,0.3046
237,06/18/21 04:42:15 AM,0.3605,0.3053
238,06/18/21 05:12:15 AM,0.3605,0.3046
239,06/18/21 05:42:15 AM,0.3598,0.3046
240,06/18/21 06:12:15 AM,0.3591,0.3046
241,06/18/21 06:42:15 AM,0.3576,0.3039
242,06/18/21 07:12:15 AM,0.3555,0.3032
243,06/18/21 07:42:15 AM,0.3540,0.3024
244,06/18/21 08:12:15 AM,0.3533,0.3017
245,06/18/21 08:42:15 AM,0.3511,0.3010
246,06/18/21 09:12:15 AM,0.3504,0.3003
247,06/18/21 09:42:15 AM,0.3489,0.2995
248,06/18/21 10:12:15 AM,0.3453,0.2981
249,06/18/21 10:42:15 AM,0.3431,0.2974
250,06/18/21 11:12:15 AM,0.3424,0.2966
251,06/18/21 11:42:15 AM,0.3402,0.2944
252,06/18/21 12:12:15 PM,0.3388,0.2937
253,06/18/21 12:42:15 PM,0.3366,0.2937
254,06/18/21 01:12:15 PM,0.3351,0.2930
255,06/18/21 01:42:15 PM,0.3337,0.2915
256,06/18/21 02:12:15 PM,0.3322,0.2915
257,06/18/21 02:42:15 PM,0.3315,0.2915
258,06/18/21 03:12:15 PM,0.3308,0.2908
259,06/18/21 03:42:15 PM,0.3293,0.2908
260,06/18/21 04:12:15 PM,0.3300,0.2908
261,06/18/21 04:42:15 PM,0.3293,0.2908
262,06/18/21 05:12:15 PM,0.3286,0.2908
263,06/18/21 05:42:15 PM,0.3286,0.2908
264,06/18/21 06:12:15 PM,0.3286,0.2908
265,06/18/21 06:42:15 PM,0.3286,0.2908
266,06/18/21 07:12:15 PM,0.3286,0.2908
267,06/18/21 07:42:15 PM,0.3286,0.2908
268,06/18/21 08:12:15 PM,0.3279,0.2908
269,06/18/21 08:42:15 PM,0.3279,0.2908
270,06/18/21 09:12:15 PM,0.3279,0.2908
271,06/18/21 09:42:15 PM,0.3279,0.2908
272,06/18/21 10:12:15 PM,0.3279,0.2908
273,06/18/21 10:42:15 PM,0.3271,0.2908
274,06/18/21 11:12:15 PM,0.3271,0.2908
275,06/18/21 11:42:15 PM,0.3271,0.2908
276,06/19/21 12:12:15 AM,0.3279,0.2908
277,06/19/21 12:42:15 AM,0.3279,0.2908
278,06/19/21 01:12:15 AM,0.3271,0.2908
279,06/19/21 01:42:15 AM,0.3264,0.2908
280,06/19/21 02:12:15 AM,0.3264,0.2908
281,06/19/21 02:42:15 AM,0.3264,0.2908
282,06/19/21 03:12:15 AM,0.3264,0.2908
283,06/19/21 03:42:15 AM,0.3271,0.2908
284,06/19/21 04:12:15 AM,0.3264,0.2908
285,06/19/21 04:42:15 AM,0.3264,0.2908
286,06/19/21 05:12:15 AM,0.3257,0.2908
287,06/19/21 05:42:15 AM,0.3250,0.2908
288,06/19/21 06:12:15 AM,0.3250,0.2908
289,06/19/21 06:42:15 AM,0.3250,0.2908
290,06/19/21 07:12:15 AM,0.3235,0.2908
291,06/19/21 07:42:15 AM,0.3228,0.2901
292,06/19/21 08:12:15 AM,0.3220,0.2901
293,06/19/21 08:42:15 AM,0.3213,0.2901
294,06/19/21 09:12:15 AM,0.3206,0.2894
295,06/19/21 09:42:15 AM,0.3191,0.2894
296,06/19/21 10:12:15 AM,0.3177,0.2894
297,06/19/21 10:42:15 AM,0.3170,0.2894
298,06/19/21 11:12:15 AM,0.3155,0.2886
299,06/19/21 11:42:15 AM,0.3148,0.2886
300,06/19/21 12:12:15 PM,0.3133,0.2879
301,06/19/21 12:42:15 PM,0.3119,0.2879
302,06/19/21 01:12:15 PM,0.3112,0.2879
303,06/19/21 01:42:15 PM,0.3104,0.2872
304,06/19/21 02:12:15 PM,0.3090,0.2872
305,06/19/21 02:42:15 PM,0.3090,0.2872
306,06/19/21 03:12:15 PM,0.3082,0.2872
307,06/19/21 03:42:15 PM,0.3075,0.2865
308,06/19/21 04:12:15 PM,0.3068,0.2865
309,06/19/21 04:42:15 PM,0.3068,0.2865
310,06/19/21 05:12:15 PM,0.3068,0.2872
311,06/19/21 05:42:15 PM,0.3068,0.2865
312,06/19/21 06:12:15 PM,0.3061,0.2872
313,06/19/21 06:42:15 PM,0.3061,0.2865
314,06/19/21 07:12:15 PM,0.3061,0.2872
315,06/19/21 07:42:15 PM,0.3068,0.2872
316,06/19/21 08:12:15 PM,0.3061,0.2865
317,06/19/21 08:42:15 PM,0.3061,0.2872
318,06/19/21 09:12:15 PM,0.3053,0.2872
319,06/19/21 09:42:15 PM,0.3053,0.2865
320,06/19/21 10:12:15 PM,0.3053,0.2872
321,06/19/21 10:42:15 PM,0.3053,0.2872
322,06/19/21 11:12:15 PM,0.3053,0.2872
323,06/19/21 11:42:15 PM,0.3053,0.2872
324,06/20/21 12:12:15 AM,0.3053,0.2872
325,06/20/21 12:42:15 AM,0.3046,0.2872
326,06/20/21 01:12:15 AM,0.3046,0.2872
327,06/20/21 01:42:15 AM,0.3046,0.2872
328,06/20/21 02:12:15 AM,0.3053,0.2872
329,06/20/21 02:42:15 AM,0.3053,0.2872
330,06/20/21 03:12:15 AM,0.3046,0.2872
331,06/20/21 03:42:15 AM,0.3046,0.2872
332,06/20/21 04:12:15 AM,0.3053,0.2872
333,06/20/21 04:42:15 AM,0.3104,0.2915
334,06/20/21 05:12:15 AM,0.3155,0.2988
335,06/20/21 05:42:15 AM,0.3220,0.3082
336,06/20/21 06:12:15 AM,0.3293,0.3257
337,06/20/21 06:42:15 AM,0.3308,0.3279
338,06/20/21 07:12:15 AM,0.3308,0.3257
339,06/20/21 07:42:15 AM,0.3308,0.3228
340,06/20/21 08:12:15 AM,0.3308,0.3199
341,06/20/21 08:42:15 AM,0.3300,0.3177
342,06/20/21 09:12:15 AM,0.3293,0.3155
343,06/20/21 09:42:15 AM,0.3286,0.3141
344,06/20/21 10:12:15 AM,0.3286,0.3126
345,06/20/21 10:42:15 AM,0.3279,0.3097
346,06/20/21 11:12:15 AM,0.3257,0.3082
347,06/20/21 11:42:15 AM,0.3250,0.3061
348,06/20/21 12:12:15 PM,0.3235,0.3046
349,06/20/21 12:42:15 PM,0.3220,0.3032
350,06/20/21 01:12:15 PM,0.3199,0.3017
351,06/20/21 01:42:15 PM,0.3184,0.3010
352,06/20/21 02:12:15 PM,0.3184,0.2995
353,06/20/21 02:42:15 PM,0.3177,0.2995
354,06/20/21 03:12:15 PM,0.3170,0.2988
355,06/20/21 03:42:15 PM,0.3162,0.2981
356,06/20/21 04:12:15 PM,0.3162,0.2981
357,06/20/21 04:42:15 PM,0.3162,0.2974
358,06/20/21 05:12:15 PM,0.3155,0.2966
359,06/20/21 05:42:15 PM,0.3155,0.2966
360,06/20/21 06:12:15 PM,0.3148,0.2966
361,06/20/21 06:42:15 PM,0.3148,0.2952
362,06/20/21 07:12:15 PM,0.3148,0.2959
363,06/20/21 07:42:15 PM,0.3148,0.2952
364,06/20/21 08:12:15 PM,0.3141,0.2952
365,06/20/21 08:42:15 PM,0.3148,0.2959
366,06/20/21 09:12:15 PM,0.3141,0.2952
367,06/20/21 09:42:15 PM,0.3141,0.2944
368,06/20/21 10:12:15 PM,0.3141,0.2944
369,06/20/21 10:42:15 PM,0.4034,0.4136
370,06/20/21 11:12:15 PM,0.4099,0.4085
371,06/20/21 11:42:15 PM,0.4107,0.4092
372,06/21/21 12:12:15 AM,0.4092,0.4063
373,06/21/21 12:42:15 AM,0.4070,0.4041
374,06/21/21 01:12:15 AM,0.4049,0.4027
375,06/21/21 01:42:15 AM,0.4027,0.4019
376,06/21/21 02:12:15 AM,0.4005,0.4019
377,06/21/21 02:42:15 AM,0.3998,0.4012
378,06/21/21 03:12:15 AM,0.3983,0.4099
379,06/21/21 03:42:15 AM,0.3983,0.4070
380,06/21/21 04:12:15 AM,0.3983,0.4078
381,06/21/21 04:42:15 AM,0.3969,0.4049
382,06/21/21 05:12:15 AM,0.3961,0.4034
383,06/21/21 05:42:15 AM,0.3954,0.3976
384,06/21/21 06:12:15 AM,0.3947,0.3969
385,06/21/21 06:42:15 AM,0.3940,0.3998
386,06/21/21 07:12:15 AM,0.3947,0.3925
387,06/21/21 07:42:15 AM,0.3881,0.3932
388,06/21/21 08:12:15 AM,0.3860,0.3918
389,06/21/21 08:42:15 AM,0.3976,0.3896
390,06/21/21 09:12:15 AM,0.4092,0.3816
391,06/21/21 09:42:15 AM,0.4136,0.3751
392,06/21/21 10:12:15 AM,0.4143,0.3685
393,06/21/21 10:42:15 AM,0.4027,0.3627
394,06/21/21 11:12:15 AM,0.4005,0.3598
395,06/21/21 11:42:15 AM,0.3990,0.3562
396,06/21/21 12:12:15 PM,0.3969,0.3533
397,06/21/21 12:42:15 PM,0.3954,0.3504
398,06/21/21 01:12:15 PM,0.3918,0.3475
399,06/21/21 01:42:15 PM,0.3903,0.3453
400,06/21/21 02:12:15 PM,0.3896,0.3446
401,06/21/21 02:42:15 PM,0.3889,0.3431
402,06/21/21 03:12:15 PM,0.3881,0.3409
403,06/21/21 03:42:15 PM,0.3874,0.3402
404,06/21/21 04:12:15 PM,0.3867,0.3395
405,06/21/21 04:42:15 PM,0.3867,0.3388
406,06/21/21 05:12:15 PM,0.3860,0.3380
407,06/21/21 05:42:15 PM,0.3852,0.3366
408,06/21/21 06:12:15 PM,0.3845,0.3358
409,06/21/21 06:42:15 PM,0.3838,0.3351
410,06/21/21 07:12:15 PM,0.3838,0.3308
411,06/21/21 07:42:15 PM,0.3823,0.3308
412,06/21/21 08:12:15 PM,0.3823,0.3300
413,06/21/21 08:42:15 PM,0.3816,0.3293
414,06/21/21 09:12:15 PM,0.3816,0.3286
415,06/21/21 09:42:15 PM,0.3816,0.3286
416,06/21/21 10:12:15 PM,0.3809,0.3279
417,06/21/21 10:42:15 PM,0.3809,0.3271
418,06/21/21 11:12:15 PM,0.3809,0.3271
419,06/21/21 11:42:15 PM,0.3809,0.3271
420,06/22/21 12:12:15 AM,0.3802,0.3264
421,06/22/21 12:42:15 AM,0.3809,0.3257
422,06/22/21 01:12:15 AM,0.3802,0.3257
423,06/22/21 01:42:15 AM,0.3802,0.3250
424,06/22/21 02:12:15 AM,0.3802,0.3242
425,06/22/21 02:42:15 AM,0.3794,0.3242
426,06/22/21 03:12:15 AM,0.3794,0.3235
427,06/22/21 03:42:15 AM,0.3787,0.3228
428,06/22/21 04:12:15 AM,0.3787,0.3220
429,06/22/21 04:42:15 AM,0.3787,0.3220
430,06/22/21 05:12:15 AM,0.3787,0.3213
431,06/22/21 05:42:15 AM,0.3780,0.3206
432,06/22/21 06:12:15 AM,0.3773,0.3199
433,06/22/21 06:42:15 AM,0.3773,0.3191
434,06/22/21 07:12:15 AM,0.3765,0.3191
435,06/22/21 07:42:15 AM,0.3765,0.3184
436,06/22/21 08:12:15 AM,0.3758,0.3177
437,06/22/21 08:42:15 AM,0.3751,0.3162
438,06/22/21 09:12:15 AM,0.3852,0.3308
439,06/22/21 09:42:15 AM,0.3860,0.3402
440,06/22/21 10:12:15 AM,0.3852,0.3380
441,06/22/21 10:42:15 AM,0.3838,0.3351
442,06/22/21 11:12:15 AM,0.3823,0.3329
443,06/22/21 11:42:15 AM,0.3831,0.3329
444,06/22/21 12:12:15 PM,0.3831,0.3344
445,06/22/21 12:42:15 PM,0.3823,0.3337
446,06/22/21 01:12:15 PM,0.3816,0.3315
447,06/22/21 01:42:15 PM,0.3816,0.3300
448,06/22/21 02:12:15 PM,0.3831,0.3308
449,06/22/21 02:42:15 PM,0.3751,0.4216
450,06/22/21 03:12:15 PM,0.4049,0.4361
451,06/22/21 03:42:15 PM,0.4056,0.4375
452,06/22/21 04:12:15 PM,0.4049,0.4375
453,06/22/21 04:42:15 PM,0.4049,0.4375
454,06/22/21 05:12:15 PM,0.4078,0.4397
455,06/22/21 05:42:15 PM,0.4150,0.4463
456,06/22/21 06:12:15 PM,0.4128,0.4433
457,06/22/21 06:42:15 PM,0.4107,0.4426
458,06/22/21 07:12:15 PM,0.4099,0.4412
459,06/22/21 07:42:15 PM,0.4078,0.4397
460,06/22/21 08:12:15 PM,0.4070,0.4397
461,06/22/21 08:42:15 PM,0.4049,0.4390
462,06/22/21 09:12:15 PM,0.4041,0.4390
463,06/22/21 09:42:15 PM,0.4027,0.4390
464,06/22/21 10:12:15 PM,0.4019,0.4397
465,06/22/21 10:42:15 PM,0.4012,0.4412
466,06/22/21 11:12:15 PM,0.4012,0.4252
467,06/22/21 11:42:15 PM,0.4005,0.4179
468,06/23/21 12:12:15 AM,0.3969,0.4128
469,06/23/21 12:42:15 AM,0.3925,0.4049
470,06/23/21 01:12:15 AM,0.3954,0.4012
471,06/23/21 01:42:15 AM,0.4063,0.3990
472,06/23/21 02:12:15 AM,0.4150,0.3947
473,06/23/21 02:42:15 AM,0.4187,0.3911
474,06/23/21 03:12:15 AM,0.4201,0.3823
475,06/23/21 03:42:15 AM,0.4208,0.3787
476,06/23/21 04:12:15 AM,0.4201,0.3765
477,06/23/21 04:42:15 AM,0.4194,0.3736
478,06/23/21 05:12:15 AM,0.4194,0.3714
479,06/23/21 05:42:15 AM,0.4194,0.3685
480,06/23/21 06:12:15 AM,0.4187,0.3664
481,06/23/21 06:42:15 AM,0.4092,0.3627
482,06/23/21 07:12:15 AM,0.4063,0.3613
483,06/23/21 07:42:15 AM,0.4056,0.3562
484,06/23/21 08:12:15 AM,0.4041,0.3533
485,06/23/21 08:42:15 AM,0.4019,0.3511
486,06/23/21 09:12:15 AM,0.4012,0.3460
487,06/23/21 09:42:15 AM,0.3998,0.3424
488,06/23/21 10:12:15 AM,0.3983,0.3395
489,06/23/21 10:42:15 AM,0.3969,0.3358
490,06/23/21 11:12:15 AM,0.3954,0.3337
491,06/23/21 11:42:15 AM,0.3925,0.3315
492,06/23/21 12:12:15 PM,0.3911,0.3286
493,06/23/21 12:42:15 PM,0.3896,0.3264
494,06/23/21 01:12:15 PM,0.3874,0.3250
495,06/23/21 01:42:15 PM,0.3860,0.3235
496,06/23/21 02:12:15 PM,0.3852,0.3220
497,06/23/21 02:42:15 PM,0.3845,0.3206
498,06/23/21 03:12:15 PM,0.3838,0.3199
499,06/23/21 03:42:15 PM,0.3838,0.3191
500,06/23/21 04:12:15 PM,0.3831,0.3184
501,06/23/21 04:42:15 PM,0.3823,0.3184
502,06/23/21 05:12:15 PM,0.3823,0.3177
503,06/23/21 05:42:15 PM,0.3816,0.3177
504,06/23/21 06:12:15 PM,0.3809,0.3170
505,06/23/21 06:42:15 PM,0.3809,0.3170
506,06/23/21 07:12:15 PM,0.3809,0.3162
507,06/23/21 07:42:15 PM,0.3809,0.3162
