"","num_news","num_fr","mean_size0","startx","endx","x","y","site_ID","X","site","ID","quad","size0","rep0","libsur0_1","consur0_1","size1","N1","L1","rep1","comm1","startyear","TSF","TBF","s.logsize0","logsize1","logsize0","prep1","logcrep1","P_LA","P_LW","P_LD","P_LH","T_LA","T_LH","T_LC","T_LW","T_LD","P_RA","P_RW","P_RD","P_RH","T_RA","T_RC","T_RH","T_RW","T_RD","s.T_RA","s.P_RA","s.P_RW","s.P_RD","s.P_RH","s.T_RH","s.T_RD","s.T_RW","s.T_RC","prep_Int","sq.P_RA","sq.T_RA","sq.TSF","s.sq.P_RA","s.sq.T_RA","s.sq.TSF","s.TBF","T_PA","s.T_LA","s.P_LA","s.P_LW","s.P_LD","s.P_LH","s.T_LH","s.T_LD","s.T_LW","s.T_LC","sq.P_LA","sq.T_LA","sq.T_LH","s.sq.T_LH","s.sq.P_LA","s.sq.T_LA","s.TSF","sq.T_RH","s.sq.T_RH","vargrowth","predgrowth","og_predgrowth","og_logsize1","qs","key","key_qsy","mean_logsize0"
"7548",0,0,364.5,25,50,45,45,"CH_2",7548,"CH","2","1",531,0,1,1,210,"6","35",0,"qs25-50",2017,13,3,1.58902003749917,5.34758360785095,6.27495032742835,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.00522882228273433,5.41989420377392,225.855226607391,210.099999999999,"N","CH_2_2017","1_CH_2017",1.1335928032975
"7575",0,0,854,25,50,47,15,"CH_7",7575,"CH","7","2",184,0,1,1,183,"3","61",0,"qs25-50",2017,13,3,0.610470783050955,5.21003245168046,5.21547908823903,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.00292593458464174,5.15594054300049,173.458875591551,183.099999999999,"N","CH_7_2017","2_CH_2017",2.02783020333564
"7589",0,0,80,25,50,49,33,"CH_31",7589,"CH","31","3",80,0,1,1,144,"8","18",0,"qs25-50",2017,13,3,-0.158169104676815,4.97050750300548,4.38327585407431,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.000479597488397089,4.94860778866038,140.978555288722,144.100000000001,"N","CH_31_2017","3_CH_2017",-0.158169104676815
"7631",0,33,118.125,25,50,48,49,"CH_72",7631,"CH","72","4",168,0,1,1,258,"6","43",0,"stalk broken off, qs25-50",2017,13,3,0.52649517170628,5.55334710672457,5.12455904041457,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.176448829779185,5.13328898005734,169.573927140556,258.1,"N","CH_72_2017","4_CH_2017",0.0860605565628737
"7657",0,20,102.625,25,50,49,25,"CH_94",7657,"CH","94","5",60,0,1,1,343,"7","49",0,"qs25-50 no new 18",2017,13,3,-0.423493855358789,5.8380219498644,4.09600984154116,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.923487944057573,4.87703914873965,131.241501479068,343.099999999999,"N","CH_94_2017","5_CH_2017",-0.121907310730147
"7671",0,0,36,25,50,35,41,"CH_102",7671,"CH","102","6",36,0,1,1,152,"8","19",0,"same pl?, qs25-50",2017,13,3,-0.894278855076235,5.02453819926525,3.58629286533884,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.0753439327089148,4.75004970641188,115.590029950032,152.1,"N","CH_102_2017","6_CH_2017",-0.894278855076235
"7688",0,0,94,25,50,45,8,"CH_116",7688,"CH","116","7",120,0,1,1,441,"7","63",0,"qs25-50",2017,13,3,0.215942301085364,6.08927160711089,4.78832472908594,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,1.08108232937202,5.0495205170071,155.947672300387,441.099999999998,"N","CH_116_2017","7_CH_2017",-0.0460645699796865
"7706",0,0,60.5,25,50,40,30,"CH_253",7706,"CH","253","8",57,0,1,1,40,"5","8",0,"qs25-50 no new 18",2017,13,3,-0.470788507682111,3.69137633431252,4.04480411666196,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,1.37570746512709,4.86428189961908,129.577855286983,40.0999999999999,"N","CH_253_2017","8_CH_2017",-0.417384661707195
"7728",0,0,92,25,50,47,49,"CH_143",7728,"CH","143","9",160,0,0,0,NA,NA,NA,NA,"qs25-50 no new 18",2017,13,3,0.481459052484056,NA,5.07579862000267,NA,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,NA,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,NA,NA,NA,NA,"N","CH_143_2017","9_CH_2017",-0.333940404684951
"7738",0,0,106.5,25,50,40,31,"CH_153",7738,"CH","153","10",168,0,1,1,776,"8","97",0,"qs25-50 no new 18",2017,13,3,0.52649517170628,6.65428137786009,5.12455904041457,0,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,0,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,2.31341787417377,5.13328898005734,169.573927140556,776.099999999998,"N","CH_153_2017","10_CH_2017",-0.0810977945532865
"7768",0,11,141,25,50,45,32,"CH_175",7768,"CH","175","11",186,3,1,1,200,"8","25",9,"qs25-50",2017,13,3,0.62045057117054,5.29881724158969,5.2262841636482,1,2.19722457733622,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,2.19722457733622,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.0196517648995823,5.15863248885394,173.926446547935,200.1,"N","CH_175_2017","11_CH_2017",-0.0464268675070702
"7790",0,0,68.3333333333333,25,50,40,12,"CH_240",7790,"CH","240","12",72,0,1,1,154,"7","22",5,"qs25-50",2017,13,3,-0.255354115186429,5.03760174232607,4.2780540442909,1,1.6094379124341,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,1.6094379124341,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,0.0132730254392749,4.92239312529039,137.330870228387,154.1,"N","CH_240_2017","12_CH_2017",-0.488186892961176
"7801",0,0,22,25,50,50,45,"CH_198",7801,"CH","198","13",22,0,0,0,NA,NA,NA,NA,"qs25-50",2017,13,3,-1.34751347904794,NA,3.09557760852371,NA,NA,0.27135551618256,0.274933603260883,0.269330126678141,0.289624419723097,17.6635616438356,27.4583333333333,4.95833333333333,24.4344086021505,7.63306451612903,1630.1,242.2,100.3,151.9,17.2619178082192,-0.2,28.7,24.5306451612903,5.3758064516129,-1.30550280718853,0.257293362365881,0.343471701348953,-0.022824556853313,-0.394032439609897,-1.48447503106558,-1.72967053991691,-1.91868216202214,0.149433143520452,NA,2657226.01,297.973806417715,169,0.176774251793119,-1.30257860249555,2.08835408824105,-0.545859035196199,NA,-1.525180434836,-1.12215456893406,-0.884237002045488,-1.30858862260801,-1.323549143134,-0.696901236647465,-2.24259477815229,-0.920771300562697,0.100450471876911,0.0736338161627036,312.00140994558,753.960069444443,-0.711273888462683,-1.10976936167759,-1.52493358763011,2.05890558478224,823.69,-1.48017388253664,NA,NA,NA,NA,"N","CH_198_2017","13_CH_2017",-1.34751347904794
