,"(deg C) Mean Temperature (gridMET) at -79.2103E,35.1464N, 2015-01-01 to 2025-01-01"
"2015-05-02",15.7285
"2015-05-03",19.0485
"2015-05-04",19.7389
"2015-05-05",19.5832
"2015-05-06",20.6338
"2015-05-07",21.4887
"2015-05-08",22.4586
"2015-05-09",23.5833
"2015-05-10",21.8041
"2015-05-11",25.9834
"2015-05-12",25.4234
"2015-05-13",20.8688
"2015-05-14",18.6387
"2015-05-15",20.0132
"2015-05-16",22.7633
"2015-05-17",24.979
"2015-05-18",26.1784
"2015-05-19",24.4737
"2015-05-20",25.9781
"2015-05-21",21.2185
"2015-05-22",16.6439
"2015-05-23",19.6331
"2015-05-24",20.8634
"2015-05-25",23.0086
"2015-05-26",25.7332
"2015-05-27",24.8488
"2015-05-28",23.8534
"2015-05-29",24.5084
"2015-05-30",24.3486
"2015-05-31",26.1569
"2015-06-01",26.0316
"2015-06-02",23.3318
"2015-06-03",19.952
"2015-06-04",19.832
"2015-06-05",22.0318
"2015-06-06",24.9415
"2015-06-07",23.7123
"2015-06-08",25.5767
"2015-06-09",25.3421
"2015-06-10",26.0565
"2015-06-11",27.512
"2015-06-12",27.7124
"2015-06-13",28.852
"2015-06-14",29.4272
"2015-06-15",30.3015
"2015-06-16",30.9669
"2015-06-17",29.6023
"2015-06-18",29.2215
"2015-06-19",28.2917
"2015-06-20",29.5222
"2015-06-21",28.8924
"2015-06-22",30.2871
"2015-06-23",30.3615
"2015-06-24",29.6518
"2015-06-25",29.3821
"2015-06-26",28.4868
"2015-06-27",25.8166
"2015-06-28",23.6215
"2015-06-29",25.1422
"2015-06-30",27.0654
"2015-07-01",26.0399
"2015-07-02",26.335
"2015-07-03",24.1453
"2015-07-04",26.5153
"2015-07-05",27.1008
"2015-07-06",26.7299
"2015-07-07",27.9701
"2015-07-08",28.4154
"2015-07-09",30.0104
"2015-07-10",29.1256
"2015-07-11",27.1849
"2015-07-12",27.0248
"2015-07-13",26.8909
"2015-07-14",27.8205
"2015-07-15",26.8003
"2015-07-16",26.3652
"2015-07-17",27.7857
"2015-07-18",28.2102
"2015-07-19",29.025
"2015-07-20",29.5754
"2015-07-21",29.4504
"2015-07-22",28.4904
"2015-07-23",27.1003
"2015-07-24",24.4354
"2015-07-25",24.9501
"2015-07-26",26.7758
"2015-07-27",27.9098
"2015-07-28",27.9402
"2015-07-29",28.5052
"2015-07-30",29.9706
"2015-07-31",27.2528
"2015-08-01",27.248
"2015-08-02",28.1086
"2015-08-03",28.4683
"2015-08-04",28.6231
"2015-08-05",29.7336
"2015-08-06",28.0632
"2015-08-07",24.3183
"2015-08-08",24.2535
"2015-08-09",25.7978
"2015-08-10",26.6582
"2015-08-11",25.0779
"2015-08-12",24.1031
"2015-08-13",24.7534
"2015-08-14",25.1379
"2015-08-15",25.9633
"2015-08-16",26.8781
"2015-08-17",28.1732
"2015-08-18",25.6533
"2015-08-19",27.5828
"2015-08-20",27.1382
"2015-08-21",25.9187
"2015-08-22",24.6132
"2015-08-23",26.5585
"2015-08-24",26.7933
"2015-08-25",26.223
"2015-08-26",24.5678
"2015-08-27",22.4786
"2015-08-28",22.3827
"2015-08-29",23.0885
"2015-08-30",23.7528
"2015-08-31",22.8684
"2015-09-01",26.2833
"2015-09-02",27.658
"2015-09-03",26.653
"2015-09-04",27.1782
"2015-09-05",25.2783
"2015-09-06",23.8535
"2015-09-07",25.1138
"2015-09-08",26.193
"2015-09-09",27.2632
"2015-09-10",26.988
"2015-09-11",24.8685
"2015-09-12",21.2536
"2015-09-13",17.3879
"2015-09-14",17.7033
"2015-09-15",19.5285
"2015-09-16",20.7036
"2015-09-17",21.5036
"2015-09-18",23.1782
"2015-09-19",23.9683
"2015-09-20",25.7385
"2015-09-21",23.3234
"2015-09-22",23.2581
"2015-09-23",21.2584
"2015-09-24",20.0436
"2015-09-25",20.6031
"2015-09-26",19.5432
"2015-09-27",21.3181
"2015-09-28",24.3735
"2015-09-29",26.0032
"2015-09-30",24.0905
"2015-10-01",16.6003
"2015-10-02",14.0205
"2015-10-03",16.8953
"2015-10-04",17.7754
"2015-10-05",14.1352
"2015-10-06",17.0207
"2015-10-07",19.9108
"2015-10-08",21.3256
"2015-10-09",21.9756
"2015-10-10",15.6655
"2015-10-11",16.8906
"2015-10-12",19.5408
"2015-10-13",19.1502
"2015-10-14",17.1607
"2015-10-15",16.6507
"2015-10-16",15.5054
"2015-10-17",11.5207
"2015-10-18",7.7958
"2015-10-19",8.3256
"2015-10-20",11.5957
"2015-10-21",14.8909
"2015-10-22",17.5704
"2015-10-23",19.2504
"2015-10-24",16.7956
"2015-10-25",18.8755
"2015-10-26",13.4357
"2015-10-27",15.6257
"2015-10-28",20.4008
"2015-10-29",17.5459
"2015-10-30",13.7302
"2015-10-31",13.6556
"2015-11-01",16.3061
"2015-11-02",17.4511
"2015-11-03",16.3103
"2015-11-04",17.5655
"2015-11-05",20.2862
"2015-11-06",21.616
"2015-11-07",18.4954
"2015-11-08",11.3906
"2015-11-09",11.8606
"2015-11-10",14.1358
"2015-11-11",13.9507
"2015-11-12",16.1509
"2015-11-13",10.8956
"2015-11-14",7.8511
"2015-11-15",9.2209
"2015-11-16",9.8311
"2015-11-17",11.9852
"2015-11-18",18.0754
"2015-11-19",16.2557
"2015-11-20",9.6258
"2015-11-21",9.2155
"2015-11-22",5.0502
"2015-11-23",3.271
"2015-11-24",6.3506
"2015-11-25",7.6557
"2015-11-26",13.4607
"2015-11-27",14.4312
"2015-11-28",14.8909
"2015-11-29",17.2159
"2015-11-30",10.8486
"2015-12-01",10.5589
"2015-12-02",13.6187
"2015-12-03",6.3434
"2015-12-04",5.8388
"2015-12-05",7.0187
"2015-12-06",8.9435
"2015-12-07",7.9089
"2015-12-08",8.0134
"2015-12-09",10.5789
"2015-12-10",12.5885
"2015-12-11",15.4741
"2015-12-12",16.9235
"2015-12-13",16.0637
"2015-12-14",17.7587
"2015-12-15",14.834
"2015-12-16",13.4883
"2015-12-17",16.1139
"2015-12-18",6.699
"2015-12-19",3.1038
"2015-12-20",4.7838
"2015-12-21",10.4233
"2015-12-22",16.8736
"2015-12-23",20.2384
"2015-12-24",22.4983
"2015-12-25",20.8888
"2015-12-26",19.1439
"2015-12-27",21.1438
"2015-12-28",17.7237
"2015-12-29",21.3387
"2015-12-30",19.8536
"2015-12-31",6.7726
"2016-01-01",6.75
"2016-01-02",5.35
"2016-01-03",4.65
"2016-01-04",1.4
"2016-01-05",-1.45
"2016-01-06",1.7
"2016-01-07",5.85
"2016-01-08",7.25
"2016-01-09",11.1
"2016-01-10",7.1
"2016-01-11",2.75
"2016-01-12",5
"2016-01-13",2.5
"2016-01-14",6.9
"2016-01-15",5.95
"2016-01-16",10.05
"2016-01-17",1
"2016-01-18",-2
"2016-01-19",-3.6
"2016-01-20",-0.3
"2016-01-21",2.65
"2016-01-22",-1.8
"2016-01-23",-1.95
"2016-01-24",1.95
"2016-01-25",5.2
"2016-01-26",9.15
"2016-01-27",7.8
"2016-01-28",4.15
"2016-01-29",6
"2016-01-30",6.4
"2016-01-31",11.95
"2016-02-01",15.55
"2016-02-02",13.9
"2016-02-03",17.6
"2016-02-04",10.2
"2016-02-05",3.35
"2016-02-06",4.3
"2016-02-07",2.6
"2016-02-08",6.4
"2016-02-09",1.5
"2016-02-10",-1.45
"2016-02-11",0.55
"2016-02-12",-1.6
"2016-02-13",-2
"2016-02-14",-3.95
"2016-02-15",5.8
"2016-02-16",9.45
"2016-02-17",7.85
"2016-02-18",4.8
"2016-02-19",5.8
"2016-02-20",13
"2016-02-21",15
"2016-02-22",12.1
"2016-02-23",9.5
"2016-02-24",14.6
"2016-02-25",6.65
"2016-02-26",3.65
"2016-02-27",4.55
"2016-02-28",10.15
"2016-02-29",14.45
"2016-03-01",14.75
"2016-03-02",5.8
"2016-03-03",5.95
"2016-03-04",6.6
"2016-03-05",8.1
"2016-03-06",8.1
"2016-03-07",11.55
"2016-03-08",17
"2016-03-09",18.4
"2016-03-10",20.65
"2016-03-11",20.8
"2016-03-12",20.8
"2016-03-13",21.7
"2016-03-14",20.55
"2016-03-15",20.5
"2016-03-16",20.2
"2016-03-17",18.85
"2016-03-18",16.5
"2016-03-19",13.05
"2016-03-20",4.95
"2016-03-21",7.8
"2016-03-22",12.75
"2016-03-23",17.4
"2016-03-24",19.9
"2016-03-25",19.35
"2016-03-26",16.3
"2016-03-27",15.6
"2016-03-28",15.95
"2016-03-29",11.55
"2016-03-30",14.45
"2016-03-31",20.1
"2016-04-01",20.4
"2016-04-02",15.35
"2016-04-03",12.2
"2016-04-04",17
"2016-04-05",5.7
"2016-04-06",9.75
"2016-04-07",15.75
"2016-04-08",11.4
"2016-04-09",6.45
"2016-04-10",9.4
"2016-04-11",16.7
"2016-04-12",13.25
"2016-04-13",11.9
"2016-04-14",12.95
"2016-04-15",11.85
"2016-04-16",12.05
"2016-04-17",13.35
"2016-04-18",20.85
"2016-04-19",22.45
"2016-04-20",18.95
"2016-04-21",20.85
"2016-04-22",19.8
"2016-04-23",18.85
"2016-04-24",17.55
"2016-04-25",20.45
"2016-04-26",22.75
"2016-04-27",24
"2016-04-28",24
"2016-04-29",22.5
"2016-04-30",18.9
"2016-05-01",20.8
"2016-05-02",23.25
"2016-05-03",20.85
"2016-05-04",17.3
"2016-05-05",12.15
"2016-05-06",14.75
"2016-05-07",20.5
"2016-05-08",22.9
"2016-05-09",24.1
"2016-05-10",22.45
"2016-05-11",23.65
"2016-05-12",24.05
"2016-05-13",19.85
"2016-05-14",19.2
"2016-05-15",13.5
"2016-05-16",18.3
"2016-05-17",20.35
"2016-05-18",16.5
"2016-05-19",15.45
"2016-05-20",18
"2016-05-21",20.85
"2016-05-22",16.7
"2016-05-23",15.15
"2016-05-24",21.35
"2016-05-25",24.4
"2016-05-26",24.85
"2016-05-27",21.85
"2016-05-28",25.05
"2016-05-29",22.2
"2016-05-30",23.85
"2016-05-31",24.8
"2016-06-01",25.35
"2016-06-02",25.55
"2016-06-03",26.65
"2016-06-04",28
"2016-06-05",26.35
"2016-06-06",23.2
"2016-06-07",23.5
"2016-06-08",20.85
"2016-06-09",22.25
"2016-06-10",25
"2016-06-11",28.35
"2016-06-12",27.85
"2016-06-13",24.65
"2016-06-14",26.8
"2016-06-15",27.15
"2016-06-16",28.1
"2016-06-17",24.2
"2016-06-18",21.5
"2016-06-19",22.15
"2016-06-20",25.4
"2016-06-21",27.6
"2016-06-22",29.2
"2016-06-23",27.85
"2016-06-24",26.3
"2016-06-25",24.95
"2016-06-26",24.65
"2016-06-27",27.3
"2016-06-28",22.4
"2016-06-29",26.6
"2016-06-30",26.35
"2016-07-01",27.3
"2016-07-02",27.55
"2016-07-03",26.45
"2016-07-04",27.15
"2016-07-05",29.2
"2016-07-06",27.9
"2016-07-07",28.25
"2016-07-08",28.05
"2016-07-09",28
"2016-07-10",27.8
"2016-07-11",26.95
"2016-07-12",27.6
"2016-07-13",29.5
"2016-07-14",30.15
"2016-07-15",28.3
"2016-07-16",25.55
"2016-07-17",26.9
"2016-07-18",28.75
"2016-07-19",27.3
"2016-07-20",26.4
"2016-07-21",27.5
"2016-07-22",27.85
"2016-07-23",28.45
"2016-07-24",29.85
"2016-07-25",29.75
"2016-07-26",30.65
"2016-07-27",30.9
"2016-07-28",30.7
"2016-07-29",28.85
"2016-07-30",29.2
"2016-07-31",29.15
"2016-08-01",27.6
"2016-08-02",26.95
"2016-08-03",25.7
"2016-08-04",26.15
"2016-08-05",27.1
"2016-08-06",28.75
"2016-08-07",27.05
"2016-08-08",27.6
"2016-08-09",27.35
"2016-08-10",27.45
"2016-08-11",28.1
"2016-08-12",28.95
"2016-08-13",29.3
"2016-08-14",29.4
"2016-08-15",29.5
"2016-08-16",29.4
"2016-08-17",29.35
"2016-08-18",28.35
"2016-08-19",28.1
"2016-08-20",27.55
"2016-08-21",28.05
"2016-08-22",24.8
"2016-08-23",25.05
"2016-08-24",24.15
"2016-08-25",27.6
"2016-08-26",29
"2016-08-27",28.55
"2016-08-28",26.8
"2016-08-29",26.25
"2016-08-30",27
"2016-08-31",26.55
"2016-09-01",28
"2016-09-02",19.9
"2016-09-03",21.55
"2016-09-04",21.35
"2016-09-05",22.45
"2016-09-06",25.85
"2016-09-07",27.4
"2016-09-08",27.7
"2016-09-09",27.55
"2016-09-10",27.05
"2016-09-11",27.05
"2016-09-12",25
"2016-09-13",24.25
"2016-09-14",25.1
"2016-09-15",25.7
"2016-09-16",23.8
"2016-09-17",24.85
"2016-09-18",25.9
"2016-09-19",24
"2016-09-20",22.6
"2016-09-21",21.9
"2016-09-22",23.6
"2016-09-23",22.65
"2016-09-24",25.4
"2016-09-25",23
"2016-09-26",22.9
"2016-09-27",23.8
"2016-09-28",23.55
"2016-09-29",21.85
"2016-09-30",22.5
"2016-10-01",22
"2016-10-02",21.55
"2016-10-03",21.9
"2016-10-04",20.05
"2016-10-05",18.65
"2016-10-06",19.2
"2016-10-07",22.85
"2016-10-08",16.75
"2016-10-09",15.25
"2016-10-10",13.5
"2016-10-11",14.45
"2016-10-12",17.1
"2016-10-13",19.25
"2016-10-14",16.9
"2016-10-15",16.45
"2016-10-16",19.1
"2016-10-17",21.65
"2016-10-18",22.75
"2016-10-19",23.2
"2016-10-20",22.65
"2016-10-21",17.35
"2016-10-22",10.75
"2016-10-23",14.25
"2016-10-24",17.65
"2016-10-25",11.9
"2016-10-26",13.5
"2016-10-27",17.65
"2016-10-28",16.95
"2016-10-29",18.2
"2016-10-30",20.95
"2016-10-31",18.05
"2016-11-01",14.85
"2016-11-02",18.6
"2016-11-03",21.2
"2016-11-04",12.55
"2016-11-05",10.6
"2016-11-06",12.7
"2016-11-07",9.5
"2016-11-08",11.25
"2016-11-09",11.9
"2016-11-10",10.2
"2016-11-11",12.85
"2016-11-12",5.6
"2016-11-13",5.6
"2016-11-14",9.25
"2016-11-15",10.05
"2016-11-16",11.85
"2016-11-17",12.3
"2016-11-18",15.45
"2016-11-19",12.05
"2016-11-20",4.75
"2016-11-21",5.55
"2016-11-22",5.45
"2016-11-23",7.7
"2016-11-24",16.3
"2016-11-25",15.7
"2016-11-26",6.65
"2016-11-27",5.6
"2016-11-28",8.75
"2016-11-29",19.45
"2016-11-30",19.4
"2016-12-01",10
"2016-12-02",8.05
"2016-12-03",7.05
"2016-12-04",5.9
"2016-12-05",10.85
"2016-12-06",6.9
"2016-12-07",9.7
"2016-12-08",5.1
"2016-12-09",0.35
"2016-12-10",0.45
"2016-12-11",1.55
"2016-12-12",9.6
"2016-12-13",7.65
"2016-12-14",6.3
"2016-12-15",1.55
"2016-12-16",-2.65
"2016-12-17",7.75
"2016-12-18",13.4
"2016-12-19",2.3
"2016-12-20",2.05
"2016-12-21",6.45
"2016-12-22",10.2
"2016-12-23",7.35
"2016-12-24",12.2
"2016-12-25",13.15
"2016-12-26",11.1
"2016-12-27",12.75
"2016-12-28",10.45
"2016-12-29",10.2
"2016-12-30",2.65
"2016-12-31",3.05
"2017-01-01",8.5
"2017-01-02",10.6
"2017-01-03",12.1
"2017-01-04",7.8
"2017-01-05",3.65
"2017-01-06",3.25
"2017-01-07",-5.2
"2017-01-08",-6.95
"2017-01-09",-5.25
"2017-01-10",2.85
"2017-01-11",11.7
"2017-01-12",16
"2017-01-13",16.4
"2017-01-14",8.25
"2017-01-15",11
"2017-01-16",8.55
"2017-01-17",13.75
"2017-01-18",12.95
"2017-01-19",10.55
"2017-01-20",14.95
"2017-01-21",13.3
"2017-01-22",13.6
"2017-01-23",10.6
"2017-01-24",10.2
"2017-01-25",12.7
"2017-01-26",11.15
"2017-01-27",4.55
"2017-01-28",5.05
"2017-01-29",6.05
"2017-01-30",3.95
"2017-01-31",12.65
"2017-02-01",14.35
"2017-02-02",12.1
"2017-02-03",2.3
"2017-02-04",1.85
"2017-02-05",7.45
"2017-02-06",11.1
"2017-02-07",16.6
"2017-02-08",17.4
"2017-02-09",4.95
"2017-02-10",4.8
"2017-02-11",15.5
"2017-02-12",18.75
"2017-02-13",7.75
"2017-02-14",9.65
"2017-02-15",7.4
"2017-02-16",6.9
"2017-02-17",11.15
"2017-02-18",13.2
"2017-02-19",13.55
"2017-02-20",14.5
"2017-02-21",13.1
"2017-02-22",16.3
"2017-02-23",16.55
"2017-02-24",18
"2017-02-25",14.4
"2017-02-26",7.2
"2017-02-27",11
"2017-02-28",18.25
"2017-03-01",18.3
"2017-03-02",8.25
"2017-03-03",5.75
"2017-03-04",5.45
"2017-03-05",6.45
"2017-03-06",10.8
"2017-03-07",16.5
"2017-03-08",13.05
"2017-03-09",15.15
"2017-03-10",11.1
"2017-03-11",5.95
"2017-03-12",1.85
"2017-03-13",1.95
"2017-03-14",4.55
"2017-03-15",0.35
"2017-03-16",3
"2017-03-17",7.5
"2017-03-18",12.2
"2017-03-19",7.6
"2017-03-20",10.5
"2017-03-21",20.9
"2017-03-22",9.25
"2017-03-23",7.55
"2017-03-24",13.2
"2017-03-25",17.4
"2017-03-26",19.15
"2017-03-27",20.5
"2017-03-28",19.4
"2017-03-29",17.95
"2017-03-30",17.35
"2017-03-31",18.25
"2017-04-01",16.75
"2017-04-02",15.3
"2017-04-03",18.6
"2017-04-04",20.95
"2017-04-05",18.85
"2017-04-06",13.2
"2017-04-07",9.25
"2017-04-08",11.65
"2017-04-09",16.3
"2017-04-10",18.55
"2017-04-11",20.05
"2017-04-12",20.25
"2017-04-13",18.65
"2017-04-14",19.8
"2017-04-15",21.6
"2017-04-16",21.7
"2017-04-17",22.95
"2017-04-18",18
"2017-04-19",19.15
"2017-04-20",23.05
"2017-04-21",24
"2017-04-22",21.85
"2017-04-23",13.1
"2017-04-24",13.9
"2017-04-25",16.45
"2017-04-26",21.6
"2017-04-27",22.65
"2017-04-28",26.75
"2017-04-29",26.05
"2017-04-30",24.85
"2017-05-01",22.35
"2017-05-02",18.85
"2017-05-03",20.55
"2017-05-04",21.65
"2017-05-05",17.55
"2017-05-06",13.25
"2017-05-07",14.35
"2017-05-08",15.75
"2017-05-09",17.25
"2017-05-10",23.45
"2017-05-11",22.65
"2017-05-12",15.05
"2017-05-13",16.15
"2017-05-14",21.4
"2017-05-15",22.95
"2017-05-16",25.25
"2017-05-17",25.5
"2017-05-18",24.7
"2017-05-19",26.15
"2017-05-20",25.75
"2017-05-21",22.75
"2017-05-22",23.95
"2017-05-23",19.75
"2017-05-24",20.15
"2017-05-25",19.25
"2017-05-26",22
"2017-05-27",26.05
"2017-05-28",25.05
"2017-05-29",24.95
"2017-05-30",24.2
"2017-05-31",23.9
"2017-06-01",24.5
"2017-06-02",22.95
"2017-06-03",24.75
"2017-06-04",25.95
"2017-06-05",24.5
"2017-06-06",23.65
"2017-06-07",18.4
"2017-06-08",18
"2017-06-09",23.05
"2017-06-10",24.95
"2017-06-11",25.1
"2017-06-12",25.7
"2017-06-13",25.05
"2017-06-14",27.2
"2017-06-15",26.2
"2017-06-16",26.55
"2017-06-17",26.55
"2017-06-18",27.7
"2017-06-19",26.35
"2017-06-20",21.35
"2017-06-21",24.95
"2017-06-22",24.75
"2017-06-23",28.3
"2017-06-24",26.5
"2017-06-25",23.95
"2017-06-26",23.3
"2017-06-27",21.4
"2017-06-28",22.4
"2017-06-29",25.2
"2017-06-30",25.5
"2017-07-01",26.3
"2017-07-02",27.45
"2017-07-03",27.1
"2017-07-04",26.95
"2017-07-05",27.45
"2017-07-06",28.9
"2017-07-07",28.45
"2017-07-08",27.2
"2017-07-09",26.75
"2017-07-10",26.4
"2017-07-11",28.25
"2017-07-12",28.95
"2017-07-13",29.55
"2017-07-14",30.05
"2017-07-15",28.5
"2017-07-16",26.9
"2017-07-17",26.5
"2017-07-18",25.8
"2017-07-19",27.35
"2017-07-20",29.25
"2017-07-21",29.75
"2017-07-22",30.05
"2017-07-23",28.65
"2017-07-24",27.7
"2017-07-25",27.5
"2017-07-26",26.05
"2017-07-27",27.85
"2017-07-28",28.15
"2017-07-29",24.05
"2017-07-30",22.05
"2017-07-31",22.55
"2017-08-01",24.45
"2017-08-02",26.65
"2017-08-03",26.2
"2017-08-04",26.8
"2017-08-05",26.35
"2017-08-06",27.75
"2017-08-07",26.85
"2017-08-08",23.35
"2017-08-09",22.55
"2017-08-10",25.4
"2017-08-11",27.4
"2017-08-12",27.8
"2017-08-13",26.65
"2017-08-14",27.75
"2017-08-15",28.2
"2017-08-16",28.35
"2017-08-17",28.7
"2017-08-18",29.45
"2017-08-19",27.65
"2017-08-20",28.45
"2017-08-21",27.5
"2017-08-22",28.8
"2017-08-23",28.8
"2017-08-24",24.45
"2017-08-25",24.75
"2017-08-26",23.95
"2017-08-27",23
"2017-08-28",22.1
"2017-08-29",19.2
"2017-08-30",23.7
"2017-08-31",24.75
"2017-09-01",25.65
"2017-09-02",23.35
"2017-09-03",22.75
"2017-09-04",25.1
"2017-09-05",25.2
"2017-09-06",19.7
"2017-09-07",18.25
"2017-09-08",18.8
"2017-09-09",19.25
"2017-09-10",17.7
"2017-09-11",18
"2017-09-12",21.8
"2017-09-13",23.25
"2017-09-14",23.2
"2017-09-15",23.75
"2017-09-16",24.4
"2017-09-17",24.05
"2017-09-18",23.35
"2017-09-19",23.55
"2017-09-20",25.3
"2017-09-21",24.85
"2017-09-22",24.35
"2017-09-23",24.05
"2017-09-24",23.8
"2017-09-25",23.85
"2017-09-26",25.45
"2017-09-27",26.05
"2017-09-28",26.1
"2017-09-29",21.25
"2017-09-30",18.2
"2017-10-01",16.6
"2017-10-02",18.2
"2017-10-03",18.65
"2017-10-04",20.2
"2017-10-05",21.45
"2017-10-06",22.45
"2017-10-07",23.45
"2017-10-08",25.9
"2017-10-09",27.4
"2017-10-10",27.05
"2017-10-11",26.4
"2017-10-12",23.85
"2017-10-13",19.55
"2017-10-14",21
"2017-10-15",22.3
"2017-10-16",14.2
"2017-10-17",11.1
"2017-10-18",13
"2017-10-19",15.55
"2017-10-20",17.5
"2017-10-21",18
"2017-10-22",19.15
"2017-10-23",18.6
"2017-10-24",14.75
"2017-10-25",12.35
"2017-10-26",10.55
"2017-10-27",14.65
"2017-10-28",17.05
"2017-10-29",11.45
"2017-10-30",9.15
"2017-10-31",13.2
"2017-11-01",17.25
"2017-11-02",18.55
"2017-11-03",20.15
"2017-11-04",18.1
"2017-11-05",15.9
"2017-11-06",18.25
"2017-11-07",14.45
"2017-11-08",7.7
"2017-11-09",7.9
"2017-11-10",7.1
"2017-11-11",3.6
"2017-11-12",6.2
"2017-11-13",9.8
"2017-11-14",6.9
"2017-11-15",6.7
"2017-11-16",10.8
"2017-11-17",7.3
"2017-11-18",11.4
"2017-11-19",6.8
"2017-11-20",6.45
"2017-11-21",9.75
"2017-11-22",10.15
"2017-11-23",3.25
"2017-11-24",6.45
"2017-11-25",10.25
"2017-11-26",8
"2017-11-27",7.25
"2017-11-28",9.35
"2017-11-29",12.15
"2017-11-30",12.25
"2017-12-01",13.8
"2017-12-02",9.65
"2017-12-03",10.45
"2017-12-04",9.45
"2017-12-05",14.7
"2017-12-06",9.85
"2017-12-07",6.35
"2017-12-08",3.15
"2017-12-09",0.35
"2017-12-10",2.4
"2017-12-11",5.25
"2017-12-12",3.9
"2017-12-13",2.05
"2017-12-14",7.85
"2017-12-15",3.5
"2017-12-16",3.6
"2017-12-17",5.7
"2017-12-18",12.65
"2017-12-19",14.65
"2017-12-20",9.5
"2017-12-21",7.9
"2017-12-22",10.6
"2017-12-23",15.9
"2017-12-24",9.25
"2017-12-25",2.9
"2017-12-26",3.25
"2017-12-27",1.8
"2017-12-28",-2.5
"2017-12-29",0.7
"2017-12-30",4.75
"2017-12-31",5.55
"2018-01-01",-6.95
"2018-01-02",-6.45
"2018-01-03",-4.9
"2018-01-04",-6.15
"2018-01-05",-6.45
"2018-01-06",-8.2
"2018-01-07",-7.65
"2018-01-08",0.25
"2018-01-09",9.45
"2018-01-10",9.55
"2018-01-11",15.75
"2018-01-12",14.15
"2018-01-13",2.4
"2018-01-14",-2.4
"2018-01-15",-1.5
"2018-01-16",1.85
"2018-01-17",-3.45
"2018-01-18",-4
"2018-01-19",4
"2018-01-20",6.65
"2018-01-21",11.15
"2018-01-22",10.9
"2018-01-23",11.2
"2018-01-24",5.55
"2018-01-25",3.35
"2018-01-26",5.45
"2018-01-27",10.8
"2018-01-28",13.25
"2018-01-29",5.55
"2018-01-30",0.25
"2018-01-31",1.7
"2018-02-01",9.8
"2018-02-02",1.1
"2018-02-03",-0.5
"2018-02-04",8.25
"2018-02-05",5.45
"2018-02-06",8.9
