,"(deg C) Minimum Temperature (gridMET) at -123.1250E,44.3430N, 1979-01-01 to 2026-04-12"
"1979-03-13",3.504
"1979-03-14",5.1036
"1979-03-15",5.3148
"1979-03-16",3.4943
"1979-03-17",3.2637
"1979-03-18",4.3438
"1979-03-19",1.9044
"1979-03-20",3.4639
"1979-03-21",3.004
"1979-03-22",1.7745
"1979-03-23",4.5441
"1979-03-24",2.2539
"1979-03-25",1.4347
"1979-03-26",3.2746
"1979-03-27",5.2941
"1979-03-28",4.6145
"1979-03-29",1.4347
"1979-03-30",1.7041
"1979-03-31",-0.0593
"1979-04-01",1.9408
"1979-04-02",4.0805
"1979-04-03",3.0804
"1979-04-04",5.7505
"1979-04-05",5.4106
"1979-04-06",7.5503
"1979-04-07",5.0308
"1979-04-08",5.2213
"1979-04-09",3.9203
"1979-04-10",3.5804
"1979-04-11",4.7006
"1979-04-12",5.2007
"1979-04-13",4.7808
"1979-04-14",2.9809
"1979-04-15",5.8512
"1979-04-16",5.3305
"1979-04-17",4.1508
"1979-04-18",3.1605
"1979-04-19",2.7102
"1979-04-20",4.8912
"1979-04-21",7.5103
"1979-04-22",7.7105
"1979-04-23",5.9204
"1979-04-24",6.4714
"1979-04-25",5.5405
"1979-04-26",7.8404
"1979-04-27",11.4013
"1979-04-28",9.8004
"1979-04-29",9.1803
"1979-04-30",7.9496
"1979-05-01",6.5199
"1979-05-02",5.4094
"1979-05-03",8.429
"1979-05-04",9.1499
"1979-05-05",7.5697
"1979-05-06",5.9689
"1979-05-07",5.7298
"1979-05-08",5.4689
"1979-05-09",5.3597
"1979-05-10",4.5489
"1979-05-11",5.2092
"1979-05-12",6.4398
"1979-05-13",8.1899
"1979-05-14",8.8295
"1979-05-15",6.0393
"1979-05-16",5.9896
"1979-05-17",6.1789
"1979-05-18",7.4593
"1979-05-19",5.7796
"1979-05-20",8.7895
"1979-05-21",12.2096
"1979-05-22",8.3695
"1979-05-23",11.7896
"1979-05-24",8.0491
"1979-05-25",10.3296
"1979-05-26",8.2991
"1979-05-27",3.9797
"1979-05-28",2.8899
"1979-05-29",4.839
"1979-05-30",4.1193
"1979-05-31",8.5042
"1979-06-01",11.3843
"1979-06-02",13.8541
"1979-06-03",13.7837
"1979-06-04",8.8938
"1979-06-05",11.5942
"1979-06-06",5.9641
"1979-06-07",5.3232
"1979-06-08",6.7335
"1979-06-09",8.9339
"1979-06-10",11.2435
"1979-06-11",8.8137
"1979-06-12",6.4641
"1979-06-13",5.1436
"1979-06-14",5.0538
"1979-06-15",5.413
"1979-06-16",7.2335
"1979-06-17",8.2542
"1979-06-18",9.3235
"1979-06-19",5.8136
"1979-06-20",9.3939
"1979-06-21",6.7335
"1979-06-22",6.6437
"1979-06-23",7.3731
"1979-06-24",10.6536
"1979-06-25",10.7738
"1979-06-26",9.474
"1979-06-27",10.5238
"1979-06-28",8.3331
"1979-06-29",7.6741
"1979-06-30",9.0589
"1979-07-01",10.0784
"1979-07-02",4.7989
"1979-07-03",6.3585
"1979-07-04",11.269
"1979-07-05",11.3988
"1979-07-06",9.3987
"1979-07-07",10.6694
"1979-07-08",12.7994
"1979-07-09",14.3686
"1979-07-10",11.4195
"1979-07-11",10.6391
"1979-07-12",8.9788
"1979-07-13",10.9595
"1979-07-14",10.7095
"1979-07-15",11.1695
"1979-07-16",17.489
"1979-07-17",13.8783
"1979-07-18",15.3687
"1979-07-19",13.689
"1979-07-20",13.0785
"1979-07-21",10.8588
"1979-07-22",9.5395
"1979-07-23",10.2592
"1979-07-24",12.3686
"1979-07-25",10.5092
"1979-07-26",11.6391
"1979-07-27",9.639
"1979-07-28",8.3295
"1979-07-29",9.6694
"1979-07-30",12.5591
"1979-07-31",11.4486
"1979-08-01",12.7885
"1979-08-02",9.4084
"1979-08-03",9.2094
"1979-08-04",9.4291
"1979-08-05",10.1791
"1979-08-06",9.639
"1979-08-07",10.0092
"1979-08-08",9.0589
"1979-08-09",9.0492
"1979-08-10",9.1184
"1979-08-11",9.7191
"1979-08-12",10.3988
"1979-08-13",9.6584
"1979-08-14",12.4887
"1979-08-15",11.809
"1979-08-16",12.5991
"1979-08-17",12.6089
"1979-08-18",10.5092
"1979-08-19",11.6391
"1979-08-20",11.7884
"1979-08-21",12.2193
"1979-08-22",11.4085
"1979-08-23",11.3284
"1979-08-24",11.0189
"1979-08-25",10.7689
"1979-08-26",12.519
"1979-08-27",13.0992
"1979-08-28",13.4087
"1979-08-29",12.9887
"1979-08-30",12.9086
"1979-08-31",10.5214
"1979-09-01",12.3212
"1979-09-02",7.6219
"1979-09-03",7.2809
"1979-09-04",11.1719
"1979-09-05",8.9812
"1979-09-06",11.201
"1979-09-07",12.6113
"1979-09-08",11.9316
"1979-09-09",10.3514
"1979-09-10",8.7312
"1979-09-11",8.162
"1979-09-12",11.6816
"1979-09-13",11.4716
"1979-09-14",16.7013
"1979-09-15",12.7011
"1979-09-16",9.872
"1979-09-17",9.6511
"1979-09-18",11.3212
"1979-09-19",8.7021
"1979-09-20",10.241
"1979-09-21",7.9715
"1979-09-22",10.7811
"1979-09-23",8.7409
"1979-09-24",9.2312
"1979-09-25",11.4219
"1979-09-26",7.8319
"1979-09-27",10.082
"1979-09-28",8.2615
"1979-09-29",7.8112
"1979-09-30",10.8005
"1979-10-01",9.2507
"1979-10-02",9.1002
"1979-10-03",11.5408
"1979-10-04",9.0807
"1979-10-05",10.6609
"1979-10-06",8.1511
"1979-10-07",8.7506
"1979-10-08",7.4605
"1979-10-09",10.8709
"1979-10-10",7.9302
"1979-10-11",9.0006
"1979-10-12",6.2311
"1979-10-13",10.0504
"1979-10-14",10.4109
"1979-10-15",9.071
"1979-10-16",7.9411
"1979-10-17",5.4604
"1979-10-18",5.3803
"1979-10-19",4.7905
"1979-10-20",5.901
"1979-10-21",3.9105
"1979-10-22",6.1303
"1979-10-23",7.8501
"1979-10-24",8.8404
"1979-10-25",7.6304
"1979-10-26",6.7105
"1979-10-27",8.2506
"1979-10-28",5.4009
"1979-10-29",4.6509
"1979-10-30",2.0609
"1979-10-31",3.7819
"1979-11-01",2.2624
"1979-11-02",5.873
"1979-11-03",6.083
"1979-11-04",6.5927
"1979-11-05",6.0527
"1979-11-06",5.6327
"1979-11-07",4.9725
"1979-11-08",4.1727
"1979-11-09",1.1228
"1979-11-10",0.5026
"1979-11-11",-1.0679
"1979-11-12",-1.0679
"1979-11-13",1.0427
"1979-11-14",0.8424
"1979-11-15",2.4724
"1979-11-16",6.5927
"1979-11-17",3.4324
"1979-11-18",2.1325
"1979-11-19",1.4323
"1979-11-20",-2.7379
"1979-11-21",-0.938
"1979-11-22",3.7321
"1979-11-23",2.8522
"1979-11-24",3.0428
"1979-11-25",1.533
"1979-11-26",-0.0071
"1979-11-27",-2.608
"1979-11-28",-0.898
"1979-11-29",2.0719
"1979-11-30",4.0671
"1979-12-01",2.4869
"1979-12-02",7.6875
"1979-12-03",8.3975
"1979-12-04",3.6472
"1979-12-05",1.6677
"1979-12-06",0.6373
"1979-12-07",2.6775
"1979-12-08",3.6472
"1979-12-09",5.4774
"1979-12-10",0.4674
"1979-12-11",-1.3434
"1979-12-12",-0.563
"1979-12-13",0.8473
"1979-12-14",1.3776
"1979-12-15",5.7966
"1979-12-16",2.7576
"1979-12-17",5.8573
"1979-12-18",7.5576
"1979-12-19",5.3075
"1979-12-20",4.4773
"1979-12-21",2.9166
"1979-12-22",-0.4125
"1979-12-23",-1.0133
"1979-12-24",3.0573
"1979-12-25",3.2467
"1979-12-26",2.6277
"1979-12-27",-0.3724
"1979-12-28",0.6774
"1979-12-29",3.6775
"1979-12-30",2.9372
"1979-12-31",3.5974
"1980-01-01",2.9773
"1980-01-02",2.7176
"1980-01-03",1.5575
"1980-01-04",2.2874
"1980-01-05",-0.5828
"1980-01-06",-3.3332
"1980-01-07",-4.713
"1980-01-08",-0.1021
"1980-01-09",0.3375
"1980-01-10",-1.8828
"1980-01-11",-3.7128
"1980-01-12",5.0671
"1980-01-13",4.9378
"1980-01-14",2.9068
"1980-01-15",0.7371
"1980-01-16",4.4371
"1980-01-17",0.5173
"1980-01-18",-4.6531
"1980-01-19",-5.403
"1980-01-20",-2.3529
"1980-01-21",-1.2328
"1980-01-22",-1.5325
"1980-01-23",-1.2328
"1980-01-24",1.9771
"1980-01-25",-1.3527
"1980-01-26",-3.9432
"1980-01-27",-8.5024
"1980-01-28",-12.2529
"1980-01-29",-13.5329
"1980-01-30",-11.9027
"1980-01-31",-3.4472
"1980-02-01",1.7326
"1980-02-02",6.6926
"1980-02-03",3.4028
"1980-02-04",-0.0574
"1980-02-05",3.8224
"1980-02-06",2.2122
"1980-02-07",-0.0081
"1980-02-08",-1.918
"1980-02-09",-0.148
"1980-02-10",1.7726
"1980-02-11",-2.0074
"1980-02-12",-0.758
"1980-02-13",-1.4373
"1980-02-14",1.2625
"1980-02-15",2.7728
"1980-02-16",4.0528
"1980-02-17",3.4721
"1980-02-18",5.4221
"1980-02-19",4.6922
"1980-02-20",2.3826
"1980-02-21",-1.9474
"1980-02-22",1.3823
"1980-02-23",0.1024
"1980-02-24",4.9719
"1980-02-25",5.2223
"1980-02-26",8.7518
"1980-02-27",7.573
"1980-02-28",4.262
"1980-02-29",4.3936
"1980-03-01",5.3845
"1980-03-02",6.8442
"1980-03-03",6.7138
"1980-03-04",5.7535
"1980-03-05",5.1235
"1980-03-06",4.1045
"1980-03-07",2.9538
"1980-03-08",4.4841
"1980-03-09",1.514
"1980-03-10",3.3041
"1980-03-11",2.5342
"1980-03-12",1.9736
"1980-03-13",0.8934
"1980-03-14",2.2639
"1980-03-15",0.4844
"1980-03-16",-0.0057
"1980-03-17",3.0138
"1980-03-18",2.9338
"1980-03-19",2.2839
"1980-03-20",3.6837
"1980-03-21",2.084
"1980-03-22",1.7538
"1980-03-23",0.6736
"1980-03-24",0.8241
"1980-03-25",2.5542
"1980-03-26",2.0135
"1980-03-27",2.084
"1980-03-28",3.1736
"1980-03-29",2.2439
"1980-03-30",0.2234
"1980-03-31",1.9289
"1980-04-01",1.3882
"1980-04-02",0.3586
"1980-04-03",3.679
"1980-04-04",5.8181
"1980-04-05",5.509
"1980-04-06",2.8586
"1980-04-07",1.9289
"1980-04-08",2.7481
"1980-04-09",5.4185
"1980-04-10",3.9881
"1980-04-11",1.2683
"1980-04-12",8.9082
"1980-04-13",10.4585
"1980-04-14",7.2192
"1980-04-15",4.068
"1980-04-16",3.5286
"1980-04-17",5.549
"1980-04-18",5.7183
"1980-04-19",9.048
"1980-04-20",6.6891
"1980-04-21",4.8191
"1980-04-22",5.1482
"1980-04-23",4.6886
"1980-04-24",5.8581
"1980-04-25",3.1383
"1980-04-26",7.0887
"1980-04-27",8.1982
"1980-04-28",5.5784
"1980-04-29",4.8685
"1980-04-30",3.8823
"1980-05-01",7.6623
"1980-05-02",5.8228
"1980-05-03",4.1127
"1980-05-04",6.4023
"1980-05-05",7.9526
"1980-05-06",6.7432
"1980-05-07",6.6233
"1980-05-08",7.6023
"1980-05-09",7.493
"1980-05-10",5.3927
"1980-05-11",7.3132
"1980-05-12",5.4926
"1980-05-13",4.6428
"1980-05-14",6.4223
"1980-05-15",5.4033
"1980-05-16",5.2223
"1980-05-17",6.923
"1980-05-18",10.0424
"1980-05-19",6.0133
"1980-05-20",7.1627
"1980-05-21",8.2229
"1980-05-22",6.9723
"1980-05-23",4.6828
"1980-05-24",4.1832
"1980-05-25",6.4023
"1980-05-26",5.2622
"1980-05-27",6.293
"1980-05-28",5.4926
"1980-05-29",9.6028
"1980-05-30",7.0323
"1980-05-31",7.7128
"1980-06-01",7.6223
"1980-06-02",5.7124
"1980-06-03",6.883
"1980-06-04",6.5222
"1980-06-05",6.4023
"1980-06-06",9.5029
"1980-06-07",9.5229
"1980-06-08",12.5424
"1980-06-09",9.7826
"1980-06-10",8.9223
"1980-06-11",7.1322
"1980-06-12",9.5828
"1980-06-13",10.0823
"1980-06-14",9.383
"1980-06-15",8.5426
"1980-06-16",8.1924
"1980-06-17",10.2927
"1980-06-18",10.1129
"1980-06-19",10.0424
"1980-06-20",7.9726
"1980-06-21",8.8224
"1980-06-22",11.2424
"1980-06-23",9.993
"1980-06-24",10.643
"1980-06-25",9.8132
"1980-06-26",9.0022
"1980-06-27",9.2431
"1980-06-28",9.1726
"1980-06-29",8.9528
"1980-06-30",7.0299
"1980-07-01",8.8799
"1980-07-02",7.6999
"1980-07-03",7.58
"1980-07-04",10.5301
"1980-07-05",10.1105
"1980-07-06",11.0696
"1980-07-07",11.5198
"1980-07-08",9.5805
"1980-07-09",9.6604
"1980-07-10",10.6207
"1980-07-11",9.3301
"1980-07-12",12.5106
"1980-07-13",11.6197
"1980-07-14",12.9796
"1980-07-15",12.9796
"1980-07-16",12.7903
"1980-07-17",9.3701
"1980-07-18",11.0896
"1980-07-19",10.8299
"1980-07-20",13.74
"1980-07-21",17.6798
"1980-07-22",13.0501
"1980-07-23",13.3298
"1980-07-24",9.8696
"1980-07-25",11.4399
"1980-07-26",12.1404
"1980-07-27",13.4803
"1980-07-28",13.9304
"1980-07-29",11.1202
"1980-07-30",10.3797
"1980-07-31",12.6023
"1980-08-01",7.7822
"1980-08-02",8.6919
"1980-08-03",11.032
"1980-08-04",7.3014
"1980-08-05",7.5224
"1980-08-06",9.6721
"1980-08-07",11.0015
"1980-08-08",7.4918
"1980-08-09",12.3214
"1980-08-10",13.0419
"1980-08-11",8.8423
"1980-08-12",7.8715
"1980-08-13",10.3115
"1980-08-14",7.9714
"1980-08-15",7.0417
"1980-08-16",9.4418
"1980-08-17",10.5113
"1980-08-18",8.4921
"1980-08-19",8.1524
"1980-08-20",8.6625
"1980-08-21",7.2015
"1980-08-22",7.6717
"1980-08-23",7.7022
"1980-08-24",8.3216
"1980-08-25",7.7222
"1980-08-26",5.9521
"1980-08-27",10.3021
"1980-08-28",7.0723
"1980-08-29",8.8423
"1980-08-30",5.3221
"1980-08-31",10.5595
"1980-09-01",7.8997
"1980-09-02",9.6193
"1980-09-03",6.7702
"1980-09-04",7.5694
"1980-09-05",10.0294
"1980-09-06",8.2899
"1980-09-07",11.3599
"1980-09-08",6.3094
"1980-09-09",11.93
"1980-09-10",11.1202
"1980-09-11",6.9101
"1980-09-12",9.43
"1980-09-13",6.2095
"1980-09-14",6.5198
"1980-09-15",8.4498
"1980-09-16",11.1002
"1980-09-17",6.6197
"1980-09-18",8.9093
"1980-09-19",9.4994
"1980-09-20",7.8104
"1980-09-21",4.2596
"1980-09-22",5.3703
"1980-09-23",8.7895
"1980-09-24",6.93
"1980-09-25",9.1597
"1980-09-26",9.6099
"1980-09-27",6.1096
"1980-09-28",9.4994
"1980-09-29",9.6792
"1980-09-30",7.7316
"1980-10-01",6.7208
"1980-10-02",9.7709
"1980-10-03",9.0515
"1980-10-04",7.3214
"1980-10-05",10.221
"1980-10-06",8.6414
"1980-10-07",8.7319
"1980-10-08",6.7314
"1980-10-09",3.5709
"1980-10-10",4.691
"1980-10-11",5.8616
"1980-10-12",6.8019
"1980-10-13",4.9014
"1980-10-14",4.262
"1980-10-15",2.9514
"1980-10-16",2.1017
"1980-10-17",0.321
"1980-10-18",2.6118
"1980-10-19",4.8614
"1980-10-20",4.8414
"1980-10-21",3.8412
"1980-10-22",-0.5887
"1980-10-23",3.002
"1980-10-24",6.9512
"1980-10-25",4.5112
"1980-10-26",2.9514
"1980-10-27",3.4909
"1980-10-28",2.861
"1980-10-29",4.6416
"1980-10-30",4.5311
"1980-10-31",7.6364
"1980-11-01",8.277
"1980-11-02",7.6164
"1980-11-03",11.1366
"1980-11-04",9.4571
"1980-11-05",8.217
"1980-11-06",4.4065
"1980-11-07",5.777
"1980-11-08",6.3271
"1980-11-09",3.7272
"1980-11-10",1.3565
"1980-11-11",1.5669
"1980-11-12",-0.8438
"1980-11-13",-1.1435
"1980-11-14",2.2169
"1980-11-15",1.7068
"1980-11-16",0.4867
"1980-11-17",3.1865
"1980-11-18",5.9968
"1980-11-19",6.2166
"1980-11-20",5.0765
"1980-11-21",5.797
"1980-11-22",2.8762
"1980-11-23",3.8471
"1980-11-24",0.1365
"1980-11-25",3.3064
"1980-11-26",3.1666
"1980-11-27",5.6865
"1980-11-28",4.9167
"1980-11-29",3.8671
"1980-11-30",0.9193
"1980-12-01",2.1793
"1980-12-02",2.9891
"1980-12-03",4.0692
"1980-12-04",0.9193
"1980-12-05",0.4891
"1980-12-06",-1.3315
"1980-12-07",-4.7506
"1980-12-08",-4.6108
"1980-12-09",-3.5906
"1980-12-10",-0.9213
"1980-12-11",0.7089
"1980-12-12",0.3786
"1980-12-13",-0.4806
"1980-12-14",1.7984
"1980-12-15",6.5986
"1980-12-16",5.8287
"1980-12-17",2.9091
"1980-12-18",0.3093
"1980-12-19",0.609
"1980-12-20",5.3892
"1980-12-21",7.1886
"1980-12-22",4.249
"1980-12-23",3.639
"1980-12-24",5.7794
"1980-12-25",9.9589
"1980-12-26",10.6794
"1980-12-27",6.7385
"1980-12-28",2.6388
"1980-12-29",3.5485
"1980-12-30",8.4991
"1980-12-31",6.2037
"1981-01-01",1.5545
"1981-01-02",0.1237
"1981-01-03",1.5045
"1981-01-04",3.5541
"1981-01-05",0.9141
"1981-01-06",3.1839
"1981-01-07",1.6237
"1981-01-08",1.3546
"1981-01-09",2.5537
"1981-01-10",-2.086
"1981-01-11",0.8641
"1981-01-12",0.0545
"1981-01-13",-1.106
"1981-01-14",-2.6855
"1981-01-15",-0.9255
"1981-01-16",1.8542
"1981-01-17",2.7138
"1981-01-18",4.7237
"1981-01-19",6.8641
"1981-01-20",3.7142
"1981-01-21",6.8437
"1981-01-22",6.2941
"1981-01-23",2.9341
"1981-01-24",-0.0159
"1981-01-25",0.1146
"1981-01-26",2.5037
"1981-01-27",-0.2362
"1981-01-28",0.7846
"1981-01-29",-0.8857
"1981-01-30",-3.326
"1981-01-31",-0.2964
"1981-02-01",-0.1772
"1981-02-02",-1.5069
"1981-02-03",-2.497
"1981-02-04",-1.4864
"1981-02-05",1.4932
"1981-02-06",-1.7362
"1981-02-07",-2.0167
"1981-02-08",-1.1969
"1981-02-09",-1.8668
"1981-02-10",-2.2665
"1981-02-11",1.7032
"1981-02-12",7.1639
"1981-02-13",6.0431
"1981-02-14",6.6336
"1981-02-15",7.0129
"1981-02-16",6.7335
"1981-02-17",3.2736
"1981-02-18",6.6132
"1981-02-19",4.0731
"1981-02-20",2.363
"1981-02-21",1.0231
"1981-02-22",4.0731
"1981-02-23",3.0636
"1981-02-24",2.8035
"1981-02-25",0.7437
"1981-02-26",3.0238
"1981-02-27",4.4636
"1981-02-28",1.5352
"1981-03-01",3.3452
"1981-03-02",2.7547
"1981-03-03",2.1347
"1981-03-04",1.735
"1981-03-05",-1.6249
"1981-03-06",-1.8657
"1981-03-07",3.8845
"1981-03-08",0.7346
"1981-03-09",2.0848
"1981-03-10",3.5745
"1981-03-11",1.9144
"1981-03-12",3.025
"1981-03-13",3.4644
"1981-03-14",3.6847
"1981-03-15",5.045
"1981-03-16",3.2146
"1981-03-17",-0.2658
"1981-03-18",0.1044
"1981-03-19",5.3346
"1981-03-20",4.1344
"1981-03-21",3.645
"1981-03-22",4.215
"1981-03-23",5.2744
"1981-03-24",3.2543
"1981-03-25",5.6753
"1981-03-26",3.9243
"1981-03-27",1.9042
"1981-03-28",3.285
"1981-03-29",3.7551
"1981-03-30",2.5549
"1981-03-31",5.0757
"1981-04-01",3.7858
"1981-04-02",2.8558
"1981-04-03",3.3656
"1981-04-04",2.2948
"1981-04-05",3.5552
"1981-04-06",1.9054
"1981-04-07",1.6748
"1981-04-08",4.4148
"1981-04-09",3.025
"1981-04-10",0.3349
"1981-04-11",3.8153
"1981-04-12",2.355
"1981-04-13",0.805
"1981-04-14",4.3456
"1981-04-15",7.265
"1981-04-16",6.7551
"1981-04-17",6.4258
"1981-04-18",4.9849
"1981-04-19",5.715
"1981-04-20",2.2755
"1981-04-21",6.5553
"1981-04-22",10.1355
"1981-04-23",10.8657
"1981-04-24",7.6953
"1981-04-25",3.1953
"1981-04-26",5.8649
"1981-04-27",3.805
"1981-04-28",9.1556
"1981-04-29",11.4255
"1981-04-30",12.117
"1981-05-01",9.167
"1981-05-02",5.9069
"1981-05-03",3.4564
"1981-05-04",3.5166
"1981-05-05",4.2865
"1981-05-06",3.0772
"1981-05-07",3.6063
"1981-05-08",4.7964
"1981-05-09",8.237
"1981-05-10",3.0363
"1981-05-11",6.0261
"1981-05-12",3.897
"1981-05-13",5.5572
"1981-05-14",6.2362
"1981-05-15",6.5962
"1981-05-16",4.4069
"1981-05-17",5.5072
"1981-05-18",9.5167
"1981-05-19",6.9663
"1981-05-20",7.9871
"1981-05-21",6.2271
"1981-05-22",7.4364
"1981-05-23",11.2472
"1981-05-24",13.3468
"1981-05-25",11.497
"1981-05-26",6.3872
"1981-05-27",6.5064
"1981-05-28",9.9368
"1981-05-29",13.4762
"1981-05-30",9.9663
"1981-05-31",6.1874
"1981-06-01",6.628
"1981-06-02",9.7971
"1981-06-03",11.1473
"1981-06-04",12.0478
"1981-06-05",13.4376
"1981-06-06",10.6976
"1981-06-07",9.4871
"1981-06-08",11.857
"1981-06-09",9.2669
"1981-06-10",8.447
"1981-06-11",8.7173
"1981-06-12",8.1075
"1981-06-13",7.7669
"1981-06-14",6.5269
"1981-06-15",8.9875
"1981-06-16",11.7673
"1981-06-17",5.4879
"1981-06-18",9.0579
"1981-06-19",12.3873
"1981-06-20",13.1674
"1981-06-21",6.2373
"1981-06-22",10.9872
"1981-06-23",6.0874
"1981-06-24",8.128
"1981-06-25",10.1571
"1981-06-26",8.4073
"1981-06-27",7.0469
"1981-06-28",8.4277
"1981-06-29",11.2972
"1981-06-30",11.2097
"1981-07-01",8.17
"1981-07-02",10.2207
"1981-07-03",16.55
"1981-07-04",15.67
"1981-07-05",13.6306
"1981-07-06",7.9701
"1981-07-07",7.9701
"1981-07-08",7.3603
"1981-07-09",7.2105
"1981-07-10",6.0204
"1981-07-11",7.8906
"1981-07-12",9.36
"1981-07-13",7.8804
"1981-07-14",9.4304
"1981-07-15",10.91
"1981-07-16",9.6904
"1981-07-17",9.6507
"1981-07-18",8.9001
"1981-07-19",10.2502
"1981-07-20",11.8797
"1981-07-21",10.3399
"1981-07-22",10.7703
"1981-07-23",10.3502
"1981-07-24",10.2207
"1981-07-25",12.8403
"1981-07-26",15.1897
"1981-07-27",18.7098
"1981-07-28",12.6507
"1981-07-29",9.3906
"1981-07-30",9.93
"1981-07-31",8.623
"1981-08-01",8.3834
"1981-08-02",8.5435
"1981-08-03",9.7336
"1981-08-04",12.7938
"1981-08-05",12.6836
"1981-08-06",14.044
"1981-08-07",13.0731
"1981-08-08",17.7537
"1981-08-09",18.6939
"1981-08-10",18.2931
"1981-08-11",14.8434
"1981-08-12",11.7537
"1981-08-13",10.2638
"1981-08-14",9.9732
"1981-08-15",10.3433
"1981-08-16",10.9838
"1981-08-17",13.1333
"1981-08-18",13.0232
"1981-08-19",10.9338
"1981-08-20",8.7139
"1981-08-21",9.4735
"1981-08-22",11.3437
"1981-08-23",10.173
"1981-08-24",11.9138
"1981-08-25",9.9629
"1981-08-26",10.7237
"1981-08-27",9.243
"1981-08-28",9.033
"1981-08-29",9.5439
"1981-08-30",9.6836
"1981-08-31",8.5435
"1981-09-01",11.7934
"1981-09-02",7.9531
"1981-09-03",8.053
"1981-09-04",7.4535
"1981-09-05",9.3634
"1981-09-06",9.4134
"1981-09-07",14.8729
"1981-09-08",9.5632
"1981-09-09",7.8134
"1981-09-10",9.3236
"1981-09-11",10.6738
"1981-09-12",10.0538
"1981-09-13",8.2835
"1981-09-14",8.8729
"1981-09-15",13.1333
"1981-09-16",9.0727
"1981-09-17",9.243
"1981-09-18",12.1738
"1981-09-19",8.4629
"1981-09-20",7.5432
"1981-09-21",7.8736
"1981-09-22",6.0136
"1981-09-23",4.6328
"1981-09-24",3.3338
"1981-09-25",7.1537
"1981-09-26",6.8834
"1981-09-27",9.4735
"1981-09-28",7.533
"1981-09-29",6.2532
"1981-09-30",6.5064
"1981-10-01",7.5466
"1981-10-02",6.4156
"1981-10-03",3.3066
"1981-10-04",4.7555
"1981-10-05",5.1961
"1981-10-06",9.0364
"1981-10-07",6.1556
"1981-10-08",3.8062
"1981-10-09",3.3656
"1981-10-10",5.2665
"1981-10-11",3.0363
"1981-10-12",3.5359
"1981-10-13",1.4057
"1981-10-14",2.1665
"1981-10-15",2.8864
"1981-10-16",4.7861
"1981-10-17",5.6957
"1981-10-18",8.0757
"1981-10-19",7.8759
"1981-10-20",3.7165
"1981-10-21",1.2865
"1981-10-22",1.7157
"1981-10-23",3.4655
"1981-10-24",5.6355
"1981-10-25",6.3963
"1981-10-26",9.1261
"1981-10-27",7.2661
"1981-10-28",4.6465
"1981-10-29",3.3463
"1981-10-30",3.3259
"1981-10-31",7.6011
"1981-11-01",8.1404
"1981-11-02",6.0704
"1981-11-03",5.6105
"1981-11-04",1.3512
"1981-11-05",0.8107
"1981-11-06",4.701
"1981-11-07",6.0806
"1981-11-08",5.4902
"1981-11-09",5.6809
"1981-11-10",2.2108
"1981-11-11",4.4103
"1981-11-12",5.5004
"1981-11-13",4.6908
"1981-11-14",5.2006
"1981-11-15",3.2203
"1981-11-16",4.5511
"1981-11-17",4.4205
"1981-11-18",3.5212
"1981-11-19",4.3513
"1981-11-20",3.4008
"1981-11-21",5.7411
"1981-11-22",3.9107
"1981-11-23",4.2002
"1981-11-24",3.0511
"1981-11-25",1.9905
"1981-11-26",1.0503
"1981-11-27",-2.279
"1981-11-28",-3.1091
"1981-11-29",0.101
"1981-11-30",2.9216
"1981-12-01",4.802
"1981-12-02",3.922
"1981-12-03",3.4621
"1981-12-04",3.3815
