,"(deg C) Mean Temperature (gridMET) at -123.1250E,44.3430N, 1979-01-01 to 2026-04-12"
"1979-11-05",8.6926
"1979-11-06",9.1628
"1979-11-07",10.7626
"1979-11-08",9.6276
"1979-11-09",6.1881
"1979-11-10",6.473
"1979-11-11",5.2479
"1979-11-12",5.6229
"1979-11-13",7.4127
"1979-11-14",7.8926
"1979-11-15",8.4877
"1979-11-16",9.8776
"1979-11-17",6.4126
"1979-11-18",3.9977
"1979-11-19",4.9375
"1979-11-20",3.4529
"1979-11-21",5.3622
"1979-11-22",6.2227
"1979-11-23",4.4724
"1979-11-24",4.6629
"1979-11-25",3.7733
"1979-11-26",2.2878
"1979-11-27",2.1674
"1979-11-28",4.4377
"1979-11-29",5.6372
"1979-11-30",7.8086
"1979-12-01",5.5086
"1979-12-02",10.0685
"1979-12-03",12.0037
"1979-12-04",7.8185
"1979-12-05",5.694
"1979-12-06",5.4185
"1979-12-07",7.0835
"1979-12-08",9.0084
"1979-12-09",8.8986
"1979-12-10",4.2938
"1979-12-11",2.9183
"1979-12-12",4.0782
"1979-12-13",5.1386
"1979-12-14",5.8189
"1979-12-15",9.5234
"1979-12-16",6.5589
"1979-12-17",9.7088
"1979-12-18",9.3635
"1979-12-19",7.4638
"1979-12-20",6.8838
"1979-12-21",5.4683
"1979-12-22",2.7035
"1979-12-23",3.0982
"1979-12-24",6.7187
"1979-12-25",6.6533
"1979-12-26",6.2642
"1979-12-27",5.304
"1979-12-28",5.9339
"1979-12-29",6.6389
"1979-12-30",6.1835
"1979-12-31",6.0583
"1980-01-01",5.8981
"1980-01-02",5.7282
"1980-01-03",5.3683
"1980-01-04",5.3985
"1980-01-05",3.9579
"1980-01-06",1.3182
"1980-01-07",-0.2572
"1980-01-08",2.6584
"1980-01-09",3.2536
"1980-01-10",0.293
"1980-01-11",2.5682
"1980-01-12",7.783
"1980-01-13",7.8032
"1980-01-14",6.4427
"1980-01-15",5.0078
"1980-01-16",6.7281
"1980-01-17",3.2234
"1980-01-18",-0.1769
"1980-01-19",0.6181
"1980-01-20",3.538
"1980-01-21",4.5129
"1980-01-22",4.2782
"1980-01-23",5.1831
"1980-01-24",6.6728
"1980-01-25",2.978
"1980-01-26",0.0331
"1980-01-27",-4.4414
"1980-01-28",-6.9269
"1980-01-29",-7.1969
"1980-01-30",-3.8569
"1980-01-31",2.0969
"1980-02-01",6.9915
"1980-02-02",9.3466
"1980-02-03",7.0915
"1980-02-04",6.2166
"1980-02-05",7.1067
"1980-02-06",5.8715
"1980-02-07",5.3813
"1980-02-08",5.4112
"1980-02-09",4.256
"1980-02-10",6.6567
"1980-02-11",5.3466
"1980-02-12",5.9015
"1980-02-13",3.3663
"1980-02-14",4.0715
"1980-02-15",7.1265
"1980-02-16",9.2615
"1980-02-17",7.3761
"1980-02-18",8.3511
"1980-02-19",8.4561
"1980-02-20",5.5316
"1980-02-21",3.9967
"1980-02-22",5.2213
"1980-02-23",6.7562
"1980-02-24",8.8659
"1980-02-25",8.4416
"1980-02-26",11.5564
"1980-02-27",10.7869
"1980-02-28",7.4362
"1980-02-29",10.5139
"1980-03-01",11.1694
"1980-03-02",11.4796
"1980-03-03",10.5793
"1980-03-04",10.084
"1980-03-05",9.3444
"1980-03-06",8.4498
"1980-03-07",8.2396
"1980-03-08",8.5444
"1980-03-09",7.7792
"1980-03-10",8.2794
"1980-03-11",5.9543
"1980-03-12",5.244
"1980-03-13",5.0939
"1980-03-14",5.2145
"1980-03-15",4.4794
"1980-03-16",5.0543
"1980-03-17",7.0844
"1980-03-18",7.0645
"1980-03-19",6.9991
"1980-03-20",6.264
"1980-03-21",8.1843
"1980-03-22",8.5541
"1980-03-23",6.1339
"1980-03-24",6.5943
"1980-03-25",7.5794
"1980-03-26",6.819
"1980-03-27",6.8792
"1980-03-28",7.7842
"1980-03-29",7.3842
"1980-03-30",5.9689
"1980-03-31",6.4171
"1980-04-01",7.6666
"1980-04-02",8.2265
"1980-04-03",10.4969
"1980-04-04",11.3311
"1980-04-05",9.4868
"1980-04-06",7.1118
"1980-04-07",7.8065
"1980-04-08",8.3963
"1980-04-09",9.7066
"1980-04-10",9.311
"1980-04-11",11.8115
"1980-04-12",16.4314
"1980-04-13",17.0064
"1980-04-14",11.3766
"1980-04-15",11.7461
"1980-04-16",12.4419
"1980-04-17",11.8867
"1980-04-18",13.7114
"1980-04-19",12.6016
"1980-04-20",11.077
"1980-04-21",9.4967
"1980-04-22",10.7117
"1980-04-23",11.8368
"1980-04-24",11.1716
"1980-04-25",10.4764
"1980-04-26",14.3414
"1980-04-27",16.8364
"1980-04-28",13.0265
"1980-04-29",10.1812
"1980-04-30",11.8855
"1980-05-01",15.4609
"1980-05-02",12.131
"1980-05-03",13.7159
"1980-05-04",14.421
"1980-05-05",12.3607
"1980-05-06",11.7912
"1980-05-07",12.621
"1980-05-08",12.4707
"1980-05-09",10.0913
"1980-05-10",10.0412
"1980-05-11",13.621
"1980-05-12",12.2509
"1980-05-13",10.4608
"1980-05-14",11.2056
"1980-05-15",11.6962
"1980-05-16",11.9356
"1980-05-17",14.9263
"1980-05-18",16.3805
"1980-05-19",14.1161
"1980-05-20",14.1559
"1980-05-21",14.6162
"1980-05-22",10.2506
"1980-05-23",8.896
"1980-05-24",9.2612
"1980-05-25",10.711
"1980-05-26",10.3908
"1980-05-27",11.8512
"1980-05-28",12.6761
"1980-05-29",15.0908
"1980-05-30",14.2059
"1980-05-31",15.2545
"1980-06-01",11.7741
"1980-06-02",9.7741
"1980-06-03",11.1
"1980-06-04",12.9343
"1980-06-05",12.5942
"1980-06-06",13.5246
"1980-06-07",13.2247
"1980-06-08",16.6443
"1980-06-09",14.8945
"1980-06-10",14.4643
"1980-06-11",13.7543
"1980-06-12",14.0098
"1980-06-13",12.5195
"1980-06-14",14.93
"1980-06-15",16.6592
"1980-06-16",14.7046
"1980-06-17",15.3697
"1980-06-18",15.9997
"1980-06-19",17.1247
"1980-06-20",15.6743
"1980-06-21",14.7995
"1980-06-22",15.1246
"1980-06-23",14.8644
"1980-06-24",13.6149
"1980-06-25",13.405
"1980-06-26",14.6092
"1980-06-27",16.8045
"1980-06-28",16.5946
"1980-06-29",15.4445
"1980-06-30",16.228
"1980-07-01",17.6485
"1980-07-02",15.5731
"1980-07-03",12.0932
"1980-07-04",15.5636
"1980-07-05",16.2884
"1980-07-06",18.4831
"1980-07-07",19.7132
"1980-07-08",17.3037
"1980-07-09",15.5788
"1980-07-10",17.1585
"1980-07-11",16.7431
"1980-07-12",19.2036
"1980-07-13",19.543
"1980-07-14",18.928
"1980-07-15",20.2132
"1980-07-16",20.0883
"1980-07-17",18.1434
"1980-07-18",18.723
"1980-07-19",19.3233
"1980-07-20",22.5882
"1980-07-21",26.0131
"1980-07-22",21.1485
"1980-07-23",20.6934
"1980-07-24",18.8978
"1980-07-25",20.4829
"1980-07-26",21.4785
"1980-07-27",22.8532
"1980-07-28",22.5736
"1980-07-29",19.9482
"1980-07-30",20.0032
"1980-07-31",20.6147
"1980-08-01",17.5545
"1980-08-02",17.1693
"1980-08-03",18.2994
"1980-08-04",16.3692
"1980-08-05",15.0999
"1980-08-06",17.6595
"1980-08-07",19.6493
"1980-08-08",17.6944
"1980-08-09",21.4792
"1980-08-10",22.0245
"1980-08-11",17.7795
"1980-08-12",18.199
"1980-08-13",18.7543
"1980-08-14",15.9594
"1980-08-15",15.389
"1980-08-16",17.4642
"1980-08-17",17.9189
"1980-08-18",15.8746
"1980-08-19",17.8494
"1980-08-20",17.3445
"1980-08-21",15.7594
"1980-08-22",17.0741
"1980-08-23",16.8043
"1980-08-24",17.1643
"1980-08-25",17.1897
"1980-08-26",15.3046
"1980-08-27",16.7348
"1980-08-28",15.2047
"1980-08-29",16.2796
"1980-08-30",13.3393
"1980-08-31",16.5548
"1980-09-01",15.3801
"1980-09-02",15.6801
"1980-09-03",15.995
"1980-09-04",17.0951
"1980-09-05",19.1451
"1980-09-06",17.4402
"1980-09-07",17.63
"1980-09-08",17.7
"1980-09-09",22.32
"1980-09-10",20.0653
"1980-09-11",15.385
"1980-09-12",14.1553
"1980-09-13",12.3747
"1980-09-14",14.6453
"1980-09-15",17.9701
"1980-09-16",20.3604
"1980-09-17",16.3249
"1980-09-18",13.445
"1980-09-19",14.4047
"1980-09-20",13.3007
"1980-09-21",11.8849
"1980-09-22",13.2402
"1980-09-23",16.5346
"1980-09-24",16.6802
"1980-09-25",20.0651
"1980-09-26",16.9199
"1980-09-27",14.405
"1980-09-28",16.7246
"1980-09-29",18.395
"1980-09-30",15.5193
"1980-10-01",16.2984
"1980-10-02",20.9888
"1980-10-03",17.4486
"1980-10-04",18.1241
"1980-10-05",19.2185
"1980-10-06",17.1689
"1980-10-07",16.8539
"1980-10-08",13.979
"1980-10-09",13.8337
"1980-10-10",12.6737
"1980-10-11",10.1241
"1980-10-12",10.929
"1980-10-13",9.1539
"1980-10-14",9.0889
"1980-10-15",9.7237
"1980-10-16",9.3637
"1980-10-17",8.5237
"1980-10-18",10.4739
"1980-10-19",12.8536
"1980-10-20",10.6438
"1980-10-21",9.9138
"1980-10-22",9.3285
"1980-10-23",12.7293
"1980-10-24",11.0285
"1980-10-25",7.3237
"1980-10-26",7.0442
"1980-10-27",9.9134
"1980-10-28",11.4385
"1980-10-29",12.4089
"1980-10-30",11.9085
"1980-10-31",10.1139
"1980-11-01",10.7987
"1980-11-02",11.8688
"1980-11-03",14.3336
"1980-11-04",15.7239
"1980-11-05",12.1539
"1980-11-06",8.8986
"1980-11-07",9.5038
"1980-11-08",8.3839
"1980-11-09",7.1688
"1980-11-10",6.5336
"1980-11-11",6.6588
"1980-11-12",4.9185
"1980-11-13",5.2836
"1980-11-14",6.3591
"1980-11-15",6.434
"1980-11-16",6.9235
"1980-11-17",7.9635
"1980-11-18",10.484
"1980-11-19",9.9789
"1980-11-20",8.3936
"1980-11-21",9.2542
"1980-11-22",7.7884
"1980-11-23",6.7339
"1980-11-24",4.9186
"1980-11-25",6.9584
"1980-11-26",8.3835
"1980-11-27",8.6689
"1980-11-28",7.914
"1980-11-29",7.7992
"1980-11-30",3.5415
"1980-12-01",4.6767
"1980-12-02",7.5567
"1980-12-03",6.5417
"1980-12-04",2.7463
"1980-12-05",2.7617
"1980-12-06",0.5213
"1980-12-07",-0.8983
"1980-12-08",0.4265
"1980-12-09",2.1866
"1980-12-10",4.266
"1980-12-11",5.8016
"1980-12-12",5.7262
"1980-12-13",4.8314
"1980-12-14",5.4463
"1980-12-15",10.996
"1980-12-16",10.756
"1980-12-17",7.9467
"1980-12-18",5.3865
"1980-12-19",5.5066
"1980-12-20",8.1763
"1980-12-21",9.0415
"1980-12-22",7.1817
"1980-12-23",7.2612
"1980-12-24",8.1415
"1980-12-25",12.0666
"1980-12-26",12.8065
"1980-12-27",9.5411
"1980-12-28",6.0764
"1980-12-29",7.666
"1980-12-30",11.2263
"1980-12-31",9.2592
"1981-01-01",5.9348
"1981-01-02",5.0441
"1981-01-03",4.0346
"1981-01-04",6.6897
"1981-01-05",5.5642
"1981-01-06",6.0793
"1981-01-07",5.7444
"1981-01-08",6.0444
"1981-01-09",5.684
"1981-01-10",3.5494
"1981-01-11",5.9596
"1981-01-12",5.6996
"1981-01-13",4.349
"1981-01-14",3.2297
"1981-01-15",3.9898
"1981-01-16",4.3444
"1981-01-17",5.6795
"1981-01-18",8.7039
"1981-01-19",8.9845
"1981-01-20",8.6493
"1981-01-21",9.0793
"1981-01-22",8.3842
"1981-01-23",5.0193
"1981-01-24",2.3293
"1981-01-25",3.8097
"1981-01-26",4.7139
"1981-01-27",2.7644
"1981-01-28",3.6143
"1981-01-29",2.5243
"1981-01-30",1.3346
"1981-01-31",4.2079
"1981-02-01",4.5629
"1981-02-02",4.4632
"1981-02-03",3.8581
"1981-02-04",3.6179
"1981-02-05",3.7579
"1981-02-06",3.6484
"1981-02-07",4.7679
"1981-02-08",5.4277
"1981-02-09",3.5583
"1981-02-10",3.5083
"1981-02-11",7.0581
"1981-02-12",9.5783
"1981-02-13",9.9928
"1981-02-14",9.1235
"1981-02-15",8.7877
"1981-02-16",10.093
"1981-02-17",7.9832
"1981-02-18",9.3377
"1981-02-19",8.0577
"1981-02-20",5.7726
"1981-02-21",7.5729
"1981-02-22",10.1381
"1981-02-23",7.548
"1981-02-24",5.7032
"1981-02-25",4.9835
"1981-02-26",6.3381
"1981-02-27",8.2885
"1981-02-28",9.1763
"1981-03-01",10.2915
"1981-03-02",9.3813
"1981-03-03",6.6409
"1981-03-04",5.376
"1981-03-05",4.4813
"1981-03-06",5.9557
"1981-03-07",7.5662
"1981-03-08",8.1661
"1981-03-09",10.3409
"1981-03-10",9.9958
"1981-03-11",9.9361
"1981-03-12",9.721
"1981-03-13",9.1306
"1981-03-14",9.1661
"1981-03-15",8.9211
"1981-03-16",7.631
"1981-03-17",6.9609
"1981-03-18",7.7062
"1981-03-19",9.8412
"1981-03-20",8.8009
"1981-03-21",8.4064
"1981-03-22",8.291
"1981-03-23",9.7508
"1981-03-24",10.501
"1981-03-25",9.9115
"1981-03-26",8.7456
"1981-03-27",8.1957
"1981-03-28",9.7764
"1981-03-29",6.8915
"1981-03-30",6.2559
"1981-03-31",8.0778
"1981-04-01",8.0478
"1981-04-02",7.2427
"1981-04-03",8.8978
"1981-04-04",9.1172
"1981-04-05",8.1426
"1981-04-06",7.2276
"1981-04-07",6.4576
"1981-04-08",8.5774
"1981-04-09",7.4827
"1981-04-10",6.2925
"1981-04-11",7.4376
"1981-04-12",7.0924
"1981-04-13",10.0125
"1981-04-14",13.408
"1981-04-15",11.5625
"1981-04-16",13.0074
"1981-04-17",13.283
"1981-04-18",13.4771
"1981-04-19",11.2022
"1981-04-20",9.7275
"1981-04-21",10.3826
"1981-04-22",15.8628
"1981-04-23",16.8876
"1981-04-24",11.7478
"1981-04-25",10.0978
"1981-04-26",10.1375
"1981-04-27",9.2027
"1981-04-28",15.343
"1981-04-29",19.3778
"1981-04-30",17.1831
"1981-05-01",13.5431
"1981-05-02",10.3282
"1981-05-03",9.103
"1981-05-04",9.0125
"1981-05-05",8.7725
"1981-05-06",9.2528
"1981-05-07",10.5725
"1981-05-08",9.7027
"1981-05-09",13.4331
"1981-05-10",10.6077
"1981-05-11",11.9478
"1981-05-12",12.7579
"1981-05-13",11.3079
"1981-05-14",11.2278
"1981-05-15",10.6573
"1981-05-16",10.6526
"1981-05-17",10.7582
"1981-05-18",12.9178
"1981-05-19",11.6979
"1981-05-20",13.703
"1981-05-21",12.2827
"1981-05-22",14.4424
"1981-05-23",15.3828
"1981-05-24",16.1478
"1981-05-25",15.7577
"1981-05-26",14.003
"1981-05-27",14.7428
"1981-05-28",18.2729
"1981-05-29",17.8925
"1981-05-30",15.1527
"1981-05-31",14.5379
"1981-06-01",13.818
"1981-06-02",16.0524
"1981-06-03",16.9277
"1981-06-04",16.2581
"1981-06-05",17.7327
"1981-06-06",14.9227
"1981-06-07",13.0224
"1981-06-08",14.2726
"1981-06-09",14.5823
"1981-06-10",13.9622
"1981-06-11",13.8424
"1981-06-12",11.5224
"1981-06-13",12.3071
"1981-06-14",13.7824
"1981-06-15",16.2227
"1981-06-16",16.0327
"1981-06-17",12.8632
"1981-06-18",13.1678
"1981-06-19",17.7124
"1981-06-20",17.5224
"1981-06-21",14.2426
"1981-06-22",17.3724
"1981-06-23",14.1428
"1981-06-24",17.1378
"1981-06-25",18.2773
"1981-06-26",15.7479
"1981-06-27",15.2275
"1981-06-28",17.0327
"1981-06-29",19.6227
"1981-06-30",17.424
"1981-07-01",16.7093
"1981-07-02",20.8049
"1981-07-03",24.1293
"1981-07-04",23.5096
"1981-07-05",18.05
"1981-07-06",13.4297
"1981-07-07",14.5296
"1981-07-08",15.7896
"1981-07-09",14.1995
"1981-07-10",13.4098
"1981-07-11",15.4647
"1981-07-12",16.3791
"1981-07-13",16.1597
"1981-07-14",18.6545
"1981-07-15",19.5541
"1981-07-16",18.8548
"1981-07-17",18.2094
"1981-07-18",17.9342
"1981-07-19",18.9892
"1981-07-20",19.5695
"1981-07-21",18.2842
"1981-07-22",18.6697
"1981-07-23",18.1892
"1981-07-24",18.1748
"1981-07-25",21.6048
"1981-07-26",24.7393
"1981-07-27",26.4042
"1981-07-28",19.4296
"1981-07-29",16.4249
"1981-07-30",17.5445
"1981-07-31",17.5824
"1981-08-01",17.5273
"1981-08-02",16.8326
"1981-08-03",16.7325
"1981-08-04",19.6628
"1981-08-05",21.2075
"1981-08-06",23.388
"1981-08-07",23.8974
"1981-08-08",26.9925
"1981-08-09",28.2025
"1981-08-10",27.9324
"1981-08-11",24.7477
"1981-08-12",20.9228
"1981-08-13",20.2625
"1981-08-14",19.4625
"1981-08-15",20.3122
"1981-08-16",20.9725
"1981-08-17",22.2276
"1981-08-18",22.3273
"1981-08-19",18.8224
"1981-08-20",16.9377
"1981-08-21",18.4678
"1981-08-22",20.3529
"1981-08-23",18.9922
"1981-08-24",17.6075
"1981-08-25",16.7521
"1981-08-26",17.4825
"1981-08-27",17.4423
"1981-08-28",18.3625
"1981-08-29",17.5175
"1981-08-30",17.2124
"1981-08-31",16.5398
"1981-09-01",17.5647
"1981-09-02",16.5797
"1981-09-03",16.7192
"1981-09-04",16.0445
"1981-09-05",18.0496
"1981-09-06",21.1143
"1981-09-07",24.0095
"1981-09-08",19.7443
"1981-09-09",17.3847
"1981-09-10",18.4898
"1981-09-11",19.8146
"1981-09-12",19.3249
"1981-09-13",18.4547
"1981-09-14",19.6845
"1981-09-15",22.5795
"1981-09-16",19.3293
"1981-09-17",18.9693
"1981-09-18",18.7547
"1981-09-19",15.0396
"1981-09-20",13.5693
"1981-09-21",13.5698
"1981-09-22",12.4098
"1981-09-23",12.2242
"1981-09-24",11.0294
"1981-09-25",13.305
"1981-09-26",11.3897
"1981-09-27",14.1298
"1981-09-28",12.3841
"1981-09-29",12.7646
"1981-09-30",13.6137
"1981-10-01",14.6585
"1981-10-02",11.698
"1981-10-03",8.4138
"1981-10-04",9.9378
"1981-10-05",8.7734
"1981-10-06",13.2838
"1981-10-07",9.6082
"1981-10-08",7.6986
"1981-10-09",8.738
"1981-10-10",8.8186
"1981-10-11",8.4938
"1981-10-12",9.2335
"1981-10-13",8.7982
"1981-10-14",9.6736
"1981-10-15",11.0489
"1981-10-16",12.2884
"1981-10-17",14.0881
"1981-10-18",16.5285
"1981-10-19",15.5531
"1981-10-20",11.4235
"1981-10-21",9.7639
"1981-10-22",10.913
"1981-10-23",11.6878
"1981-10-24",12.7181
"1981-10-25",13.2036
"1981-10-26",12.0087
"1981-10-27",10.4837
"1981-10-28",8.2033
"1981-10-29",6.5733
"1981-10-30",7.9832
"1981-10-31",13.446
"1981-11-01",13.8108
"1981-11-02",12.7453
"1981-11-03",9.4557
"1981-11-04",7.3907
"1981-11-05",8.2154
"1981-11-06",10.1605
"1981-11-07",11.5405
"1981-11-08",11.4952
"1981-11-09",12.1358
"1981-11-10",7.241
"1981-11-11",9.8504
"1981-11-12",9.5753
"1981-11-13",9.0356
"1981-11-14",7.9108
"1981-11-15",7.4454
"1981-11-16",7.1956
"1981-11-17",7.1757
"1981-11-18",6.8809
"1981-11-19",7.0758
"1981-11-20",7.7459
"1981-11-21",8.1059
"1981-11-22",7.2659
"1981-11-23",6.3257
"1981-11-24",5.4956
"1981-11-25",5.5354
"1981-11-26",4.7855
"1981-11-27",3.1258
"1981-11-28",3.0658
"1981-11-29",2.966
"1981-11-30",5.562
"1981-12-01",7.8123
"1981-12-02",7.0975
"1981-12-03",7.1075
"1981-12-04",8.4021
"1981-12-05",9.5018
"1981-12-06",8.5422
"1981-12-07",6.197
"1981-12-08",5.5426
"1981-12-09",7.3175
"1981-12-10",6.1771
