,"(deg C) Mean Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"1979-09-22",25.2077
"1979-09-23",18.3328
"1979-09-24",15.6228
"1979-09-25",15.0382
"1979-09-26",17.8475
"1979-09-27",20.1329
"1979-09-28",22.048
"1979-09-29",23.0631
"1979-09-30",22.0299
"1979-10-01",23.4047
"1979-10-02",22.9752
"1979-10-03",19.4697
"1979-10-04",16.3347
"1979-10-05",13.3903
"1979-10-06",13.3699
"1979-10-07",14.3251
"1979-10-08",13.99
"1979-10-09",19.2447
"1979-10-10",10.175
"1979-10-11",7.7602
"1979-10-12",14.6451
"1979-10-13",14.1201
"1979-10-14",7.4098
"1979-10-15",9.94
"1979-10-16",15.9848
"1979-10-17",18.0447
"1979-10-18",19.4152
"1979-10-19",19.8504
"1979-10-20",20.8948
"1979-10-21",21.5999
"1979-10-22",20.8549
"1979-10-23",19.0751
"1979-10-24",11.7296
"1979-10-25",9.2601
"1979-10-26",9.0347
"1979-10-27",7.1248
"1979-10-28",11.3394
"1979-10-29",14.7694
"1979-10-30",17.3451
"1979-10-31",15.588
"1979-11-01",16.0482
"1979-11-02",16.7232
"1979-11-03",11.1833
"1979-11-04",6.2832
"1979-11-05",7.2636
"1979-11-06",10.6236
"1979-11-07",10.0229
"1979-11-08",8.4687
"1979-11-09",14.5381
"1979-11-10",19.5636
"1979-11-11",16.1032
"1979-11-12",10.3982
"1979-11-13",10.7435
"1979-11-14",5.7584
"1979-11-15",4.8735
"1979-11-16",7.9779
"1979-11-17",9.2483
"1979-11-18",12.3628
"1979-11-19",13.9135
"1979-11-20",14.8838
"1979-11-21",14.9834
"1979-11-22",15.7279
"1979-11-23",17.5837
"1979-11-24",18.8833
"1979-11-25",18.1935
"1979-11-26",15.028
"1979-11-27",10.4737
"1979-11-28",12.7085
"1979-11-29",5.9085
"1979-11-30",0.4506
"1979-12-01",2.8056
"1979-12-02",-0.2451
"1979-12-03",-0.3698
"1979-12-04",2.5253
"1979-12-05",5.2701
"1979-12-06",7.63
"1979-12-07",11.7152
"1979-12-08",6.2754
"1979-12-09",2.9505
"1979-12-10",6.1503
"1979-12-11",9.4004
"1979-12-12",13.6352
"1979-12-13",16.1751
"1979-12-14",9.3751
"1979-12-15",3.6502
"1979-12-16",9.5053
"1979-12-17",3.0005
"1979-12-18",0.7707
"1979-12-19",4.3451
"1979-12-20",3.9601
"1979-12-21",5.1501
"1979-12-22",8.4156
"1979-12-23",13.8651
"1979-12-24",14.7453
"1979-12-25",10.1456
"1979-12-26",6.8256
"1979-12-27",6.5353
"1979-12-28",4.7106
"1979-12-29",6.4857
"1979-12-30",6.2649
"1979-12-31",6.7993
"1980-01-01",4.7797
"1980-01-02",3.459
"1980-01-03",4.0242
"1980-01-04",3.3792
"1980-01-05",1.6142
"1980-01-06",0.2696
"1980-01-07",2.4492
"1980-01-08",4.9188
"1980-01-09",7.1541
"1980-01-10",2.8345
"1980-01-11",11.2846
"1980-01-12",8.3195
"1980-01-13",2.6442
"1980-01-14",5.8694
"1980-01-15",9.7139
"1980-01-16",8.7292
"1980-01-17",7.0393
"1980-01-18",10.9191
"1980-01-19",7.6596
"1980-01-20",6.6147
"1980-01-21",8.0789
"1980-01-22",7.5693
"1980-01-23",5.6039
"1980-01-24",0.8995
"1980-01-25",6.7641
"1980-01-26",7.1845
"1980-01-27",3.7195
"1980-01-28",5.8093
"1980-01-29",6.5196
"1980-01-30",-0.0504
"1980-01-31",-2.7758
"1980-02-01",-5.1509
"1980-02-02",-5.1658
"1980-02-03",-4.8414
"1980-02-04",-2.5912
"1980-02-05",-1.6911
"1980-02-06",-1.5161
"1980-02-07",0.0337
"1980-02-08",-0.5912
"1980-02-09",-0.621
"1980-02-10",-0.2908
"1980-02-11",1.5942
"1980-02-12",1.9491
"1980-02-13",2.2092
"1980-02-14",6.6592
"1980-02-15",8.7041
"1980-02-16",8.3388
"1980-02-17",-0.0712
"1980-02-18",1.3041
"1980-02-19",5.574
"1980-02-20",7.9385
"1980-02-21",12.7736
"1980-02-22",17.6336
"1980-02-23",17.809
"1980-02-24",15.424
"1980-02-25",10.2037
"1980-02-26",3.0237
"1980-02-27",3.9939
"1980-02-28",7.5436
"1980-02-29",6.1032
"1980-03-01",-2.9718
"1980-03-02",-7.6316
"1980-03-03",-6.6865
"1980-03-04",-1.3715
"1980-03-05",5.9887
"1980-03-06",8.6185
"1980-03-07",11.9083
"1980-03-08",13.1436
"1980-03-09",14.8435
"1980-03-10",13.5534
"1980-03-11",9.6188
"1980-03-12",5.0633
"1980-03-13",7.4136
"1980-03-14",6.6183
"1980-03-15",8.2886
"1980-03-16",12.2137
"1980-03-17",15.5484
"1980-03-18",13.3985
"1980-03-19",11.0334
"1980-03-20",14.3579
"1980-03-21",13.9988
"1980-03-22",7.7685
"1980-03-23",6.9735
"1980-03-24",10.3884
"1980-03-25",14.0437
"1980-03-26",12.1934
"1980-03-27",11.4434
"1980-03-28",10.3684
"1980-03-29",16.7434
"1980-03-30",13.988
"1980-03-31",15.3162
"1980-04-01",12.4761
"1980-04-02",16.0066
"1980-04-03",18.1862
"1980-04-04",19.4262
"1980-04-05",10.5561
"1980-04-06",10.8861
"1980-04-07",15.6813
"1980-04-08",18.7913
"1980-04-09",19.5313
"1980-04-10",14.851
"1980-04-11",16.256
"1980-04-12",14.2763
"1980-04-13",18.581
"1980-04-14",18.5462
"1980-04-15",10.351
"1980-04-16",10.6012
"1980-04-17",8.281
"1980-04-18",13.0163
"1980-04-19",16.3513
"1980-04-20",17.5408
"1980-04-21",18.0715
"1980-04-22",17.9514
"1980-04-23",20.886
"1980-04-24",22.3613
"1980-04-25",22.2164
"1980-04-26",21.7611
"1980-04-27",20.8913
"1980-04-28",16.9311
"1980-04-29",15.351
"1980-04-30",13.0338
"1980-05-01",14.0938
"1980-05-02",17.8635
"1980-05-03",20.134
"1980-05-04",21.1385
"1980-05-05",20.9938
"1980-05-06",21.144
"1980-05-07",21.344
"1980-05-08",18.2693
"1980-05-09",13.0887
"1980-05-10",14.4035
"1980-05-11",19.7686
"1980-05-12",23.6587
"1980-05-13",25.2238
"1980-05-14",24.7438
"1980-05-15",18.7438
"1980-05-16",16.9293
"1980-05-17",17.6389
"1980-05-18",19.984
"1980-05-19",23.7738
"1980-05-20",23.2689
"1980-05-21",21.434
"1980-05-22",22.7935
"1980-05-23",24.384
"1980-05-24",23.7987
"1980-05-25",23.3741
"1980-05-26",20.2291
"1980-05-27",19.1085
"1980-05-28",21.8191
"1980-05-29",24.044
"1980-05-30",25.0691
"1980-05-31",23.243
"1980-06-01",24.0532
"1980-06-02",24.9479
"1980-06-03",26.3034
"1980-06-04",24.8778
"1980-06-05",21.3285
"1980-06-06",22.0683
"1980-06-07",25.5882
"1980-06-08",26.4632
"1980-06-09",18.8736
"1980-06-10",20.4778
"1980-06-11",23.3579
"1980-06-12",21.4033
"1980-06-13",19.0183
"1980-06-14",20.2236
"1980-06-15",27.0636
"1980-06-16",26.6733
"1980-06-17",24.398
"1980-06-18",20.8537
"1980-06-19",21.8483
"1980-06-20",24.443
"1980-06-21",21.1584
"1980-06-22",22.3684
"1980-06-23",24.3883
"1980-06-24",22.1482
"1980-06-25",22.9685
"1980-06-26",23.3434
"1980-06-27",26.1536
"1980-06-28",28.2132
"1980-06-29",28.1582
"1980-06-30",25.1778
"1980-07-01",22.6278
"1980-07-02",26.1876
"1980-07-03",26.8131
"1980-07-04",27.723
"1980-07-05",29.2278
"1980-07-06",27.583
"1980-07-07",23.893
"1980-07-08",26.108
"1980-07-09",28.3679
"1980-07-10",29.3826
"1980-07-11",28.0229
"1980-07-12",28.4731
"1980-07-13",27.0577
"1980-07-14",25.5279
"1980-07-15",25.8879
"1980-07-16",27.7729
"1980-07-17",28.2429
"1980-07-18",26.743
"1980-07-19",26.9628
"1980-07-20",27.2632
"1980-07-21",28.3384
"1980-07-22",26.1831
"1980-07-23",25.7131
"1980-07-24",25.7728
"1980-07-25",25.1429
"1980-07-26",25.6031
"1980-07-27",25.3832
"1980-07-28",25.2479
"1980-07-29",26.648
"1980-07-30",28.2678
"1980-07-31",28.4322
"1980-08-01",28.003
"1980-08-02",29.4927
"1980-08-03",30.1629
"1980-08-04",29.2475
"1980-08-05",29.0081
"1980-08-06",28.4031
"1980-08-07",28.1374
"1980-08-08",29.0878
"1980-08-09",29.5722
"1980-08-10",28.6326
"1980-08-11",26.9678
"1980-08-12",27.4829
"1980-08-13",28.1373
"1980-08-14",28.4174
"1980-08-15",27.8376
"1980-08-16",27.8873
"1980-08-17",22.3027
"1980-08-18",23.5477
"1980-08-19",25.2227
"1980-08-20",27.6678
"1980-08-21",25.6478
"1980-08-22",23.7628
"1980-08-23",23.7427
"1980-08-24",23.9925
"1980-08-25",24.9328
"1980-08-26",24.7629
"1980-08-27",24.7925
"1980-08-28",25.4774
"1980-08-29",25.3529
"1980-08-30",25.5332
"1980-08-31",25.828
"1980-09-01",27.9428
"1980-09-02",27.7385
"1980-09-03",27.4537
"1980-09-04",25.0531
"1980-09-05",25.9281
"1980-09-06",26.0379
"1980-09-07",26.3387
"1980-09-08",25.5682
"1980-09-09",24.4434
"1980-09-10",23.1584
"1980-09-11",25.1779
"1980-09-12",24.5781
"1980-09-13",23.3528
"1980-09-14",26.8382
"1980-09-15",26.873
"1980-09-16",26.4784
"1980-09-17",26.8332
"1980-09-18",24.588
"1980-09-19",24.0583
"1980-09-20",24.0483
"1980-09-21",24.983
"1980-09-22",26.6429
"1980-09-23",27.3984
"1980-09-24",26.3438
"1980-09-25",25.6686
"1980-09-26",21.593
"1980-09-27",16.0828
"1980-09-28",12.3482
"1980-09-29",14.1633
"1980-09-30",17.2745
"1980-10-01",16.2247
"1980-10-02",17.365
"1980-10-03",19.2698
"1980-10-04",14.5598
"1980-10-05",12.7451
"1980-10-06",10.4298
"1980-10-07",12.8345
"1980-10-08",15.9796
"1980-10-09",18.8552
"1980-10-10",20.7249
"1980-10-11",21.0598
"1980-10-12",12.0301
"1980-10-13",9.5446
"1980-10-14",11.7047
"1980-10-15",15.0598
"1980-10-16",19.4643
"1980-10-17",20.7348
"1980-10-18",21.1793
"1980-10-19",21.4394
"1980-10-20",14.2647
"1980-10-21",13.8949
"1980-10-22",15.7746
"1980-10-23",14.0049
"1980-10-24",11.6993
"1980-10-25",11.0993
"1980-10-26",6.9194
"1980-10-27",9.5945
"1980-10-28",16.8049
"1980-10-29",13.8998
"1980-10-30",8.1096
"1980-10-31",12.4957
"1980-11-01",12.3552
"1980-11-02",10.3552
"1980-11-03",9.0908
"1980-11-04",14.6405
"1980-11-05",11.8004
"1980-11-06",9.4902
"1980-11-07",10.6505
"1980-11-08",15.4503
"1980-11-09",17.1556
"1980-11-10",15.3504
"1980-11-11",5.9251
"1980-11-12",4.2406
"1980-11-13",8.9203
"1980-11-14",12.0903
"1980-11-15",15.9653
"1980-11-16",9.2106
"1980-11-17",4.7457
"1980-11-18",9.0153
"1980-11-19",3.3054
"1980-11-20",4.9802
"1980-11-21",7.6208
"1980-11-22",4.6706
"1980-11-23",8.7208
"1980-11-24",15.8254
"1980-11-25",9.8904
"1980-11-26",3.8851
"1980-11-27",9.2754
"1980-11-28",6.9906
"1980-11-29",4.4251
"1980-11-30",6.8308
"1980-12-01",9.281
"1980-12-02",11.861
"1980-12-03",5.671
"1980-12-04",3.1412
"1980-12-05",6.1313
"1980-12-06",12.2008
"1980-12-07",15.626
"1980-12-08",13.9707
"1980-12-09",12.9359
"1980-12-10",12.6108
"1980-12-11",4.6756
"1980-12-12",6.2609
"1980-12-13",8.681
"1980-12-14",5.3656
"1980-12-15",5.5712
"1980-12-16",8.0406
"1980-12-17",4.2513
"1980-12-18",5.5263
"1980-12-19",8.956
"1980-12-20",0.5714
"1980-12-21",-4.4189
"1980-12-22",-1.5792
"1980-12-23",2.2355
"1980-12-24",5.1414
"1980-12-25",-0.6739
"1980-12-26",-5.434
"1980-12-27",-2.4341
"1980-12-28",2.2514
"1980-12-29",8.3508
"1980-12-30",6.9857
"1980-12-31",6.1095
"1981-01-01",6.2946
"1981-01-02",2.6848
"1981-01-03",2.8649
"1981-01-04",-2.8352
"1981-01-05",-6.5501
"1981-01-06",-1.3001
"1981-01-07",4.0152
"1981-01-08",-1.6906
"1981-01-09",0.0352
"1981-01-10",-3.5202
"1981-01-11",-5.1602
"1981-01-12",-7.5656
"1981-01-13",-5.0803
"1981-01-14",-0.1303
"1981-01-15",6.0353
"1981-01-16",3.1999
"1981-01-17",-2.82
"1981-01-18",-1.0152
"1981-01-19",3.5045
"1981-01-20",6.3547
"1981-01-21",5.125
"1981-01-22",6.5496
"1981-01-23",4.3446
"1981-01-24",4.445
"1981-01-25",6.8096
"1981-01-26",8.2201
"1981-01-27",11.6949
"1981-01-28",8.6848
"1981-01-29",6.055
"1981-01-30",-1.4501
"1981-01-31",-4.4566
"1981-02-01",3.9639
"1981-02-02",6.9837
"1981-02-03",-1.596
"1981-02-04",-1.396
"1981-02-05",-2.4112
"1981-02-06",1.0136
"1981-02-07",4.4235
"1981-02-08",9.4835
"1981-02-09",3.4733
"1981-02-10",10.0836
"1981-02-11",12.2736
"1981-02-12",-1.9413
"1981-02-13",0.5035
"1981-02-14",4.9784
"1981-02-15",8.009
"1981-02-16",10.1785
"1981-02-17",15.2837
"1981-02-18",14.1883
"1981-02-19",15.5087
"1981-02-20",14.7232
"1981-02-21",12.3986
"1981-02-22",13.5934
"1981-02-23",11.8334
"1981-02-24",9.3639
"1981-02-25",9.964
"1981-02-26",10.1089
"1981-02-27",8.2491
"1981-02-28",12.1327
"1981-03-01",16.2228
"1981-03-02",12.5627
"1981-03-03",6.9128
"1981-03-04",9.0078
"1981-03-05",15.0076
"1981-03-06",7.2131
"1981-03-07",4.2528
"1981-03-08",4.103
"1981-03-09",6.6327
"1981-03-10",9.1627
"1981-03-11",9.7226
"1981-03-12",8.1428
"1981-03-13",11.2532
"1981-03-14",7.3978
"1981-03-15",9.2181
"1981-03-16",7.6179
"1981-03-17",5.8677
"1981-03-18",9.223
"1981-03-19",5.4979
"1981-03-20",3.213
"1981-03-21",6.3578
"1981-03-22",6.1629
"1981-03-23",6.6583
"1981-03-24",9.0281
"1981-03-25",9.8083
"1981-03-26",12.7928
"1981-03-27",15.4076
"1981-03-28",12.5634
"1981-03-29",14.9127
"1981-03-30",17.9528
"1981-03-31",19.3696
"1981-04-01",18.8395
"1981-04-02",17.1445
"1981-04-03",18.9443
"1981-04-04",20.8146
"1981-04-05",21.2296
"1981-04-06",11.7144
"1981-04-07",10.3495
"1981-04-08",15.2649
"1981-04-09",17.5545
"1981-04-10",19.9399
"1981-04-11",21.9397
"1981-04-12",23.6497
"1981-04-13",18.9498
"1981-04-14",19.0997
"1981-04-15",14.0396
"1981-04-16",13.0646
"1981-04-17",18.2247
"1981-04-18",22.3449
"1981-04-19",20.7898
"1981-04-20",18.1344
"1981-04-21",12.7802
"1981-04-22",12.4547
"1981-04-23",20.8798
"1981-04-24",19.0945
"1981-04-25",13.3698
"1981-04-26",14.9947
"1981-04-27",22.9046
"1981-04-28",25.1699
"1981-04-29",23.6797
"1981-04-30",22.7108
"1981-05-01",18.891
"1981-05-02",13.9758
"1981-05-03",13.9709
"1981-05-04",18.4006
"1981-05-05",19.4407
"1981-05-06",20.3505
"1981-05-07",14.3953
"1981-05-08",12.9004
"1981-05-09",15.7208
"1981-05-10",18.2656
"1981-05-11",22.1708
"1981-05-12",17.6507
"1981-05-13",18.051
"1981-05-14",20.7955
"1981-05-15",22.0207
"1981-05-16",16.2012
"1981-05-17",19.0707
"1981-05-18",22.2608
"1981-05-19",21.476
"1981-05-20",13.061
"1981-05-21",15.4604
"1981-05-22",18.5657
"1981-05-23",21.9005
"1981-05-24",23.7204
"1981-05-25",24.411
"1981-05-26",24.1707
"1981-05-27",21.4361
"1981-05-28",22.7057
"1981-05-29",21.6409
"1981-05-30",25.3157
"1981-05-31",26.0705
"1981-06-01",24.9109
"1981-06-02",24.611
"1981-06-03",24.7904
"1981-06-04",26.6658
"1981-06-05",26.4656
"1981-06-06",27.0455
"1981-06-07",25.9106
"1981-06-08",25.7308
"1981-06-09",27.9208
"1981-06-10",29.6755
"1981-06-11",27.5511
"1981-06-12",25.2759
"1981-06-13",27.6207
"1981-06-14",29.1908
"1981-06-15",30.2311
"1981-06-16",30.3407
"1981-06-17",28.9104
"1981-06-18",26.4409
"1981-06-19",26.1758
"1981-06-20",26.4358
"1981-06-21",28.226
"1981-06-22",30.1712
"1981-06-23",28.8208
"1981-06-24",28.076
"1981-06-25",29.9913
"1981-06-26",26.5311
"1981-06-27",23.166
"1981-06-28",20.8806
"1981-06-29",21.906
"1981-06-30",22.1122
"1981-07-01",21.9471
"1981-07-02",20.9522
"1981-07-03",22.0774
"1981-07-04",23.1773
"1981-07-05",24.9472
"1981-07-06",26.1872
"1981-07-07",26.4723
"1981-07-08",28.6472
"1981-07-09",28.2024
"1981-07-10",29.1824
"1981-07-11",28.3973
"1981-07-12",26.5877
"1981-07-13",28.1171
"1981-07-14",29.022
"1981-07-15",26.4375
"1981-07-16",25.9022
"1981-07-17",27.4573
"1981-07-18",26.3118
"1981-07-19",26.8921
"1981-07-20",26.6023
"1981-07-21",28.562
"1981-07-22",26.0619
"1981-07-23",24.4368
"1981-07-24",24.0177
"1981-07-25",25.9275
"1981-07-26",26.6971
"1981-07-27",28.6926
"1981-07-28",28.8422
"1981-07-29",27.9969
"1981-07-30",21.3522
"1981-07-31",18.9976
"1981-08-01",23.1724
"1981-08-02",24.1826
"1981-08-03",24.5775
"1981-08-04",26.7376
"1981-08-05",29.158
"1981-08-06",27.388
"1981-08-07",28.8076
"1981-08-08",27.6379
"1981-08-09",26.8277
"1981-08-10",25.9223
"1981-08-11",27.1978
"1981-08-12",25.8729
"1981-08-13",25.6827
"1981-08-14",24.9776
"1981-08-15",25.0076
"1981-08-16",26.6778
"1981-08-17",24.0327
"1981-08-18",20.2479
"1981-08-19",19.0426
"1981-08-20",20.4475
"1981-08-21",20.2274
"1981-08-22",16.8926
"1981-08-23",20.6323
"1981-08-24",23.4279
"1981-08-25",24.8427
"1981-08-26",22.4029
"1981-08-27",22.0627
"1981-08-28",23.6576
"1981-08-29",23.2677
"1981-08-30",23.973
"1981-08-31",24.161
"1981-09-01",24.3909
"1981-09-02",24.6405
"1981-09-03",25.0561
"1981-09-04",23.6809
"1981-09-05",19.5008
"1981-09-06",22.2257
"1981-09-07",22.5913
"1981-09-08",24.1456
"1981-09-09",20.8155
"1981-09-10",21.026
"1981-09-11",22.1556
"1981-09-12",22.8504
"1981-09-13",23.7412
"1981-09-14",24.2757
"1981-09-15",25.0663
"1981-09-16",23.5209
"1981-09-17",21.2914
"1981-09-18",17.9808
"1981-09-19",14.0458
"1981-09-20",16.0057
"1981-09-21",18.8162
"1981-09-22",20.6761
"1981-09-23",16.9208
"1981-09-24",13.9361
"1981-09-25",15.6459
"1981-09-26",18.0158
"1981-09-27",19.7107
"1981-09-28",20.0814
"1981-09-29",15.911
"1981-09-30",20.1982
"1981-10-01",24.0285
"1981-10-02",14.2586
"1981-10-03",9.4183
"1981-10-04",13.5186
"1981-10-05",17.4133
"1981-10-06",22.3385
"1981-10-07",14.9983
"1981-10-08",12.1683
"1981-10-09",13.1833
"1981-10-10",13.2032
"1981-10-11",13.8933
"1981-10-12",13.5281
"1981-10-13",12.8332
"1981-10-14",12.9079
"1981-10-15",14.4536
"1981-10-16",16.1085
"1981-10-17",14.9777
"1981-10-18",18.418
"1981-10-19",10.0078
"1981-10-20",9.033
"1981-10-21",13.2135
"1981-10-22",17.1881
"1981-10-23",18.1731
"1981-10-24",8.6384
"1981-10-25",7.723
"1981-10-26",16.2583
"1981-10-27",18.1481
"1981-10-28",14.2382
"1981-10-29",15.2684
"1981-10-30",15.0827
"1981-10-31",13.4128
"1981-11-01",14.7524
"1981-11-02",19.0421
"1981-11-03",18.7572
"1981-11-04",18.9023
"1981-11-05",19.0975
"1981-11-06",13.527
"1981-11-07",7.4876
"1981-11-08",8.6173
"1981-11-09",12.6471
"1981-11-10",14.6524
"1981-11-11",13.5373
"1981-11-12",7.5673
"1981-11-13",5.1373
"1981-11-14",6.4575
"1981-11-15",9.4173
"1981-11-16",10.6024
"1981-11-17",11.2825
"1981-11-18",10.4026
"1981-11-19",13.0671
"1981-11-20",13.1423
"1981-11-21",3.9674
"1981-11-22",1.3119
"1981-11-23",3.6723
"1981-11-24",6.4478
"1981-11-25",5.1128
"1981-11-26",7.0675
"1981-11-27",13.6927
"1981-11-28",10.5222
"1981-11-29",5.2122
"1981-11-30",4.7924
"1981-12-01",9.6571
"1981-12-02",12.7825
"1981-12-03",8.4374
"1981-12-04",9.5124
"1981-12-05",5.3375
"1981-12-06",2.4024
"1981-12-07",6.8831
