,"(mm) Precipitation (gridMET) at -76.9743E,34.7660N, 2015-01-01 to 2025-05-01"
2015/4/29,2.9623
2015/4/30,1.0137
2015/5/1,1.7616
2015/5/2,0
2015/5/3,0
2015/5/4,0
2015/5/5,0
2015/5/6,0
2015/5/7,8.1389
2015/5/8,10.058
2015/5/9,27.2116
2015/5/10,28.0678
2015/5/11,2.6966
2015/5/12,10.6681
2015/5/13,0
2015/5/14,0
2015/5/15,0
2015/5/16,0
2015/5/17,0
2015/5/18,0
2015/5/19,6.0033
2015/5/20,0.5511
2015/5/21,3.7496
2015/5/22,0
2015/5/23,0
2015/5/24,0
2015/5/25,0
2015/5/26,0
2015/5/27,0
2015/5/28,0
2015/5/29,0
2015/5/30,0
2015/5/31,0
2015/6/1,0.2756
2015/6/2,35.0651
2015/6/3,36.6988
2015/6/4,2.9721
2015/6/5,0
2015/6/6,16.7305
2015/6/7,0
2015/6/8,0
2015/6/9,8.6309
2015/6/10,0
2015/6/11,0
2015/6/12,0
2015/6/13,0.3149
2015/6/14,1.0334
2015/6/15,0
2015/6/16,0
2015/6/17,12.6758
2015/6/18,4.4877
2015/6/19,4.4779
2015/6/20,0
2015/6/21,0
2015/6/22,0
2015/6/23,0
2015/6/24,11.3275
2015/6/25,0
2015/6/26,1.6632
2015/6/27,3.7496
2015/6/28,0
2015/6/29,0
2015/6/30,0
2015/7/1,0
2015/7/2,0
2015/7/3,1.8207
2015/7/4,0
2015/7/5,1.427
2015/7/6,0
2015/7/7,0
2015/7/8,0
2015/7/9,0
2015/7/10,0
2015/7/11,10.0973
2015/7/12,2.3324
2015/7/13,27.0837
2015/7/14,0
2015/7/15,0
2015/7/16,3.1197
2015/7/17,0
2015/7/18,0
2015/7/19,0
2015/7/20,0
2015/7/21,11.9967
2015/7/22,5.7671
2015/7/23,85.0892
2015/7/24,0
2015/7/25,0
2015/7/26,0
2015/7/27,0
2015/7/28,0
2015/7/29,0
2015/7/30,0.5019
2015/7/31,10.6288
2015/8/1,5.3045
2015/8/2,14.0536
2015/8/3,44.631
2015/8/4,3.5528
2015/8/5,0
2015/8/6,8.0208
2015/8/7,19.6435
2015/8/8,7.637
2015/8/9,0
2015/8/10,0
2015/8/11,39.976
2015/8/12,0
2015/8/13,0
2015/8/14,0
2015/8/15,0
2015/8/16,0
2015/8/17,0
2015/8/18,0
2015/8/19,6.5544
2015/8/20,0
2015/8/21,20.4997
2015/8/22,0
2015/8/23,0
2015/8/24,0
2015/8/25,5.5899
2015/8/26,11.7901
2015/8/27,6.5249
2015/8/28,0
2015/8/29,0
2015/8/30,0
2015/8/31,29.7015
2015/9/1,0
2015/9/2,3.0902
2015/9/3,0
2015/9/4,0
2015/9/5,0.2952
2015/9/6,0.4625
2015/9/7,26.316
2015/9/8,0.6791
2015/9/9,2.8147
2015/9/10,1.2007
2015/9/11,0
2015/9/12,1.9978
2015/9/13,0
2015/9/14,0
2015/9/15,0
2015/9/16,0
2015/9/17,0
2015/9/18,4.3106
2015/9/19,0
2015/9/20,0
2015/9/21,0
2015/9/22,3.3953
2015/9/23,3.4248
2015/9/24,44.7491
2015/9/25,32.0241
2015/9/26,18.8562
2015/9/27,39.8874
2015/9/28,21.1099
2015/9/29,1.24
2015/9/30,0.4035
2015/10/1,56.3423
2015/10/2,39.1001
2015/10/3,9.4675
2015/10/4,41.462
2015/10/5,26.6113
2015/10/6,0.4133
2015/10/7,0
2015/10/8,0
2015/10/9,0
2015/10/10,12.0755
2015/10/11,3.3953
2015/10/12,0
2015/10/13,0
2015/10/14,0
2015/10/15,0
2015/10/16,0
2015/10/17,0
2015/10/18,0
2015/10/19,0
2015/10/20,0
2015/10/21,0
2015/10/22,0
2015/10/23,0
2015/10/24,0
2015/10/25,0
2015/10/26,0
2015/10/27,26.3849
2015/10/28,3.4839
2015/10/29,0
2015/10/30,0
2015/10/31,0
2015/11/1,0
2015/11/2,14.3685
2015/11/3,12.784
2015/11/4,0.5019
2015/11/5,0
2015/11/6,0
2015/11/7,6.702
2015/11/8,2.7654
2015/11/9,24.8201
2015/11/10,2.7654
2015/11/11,0
2015/11/12,0
2015/11/13,0
2015/11/14,0
2015/11/15,0
2015/11/16,0
2015/11/17,0
2015/11/18,1.4565
2015/11/19,114.6332
2015/11/20,0
2015/11/21,2.3521
2015/11/22,10.2745
2015/11/23,0
2015/11/24,0
2015/11/25,0
2015/11/26,0
2015/11/27,0
2015/11/28,0
2015/11/29,0
2015/11/30,0
2015/12/1,2.175
2015/12/2,1.5943
2015/12/3,0
2015/12/4,0
2015/12/5,0
2015/12/6,0
2015/12/7,24.6528
2015/12/8,0
2015/12/9,0.5019
2015/12/10,0
2015/12/11,0
2015/12/12,0
2015/12/13,0
2015/12/14,2.9623
2015/12/15,0
2015/12/16,2.1061
2015/12/17,4.035
2015/12/18,3.5036
2015/12/19,0
2015/12/20,0
2015/12/21,0
2015/12/22,19.8305
2015/12/23,0.7184
2015/12/24,0.2952
2015/12/25,0
2015/12/26,0
2015/12/27,0
2015/12/28,6.8496
2015/12/29,0
2015/12/30,4.4582
2015/12/31,0
2016/1/1,0
2016/1/2,0
2016/1/3,0
2016/1/4,0
2016/1/5,0
2016/1/6,0
2016/1/7,0
2016/1/8,3.2
2016/1/9,5.8
2016/1/10,0
2016/1/11,0
2016/1/12,0
2016/1/13,0
2016/1/14,0
2016/1/15,35.6
2016/1/16,0
2016/1/17,10.7
2016/1/18,0
2016/1/19,0
2016/1/20,0
2016/1/21,0
2016/1/22,70.2
2016/1/23,0
2016/1/24,0
2016/1/25,0
2016/1/26,0
2016/1/27,0
2016/1/28,6.1
2016/1/29,0
2016/1/30,0
2016/1/31,0
2016/2/1,0
2016/2/2,0
2016/2/3,55.4
2016/2/4,73.2
2016/2/5,0
2016/2/6,8.5
2016/2/7,31.3
2016/2/8,0
2016/2/9,0
2016/2/10,0
2016/2/11,0
2016/2/12,5.6
2016/2/13,0
2016/2/14,0
2016/2/15,8.2
2016/2/16,14.7
2016/2/17,0
2016/2/18,0
2016/2/19,0
2016/2/20,0
2016/2/21,0
2016/2/22,2.3
2016/2/23,3.7
2016/2/24,6.2
2016/2/25,0
2016/2/26,0
2016/2/27,0
2016/2/28,0
2016/2/29,0
2016/3/1,3.1
2016/3/2,1.4
2016/3/3,22
2016/3/4,0
2016/3/5,0
2016/3/6,0
2016/3/7,0
2016/3/8,0
2016/3/9,0
2016/3/10,0
2016/3/11,0
2016/3/12,0
2016/3/13,2.3
2016/3/14,0.7
2016/3/15,0
2016/3/16,0
2016/3/17,0
2016/3/18,0
2016/3/19,0.4
2016/3/20,6.1
2016/3/21,0
2016/3/22,0
2016/3/23,0
2016/3/24,3.1
2016/3/25,7.1
2016/3/26,0
2016/3/27,28.7
2016/3/28,0
2016/3/29,0
2016/3/30,0
2016/3/31,7.7
2016/4/1,25
2016/4/2,2.8
2016/4/3,0
2016/4/4,0
2016/4/5,0
2016/4/6,2.3
2016/4/7,11.7
2016/4/8,0
2016/4/9,0
2016/4/10,0
2016/4/11,0
2016/4/12,13.8
2016/4/13,0
2016/4/14,0
2016/4/15,0
2016/4/16,0
2016/4/17,0
2016/4/18,0
2016/4/19,0
2016/4/20,0
2016/4/21,0
2016/4/22,10.9
2016/4/23,6
2016/4/24,0
2016/4/25,0
2016/4/26,0
2016/4/27,0.8
2016/4/28,0.3
2016/4/29,0
2016/4/30,0
2016/5/1,0.3
2016/5/2,11.2
2016/5/3,39.7
2016/5/4,7.2
2016/5/5,42.1
2016/5/6,0
2016/5/7,0
2016/5/8,0
2016/5/9,0
2016/5/10,0
2016/5/11,0
2016/5/12,0
2016/5/13,4.9
2016/5/14,0
2016/5/15,0
2016/5/16,0
2016/5/17,24.8
2016/5/18,7.5
2016/5/19,0.4
2016/5/20,30.3
2016/5/21,2
2016/5/22,0
2016/5/23,0.9
2016/5/24,0
2016/5/25,0
2016/5/26,0
2016/5/27,0
2016/5/28,8.3
2016/5/29,14.2
2016/5/30,0.9
2016/5/31,17.9
2016/6/1,10.1
2016/6/2,0
2016/6/3,0
2016/6/4,0
2016/6/5,0
2016/6/6,90.5
2016/6/7,24.8
2016/6/8,0
2016/6/9,0
2016/6/10,0
2016/6/11,0
2016/6/12,0
2016/6/13,0
2016/6/14,9.7
2016/6/15,27.7
2016/6/16,0.3
2016/6/17,2.4
2016/6/18,0
2016/6/19,0
2016/6/20,0
2016/6/21,0
2016/6/22,0
2016/6/23,0
2016/6/24,6.5
2016/6/25,0
2016/6/26,0
2016/6/27,0
2016/6/28,3.2
2016/6/29,0
2016/6/30,0.8
2016/7/1,15.6
2016/7/2,0
2016/7/3,6.3
2016/7/4,0.8
2016/7/5,8
2016/7/6,0
2016/7/7,17.9
2016/7/8,26.4
2016/7/9,0
2016/7/10,0
2016/7/11,0
2016/7/12,6.5
2016/7/13,0
2016/7/14,0
2016/7/15,13
2016/7/16,10.9
2016/7/17,0
2016/7/18,0
2016/7/19,9.1
2016/7/20,6.1
2016/7/21,0
2016/7/22,0
2016/7/23,0
2016/7/24,0
2016/7/25,0
2016/7/26,0
2016/7/27,6
2016/7/28,0
2016/7/29,0
2016/7/30,2.5
2016/7/31,47.3
2016/8/1,1.8
2016/8/2,32.4
2016/8/3,7.8
2016/8/4,0
2016/8/5,28.3
2016/8/6,1.6
2016/8/7,0
2016/8/8,1.8
2016/8/9,0
2016/8/10,0.6
2016/8/11,0
2016/8/12,0
2016/8/13,0
2016/8/14,0
2016/8/15,0
2016/8/16,0
2016/8/17,0
2016/8/18,27.9
2016/8/19,39
2016/8/20,1.3
2016/8/21,0
2016/8/22,0
2016/8/23,0
2016/8/24,0
2016/8/25,0
2016/8/26,0
2016/8/27,0
2016/8/28,7.3
2016/8/29,0.3
2016/8/30,1
2016/8/31,6.4
2016/9/1,9.5
2016/9/2,147
2016/9/3,1.2
2016/9/4,0
2016/9/5,0
2016/9/6,0
2016/9/7,5.2
2016/9/8,0
2016/9/9,0
2016/9/10,0
2016/9/11,17.5
2016/9/12,45.4
2016/9/13,0
2016/9/14,0
2016/9/15,4.8
2016/9/16,0
2016/9/17,7
2016/9/18,2.3
2016/9/19,57.5
2016/9/20,0.5
2016/9/21,0.6
2016/9/22,42.4
2016/9/23,25.2
2016/9/24,0
2016/9/25,0
2016/9/26,0
2016/9/27,10
2016/9/28,0
2016/9/29,13.9
2016/9/30,43.1
2016/10/1,13.6
2016/10/2,0
2016/10/3,0
2016/10/4,0
2016/10/5,0
2016/10/6,11.9
2016/10/7,7.6
2016/10/8,55.7
2016/10/9,0
2016/10/10,0
2016/10/11,0
2016/10/12,0
2016/10/13,0
2016/10/14,0
2016/10/15,0
2016/10/16,0
2016/10/17,0
2016/10/18,0
2016/10/19,0
2016/10/20,0
2016/10/21,1.6
2016/10/22,0
2016/10/23,0
2016/10/24,0
2016/10/25,0
2016/10/26,0
2016/10/27,0
2016/10/28,0
2016/10/29,0
2016/10/30,0
2016/10/31,0
2016/11/1,0
2016/11/2,0
2016/11/3,0
2016/11/4,6.5
2016/11/5,0
2016/11/6,0
2016/11/7,0
2016/11/8,0
2016/11/9,0
2016/11/10,0
2016/11/11,0
2016/11/12,0
2016/11/13,17
2016/11/14,0.4
2016/11/15,0
2016/11/16,0
2016/11/17,0
2016/11/18,0
2016/11/19,0
2016/11/20,0
2016/11/21,0
2016/11/22,0
2016/11/23,0
2016/11/24,0
2016/11/25,5.4
2016/11/26,0
2016/11/27,0
2016/11/28,0
2016/11/29,3
2016/11/30,8.3
2016/12/1,0
2016/12/2,0
2016/12/3,0
2016/12/4,41.7
2016/12/5,12.1
2016/12/6,8.9
2016/12/7,0
2016/12/8,0
2016/12/9,0
2016/12/10,0
2016/12/11,2.9
2016/12/12,20
2016/12/13,9
2016/12/14,1.1
2016/12/15,0
2016/12/16,11.3
2016/12/17,1.4
2016/12/18,0
2016/12/19,5.2
2016/12/20,0.6
2016/12/21,0
2016/12/22,0
2016/12/23,0
2016/12/24,0
2016/12/25,0
2016/12/26,0
2016/12/27,0
2016/12/28,0
2016/12/29,14.4
2016/12/30,0
2016/12/31,0
2017/1/1,4.2
2017/1/2,27.4
2017/1/3,4.7
2017/1/4,0
2017/1/5,0.7
2017/1/6,20.5
2017/1/7,2.4
2017/1/8,0
2017/1/9,0
2017/1/10,2.1
2017/1/11,0.5
2017/1/12,0
2017/1/13,0
2017/1/14,0
2017/1/15,0
2017/1/16,0
2017/1/17,0
2017/1/18,1.4
2017/1/19,0
2017/1/20,0
2017/1/21,1.7
2017/1/22,23.5
2017/1/23,10.4
2017/1/24,0
2017/1/25,0
2017/1/26,0.7
2017/1/27,0
2017/1/28,0
2017/1/29,0
2017/1/30,0
2017/1/31,0
2017/2/1,0
2017/2/2,0.4
2017/2/3,1.8
2017/2/4,0
2017/2/5,0
2017/2/6,0
2017/2/7,24.8
2017/2/8,5.6
2017/2/9,0.3
2017/2/10,0
2017/2/11,0
2017/2/12,0
2017/2/13,0
2017/2/14,0
2017/2/15,17.7
2017/2/16,0
2017/2/17,0
2017/2/18,0
2017/2/19,0
2017/2/20,0
2017/2/21,0
2017/2/22,0
2017/2/23,0
2017/2/24,0.4
2017/2/25,0
2017/2/26,0
2017/2/27,1.6
2017/2/28,0
2017/3/1,3.6
2017/3/2,0
2017/3/3,0
2017/3/4,0
2017/3/5,0
2017/3/6,0
2017/3/7,0
2017/3/8,0
2017/3/9,0
2017/3/10,0.9
2017/3/11,0.4
2017/3/12,6.7
2017/3/13,49.2
2017/3/14,0.8
2017/3/15,0
2017/3/16,0
2017/3/17,0.9
2017/3/18,14.8
2017/3/19,0
2017/3/20,0
2017/3/21,5.1
2017/3/22,0
2017/3/23,0
2017/3/24,0
2017/3/25,0
2017/3/26,0
2017/3/27,0
2017/3/28,5.4
2017/3/29,0
2017/3/30,0
2017/3/31,18.6
2017/4/1,0
2017/4/2,0
2017/4/3,14.6
2017/4/4,0
2017/4/5,50.2
2017/4/6,3.9
2017/4/7,0
2017/4/8,0
2017/4/9,0
2017/4/10,0
2017/4/11,0
2017/4/12,0
2017/4/13,0
2017/4/14,2.5
2017/4/15,2.1
2017/4/16,0
2017/4/17,2.5
2017/4/18,0
2017/4/19,0
2017/4/20,4.6
2017/4/21,0
2017/4/22,0
2017/4/23,3.6
2017/4/24,46.3
2017/4/25,3.3
2017/4/26,0
2017/4/27,0
2017/4/28,0
2017/4/29,0
2017/4/30,0
2017/5/1,2.6
2017/5/2,0
2017/5/3,0
2017/5/4,9.6
2017/5/5,34.1
2017/5/6,4.6
2017/5/7,0
2017/5/8,0
2017/5/9,5.2
2017/5/10,0
2017/5/11,0
2017/5/12,0.9
2017/5/13,0
2017/5/14,0
2017/5/15,0
2017/5/16,0
2017/5/17,0
2017/5/18,0
2017/5/19,0
2017/5/20,0
2017/5/21,0
2017/5/22,4.8
2017/5/23,16.6
2017/5/24,1.6
2017/5/25,0.6
2017/5/26,0
2017/5/27,0
2017/5/28,0
2017/5/29,14.1
2017/5/30,16.3
2017/5/31,3.9
2017/6/1,0
2017/6/2,0
2017/6/3,0
2017/6/4,0
2017/6/5,2.6
2017/6/6,2.8
2017/6/7,19.2
2017/6/8,4.1
2017/6/9,0
2017/6/10,0
2017/6/11,0
2017/6/12,0
2017/6/13,0
2017/6/14,0.9
2017/6/15,18.5
2017/6/16,1.4
2017/6/17,1
2017/6/18,1.2
2017/6/19,1.2
2017/6/20,27.9
2017/6/21,1
2017/6/22,1
2017/6/23,0
2017/6/24,29
2017/6/25,5.5
2017/6/26,0
2017/6/27,0
2017/6/28,0
2017/6/29,0
2017/6/30,8.9
2017/7/1,4.6
2017/7/2,2.4
2017/7/3,5.9
2017/7/4,7.1
2017/7/5,30.8
2017/7/6,0
2017/7/7,2.1
2017/7/8,8.5
2017/7/9,1.2
2017/7/10,13.3
2017/7/11,0
2017/7/12,0
2017/7/13,0
2017/7/14,0
2017/7/15,8.8
2017/7/16,12.3
2017/7/17,3.5
2017/7/18,7
2017/7/19,4.7
2017/7/20,0
2017/7/21,0
2017/7/22,0
2017/7/23,0
2017/7/24,0
2017/7/25,6.8
2017/7/26,0
2017/7/27,0
2017/7/28,0.7
2017/7/29,6.8
2017/7/30,0
2017/7/31,0
2017/8/1,0
2017/8/2,0
2017/8/3,6.1
2017/8/4,3.3
2017/8/5,13.8
2017/8/6,1.9
2017/8/7,15
2017/8/8,45.1
2017/8/9,3.8
2017/8/10,7.3
2017/8/11,16.8
2017/8/12,6.7
2017/8/13,27.5
2017/8/14,0.5
2017/8/15,0.6
2017/8/16,0
2017/8/17,0
2017/8/18,3.3
2017/8/19,21.4
2017/8/20,0
2017/8/21,1.2
2017/8/22,2.9
2017/8/23,22.5
2017/8/24,1.4
2017/8/25,0.5
2017/8/26,0
2017/8/27,0
2017/8/28,47.6
2017/8/29,11.9
2017/8/30,0
2017/8/31,2.5
2017/9/1,37.4
2017/9/2,8.9
2017/9/3,0
2017/9/4,0
2017/9/5,16.7
2017/9/6,6.2
2017/9/7,0
2017/9/8,0
2017/9/9,0
2017/9/10,0
2017/9/11,0.5
2017/9/12,10.4
2017/9/13,0
2017/9/14,26.5
2017/9/15,0
2017/9/16,0.7
2017/9/17,15.8
2017/9/18,0
2017/9/19,0
2017/9/20,0
2017/9/21,22.3
2017/9/22,0
2017/9/23,0
2017/9/24,0
2017/9/25,0
2017/9/26,0.9
2017/9/27,0
2017/9/28,0
2017/9/29,1.3
2017/9/30,0
2017/10/1,0
2017/10/2,0
2017/10/3,0
2017/10/4,0
2017/10/5,0
2017/10/6,0
2017/10/7,0.3
2017/10/8,0
2017/10/9,0.5
2017/10/10,6.9
2017/10/11,0
2017/10/12,2.1
2017/10/13,0.3
2017/10/14,0
2017/10/15,0
2017/10/16,6.1
2017/10/17,0
2017/10/18,0
2017/10/19,0
2017/10/20,0
2017/10/21,0
2017/10/22,0
2017/10/23,54.8
2017/10/24,3.9
2017/10/25,0
2017/10/26,0
2017/10/27,0
2017/10/28,20.7
2017/10/29,22.3
2017/10/30,0
2017/10/31,0
2017/11/1,0
2017/11/2,0
2017/11/3,0
2017/11/4,0
2017/11/5,0
2017/11/6,0
2017/11/7,0
2017/11/8,0.9
2017/11/9,10.1
2017/11/10,0
2017/11/11,0
2017/11/12,0
2017/11/13,1.6
2017/11/14,0
2017/11/15,0
2017/11/16,0
2017/11/17,0
2017/11/18,1.8
2017/11/19,0.6
2017/11/20,0
2017/11/21,11.8
2017/11/22,0
2017/11/23,0
2017/11/24,0
2017/11/25,0
2017/11/26,0
2017/11/27,0
2017/11/28,0
2017/11/29,0
2017/11/30,0
2017/12/1,0
2017/12/2,0
2017/12/3,0
2017/12/4,2
2017/12/5,7.4
2017/12/6,7.9
2017/12/7,14.7
2017/12/8,37.7
2017/12/9,2.1
2017/12/10,0
2017/12/11,0
2017/12/12,0
2017/12/13,0
2017/12/14,0
2017/12/15,0
2017/12/16,0
2017/12/17,0
2017/12/18,0
2017/12/19,0.6
2017/12/20,8.5
2017/12/21,0
2017/12/22,0
2017/12/23,6.3
2017/12/24,7.1
2017/12/25,0
2017/12/26,2
2017/12/27,6.6
2017/12/28,0
2017/12/29,0
2017/12/30,0
2017/12/31,0
2018/1/1,0
2018/1/2,0
2018/1/3,33.1
2018/1/4,0
2018/1/5,0
2018/1/6,0
2018/1/7,0
2018/1/8,0
2018/1/9,0
2018/1/10,0
2018/1/11,1
2018/1/12,39
2018/1/13,0
2018/1/14,0
2018/1/15,0
2018/1/16,0
2018/1/17,4.5
2018/1/18,0
2018/1/19,0
2018/1/20,0
2018/1/21,0
2018/1/22,1.7
2018/1/23,4.8
2018/1/24,0
2018/1/25,0
2018/1/26,0
2018/1/27,5.5
2018/1/28,67.9
2018/1/29,10.9
2018/1/30,1.4
2018/1/31,0
2018/2/1,1.8
2018/2/2,0
2018/2/3,0
2018/2/4,13.3
2018/2/5,0
2018/2/6,0
2018/2/7,0.5
2018/2/8,0
2018/2/9,5
2018/2/10,1.3
2018/2/11,22.4
2018/2/12,1.3
2018/2/13,0.8
2018/2/14,0
2018/2/15,0
2018/2/16,0
2018/2/17,0
2018/2/18,0
2018/2/19,1.4
2018/2/20,0
2018/2/21,0
2018/2/22,0
2018/2/23,0.8
2018/2/24,1.1
2018/2/25,2.2
2018/2/26,2.9
2018/2/27,0
2018/2/28,6.3
2018/3/1,4.8
2018/3/2,0
2018/3/3,0
2018/3/4,0
2018/3/5,0
2018/3/6,7.5
2018/3/7,0
2018/3/8,0
2018/3/9,0
2018/3/10,0
2018/3/11,4
2018/3/12,11.3
2018/3/13,0
2018/3/14,0
2018/3/15,0
2018/3/16,0
2018/3/17,1.3
2018/3/18,0
2018/3/19,11.6
2018/3/20,15.7
2018/3/21,0
2018/3/22,0
2018/3/23,0
2018/3/24,28.4
2018/3/25,1
2018/3/26,0
2018/3/27,0
2018/3/28,0
2018/3/29,0
2018/3/30,0
2018/3/31,0
2018/4/1,0
2018/4/2,0
2018/4/3,0.8
2018/4/4,2.2
2018/4/5,0
2018/4/6,0
2018/4/7,33
2018/4/8,0
2018/4/9,7.4
2018/4/10,0
2018/4/11,0
2018/4/12,0
2018/4/13,0
2018/4/14,2.7
2018/4/15,45.1
2018/4/16,0
2018/4/17,0
2018/4/18,0
2018/4/19,0
2018/4/20,0
2018/4/21,0
2018/4/22,0
2018/4/23,11.9
2018/4/24,28.7
2018/4/25,0
2018/4/26,0
2018/4/27,0.5
2018/4/28,0
2018/4/29,0
2018/4/30,0
2018/5/1,0
2018/5/2,0
2018/5/3,0
2018/5/4,0
2018/5/5,29.1
2018/5/6,19.4
2018/5/7,0
2018/5/8,0
2018/5/9,0
2018/5/10,0
2018/5/11,0
2018/5/12,0
2018/5/13,0
2018/5/14,0
2018/5/15,0.8
2018/5/16,4.4
2018/5/17,3.1
2018/5/18,23.2
2018/5/19,0
2018/5/20,0
2018/5/21,0
2018/5/22,0
2018/5/23,15.9
2018/5/24,0
2018/5/25,0
2018/5/26,0
2018/5/27,1
2018/5/28,51.9
2018/5/29,9.2
2018/5/30,1.1
2018/5/31,0.6
2018/6/1,0
2018/6/2,5.6
2018/6/3,10.5
2018/6/4,0
2018/6/5,0
2018/6/6,1.4
2018/6/7,7.5
2018/6/8,24.5
2018/6/9,1.5
2018/6/10,6.1
2018/6/11,55.2
2018/6/12,50.4
2018/6/13,0
2018/6/14,23.6
2018/6/15,0.7
2018/6/16,0
2018/6/17,11.4
2018/6/18,0.9
2018/6/19,0
2018/6/20,12.6
2018/6/21,2.8
2018/6/22,0
2018/6/23,0
2018/6/24,24.2
2018/6/25,2.8
2018/6/26,42.8
2018/6/27,1.3
2018/6/28,14.7
2018/6/29,0
2018/6/30,0
2018/7/1,0
2018/7/2,0
2018/7/3,0
2018/7/4,0.5
2018/7/5,5.3
2018/7/6,0
2018/7/7,2.2
2018/7/8,0
2018/7/9,0
2018/7/10,0
2018/7/11,0
2018/7/12,48.8
2018/7/13,0
2018/7/14,0
2018/7/15,0
2018/7/16,0
2018/7/17,5.8
2018/7/18,2.3
2018/7/19,0
2018/7/20,45.5
2018/7/21,1.3
2018/7/22,1.4
2018/7/23,41.9
2018/7/24,36.9
2018/7/25,17.5
2018/7/26,4.8
2018/7/27,20.2
2018/7/28,16.3
2018/7/29,35.6
2018/7/30,5.6
2018/7/31,5
2018/8/1,0.6
2018/8/2,22.8
2018/8/3,1.8
2018/8/4,4.7
2018/8/5,19.1
2018/8/6,0
2018/8/7,5
2018/8/8,3.2
2018/8/9,0
2018/8/10,0
2018/8/11,0.9
2018/8/12,10.8
2018/8/13,0
2018/8/14,10.5
2018/8/15,0
2018/8/16,0.6
2018/8/17,0
2018/8/18,0
2018/8/19,6
2018/8/20,0.9
2018/8/21,0
2018/8/22,2.8
2018/8/23,0
2018/8/24,0
2018/8/25,0.8
2018/8/26,0
2018/8/27,0
2018/8/28,0
2018/8/29,0
2018/8/30,0
2018/8/31,0
2018/9/1,0.4
2018/9/2,0
2018/9/3,0
2018/9/4,0.4
2018/9/5,0
2018/9/6,0
2018/9/7,9.5
2018/9/8,2.5
2018/9/9,1
2018/9/10,1.1
2018/9/11,7.8
2018/9/12,3.7
2018/9/13,239.5
2018/9/14,238.6
2018/9/15,50.1
2018/9/16,0.8
2018/9/17,6.4
2018/9/18,17.6
2018/9/19,0
2018/9/20,0
2018/9/21,0
2018/9/22,0
2018/9/23,0
2018/9/24,1.6
2018/9/25,8
2018/9/26,0
2018/9/27,6.2
2018/9/28,26
2018/9/29,0
2018/9/30,0
2018/10/1,0
2018/10/2,0
2018/10/3,0
2018/10/4,0
2018/10/5,0
2018/10/6,0.3
2018/10/7,0.3
2018/10/8,0
2018/10/9,0
2018/10/10,9.4
2018/10/11,2.8
2018/10/12,0
2018/10/13,0
2018/10/14,0
2018/10/15,0
2018/10/16,1
2018/10/17,0
2018/10/18,0
2018/10/19,0
2018/10/20,1.2
2018/10/21,0
2018/10/22,0
2018/10/23,0
2018/10/24,0
2018/10/25,0
2018/10/26,42.8
2018/10/27,0
2018/10/28,0
2018/10/29,0
2018/10/30,0
2018/10/31,0
2018/11/1,10.2
2018/11/2,8.7
2018/11/3,0
2018/11/4,78.9
2018/11/5,1.6
2018/11/6,0.8
2018/11/7,39.7
2018/11/8,0.4
2018/11/9,3.7
2018/11/10,0
2018/11/11,0
2018/11/12,41.5
